workerID,domain,utterance,utteranceType,utteranceExact,utteranceRounded,state,stateType,stateRounded,stateProb,affectProb,order
22,watch,5001,sharp,4997,5000,501,sharp,500,0.303370787,0.9,14
22,watch,5001,sharp,4997,5000,1000,round,1000,0.134831461,0.9,14
22,watch,5001,sharp,4997,5000,1001,sharp,1000,0.134831461,0.9,14
22,watch,5001,sharp,4997,5000,5000,round,5000,0.02247191,0.9,14
22,watch,5001,sharp,4997,5000,5001,sharp,5000,0.02247191,0.9,14
22,watch,5001,sharp,4997,5000,10000,round,10000,0.02247191,0.9,14
22,watch,5001,sharp,4997,5000,10001,sharp,10000,0.02247191,0.9,14
22,laptop,5000,round,5000,5000,50,round,50,0.024793388,0.75,15
22,laptop,5000,round,5000,5000,51,sharp,50,0.016528926,0.75,15
22,laptop,5000,round,5000,5000,500,round,500,0.231404959,0.75,15
22,laptop,5000,round,5000,5000,501,sharp,500,0.231404959,0.75,15
22,laptop,5000,round,5000,5000,1000,round,1000,0.20661157,0.75,15
22,laptop,5000,round,5000,5000,1001,sharp,1000,0.20661157,0.75,15
22,laptop,5000,round,5000,5000,5000,round,5000,0.024793388,0.75,15
22,laptop,5000,round,5000,5000,5001,sharp,5000,0.016528926,0.75,15
22,laptop,5000,round,5000,5000,10000,round,10000,0.016528926,0.75,15
22,laptop,5000,round,5000,5000,10001,sharp,10000,0.024793388,0.75,15
23,electric kettle,5000,round,5000,5000,50,round,50,0,0.75,1
23,electric kettle,5000,round,5000,5000,51,sharp,50,0,0.75,1
23,electric kettle,5000,round,5000,5000,500,round,500,0,0.75,1
23,electric kettle,5000,round,5000,5000,501,sharp,500,0,0.75,1
23,electric kettle,5000,round,5000,5000,1000,round,1000,0,0.75,1
23,electric kettle,5000,round,5000,5000,1001,sharp,1000,0,0.75,1
23,electric kettle,5000,round,5000,5000,5000,round,5000,1,0.75,1
23,electric kettle,5000,round,5000,5000,5001,sharp,5000,0,0.75,1
23,electric kettle,5000,round,5000,5000,10000,round,10000,0,0.75,1
23,electric kettle,5000,round,5000,5000,10001,sharp,10000,0,0.75,1
23,watch,500,round,500,500,50,round,50,0,0.75,2
23,watch,500,round,500,500,51,sharp,50,0,0.75,2
23,watch,500,round,500,500,500,round,500,0.571428571,0.75,2
23,watch,500,round,500,500,501,sharp,500,0.428571429,0.75,2
23,watch,500,round,500,500,1000,round,1000,0,0.75,2
23,watch,500,round,500,500,1001,sharp,1000,0,0.75,2
23,watch,500,round,500,500,5000,round,5000,0,0.75,2
23,watch,500,round,500,500,5001,sharp,5000,0,0.75,2
23,watch,500,round,500,500,10000,round,10000,0,0.75,2
23,watch,500,round,500,500,10001,sharp,10000,0,0.75,2
23,laptop,1001,sharp,998,1000,50,round,50,0,0.7,3
23,laptop,1001,sharp,998,1000,51,sharp,50,0,0.7,3
23,laptop,1001,sharp,998,1000,500,round,500,0,0.7,3
23,laptop,1001,sharp,998,1000,501,sharp,500,0,0.7,3
23,laptop,1001,sharp,998,1000,1000,round,1000,0,0.7,3
23,laptop,1001,sharp,998,1000,1001,sharp,1000,1,0.7,3
23,laptop,1001,sharp,998,1000,5000,round,5000,0,0.7,3
23,laptop,1001,sharp,998,1000,5001,sharp,5000,0,0.7,3
23,laptop,1001,sharp,998,1000,10000,round,10000,0,0.7,3
23,laptop,1001,sharp,998,1000,10001,sharp,10000,0,0.7,3
23,laptop,501,sharp,499,500,50,round,50,0,0.6,4
23,laptop,501,sharp,499,500,51,sharp,50,0,0.6,4
23,laptop,501,sharp,499,500,500,round,500,0,0.6,4
23,laptop,501,sharp,499,500,501,sharp,500,1,0.6,4
23,laptop,501,sharp,499,500,1000,round,1000,0,0.6,4
23,laptop,501,sharp,499,500,1001,sharp,1000,0,0.6,4
23,laptop,501,sharp,499,500,5000,round,5000,0,0.6,4
23,laptop,501,sharp,499,500,5001,sharp,5000,0,0.6,4
23,laptop,501,sharp,499,500,10000,round,10000,0,0.6,4
23,laptop,501,sharp,499,500,10001,sharp,10000,0,0.6,4
23,laptop,10000,round,10000,10000,50,round,50,0,0.825,5
23,laptop,10000,round,10000,10000,51,sharp,50,0,0.825,5
23,laptop,10000,round,10000,10000,500,round,500,0,0.825,5
23,laptop,10000,round,10000,10000,501,sharp,500,0,0.825,5
23,laptop,10000,round,10000,10000,1000,round,1000,0,0.825,5
23,laptop,10000,round,10000,10000,1001,sharp,1000,0,0.825,5
23,laptop,10000,round,10000,10000,5000,round,5000,0,0.825,5
23,laptop,10000,round,10000,10000,5001,sharp,5000,0,0.825,5
23,laptop,10000,round,10000,10000,10000,round,10000,0.597014925,0.825,5
23,laptop,10000,round,10000,10000,10001,sharp,10000,0.402985075,0.825,5
23,laptop,10001,sharp,9999,10000,50,round,50,0,0.75,6
23,laptop,10001,sharp,9999,10000,51,sharp,50,0,0.75,6
23,laptop,10001,sharp,9999,10000,500,round,500,0,0.75,6
23,laptop,10001,sharp,9999,10000,501,sharp,500,0,0.75,6
23,laptop,10001,sharp,9999,10000,1000,round,1000,0,0.75,6
23,laptop,10001,sharp,9999,10000,1001,sharp,1000,0,0.75,6
23,laptop,10001,sharp,9999,10000,5000,round,5000,0,0.75,6
23,laptop,10001,sharp,9999,10000,5001,sharp,5000,0,0.75,6
23,laptop,10001,sharp,9999,10000,10000,round,10000,0.285714286,0.75,6
23,laptop,10001,sharp,9999,10000,10001,sharp,10000,0.714285714,0.75,6
23,electric kettle,500,round,500,500,50,round,50,0,0.65,7
23,electric kettle,500,round,500,500,51,sharp,50,0,0.65,7
23,electric kettle,500,round,500,500,500,round,500,0.563380282,0.65,7
23,electric kettle,500,round,500,500,501,sharp,500,0.436619718,0.65,7
23,electric kettle,500,round,500,500,1000,round,1000,0,0.65,7
23,electric kettle,500,round,500,500,1001,sharp,1000,0,0.65,7
23,electric kettle,500,round,500,500,5000,round,5000,0,0.65,7
23,electric kettle,500,round,500,500,5001,sharp,5000,0,0.65,7
23,electric kettle,500,round,500,500,10000,round,10000,0,0.65,7
23,electric kettle,500,round,500,500,10001,sharp,10000,0,0.65,7
23,laptop,5001,sharp,5003,5000,50,round,50,0,0.75,8
23,laptop,5001,sharp,5003,5000,51,sharp,50,0,0.75,8
23,laptop,5001,sharp,5003,5000,500,round,500,0,0.75,8
23,laptop,5001,sharp,5003,5000,501,sharp,500,0,0.75,8
23,laptop,5001,sharp,5003,5000,1000,round,1000,0,0.75,8
23,laptop,5001,sharp,5003,5000,1001,sharp,1000,0,0.75,8
23,laptop,5001,sharp,5003,5000,5000,round,5000,0.22,0.75,8
23,laptop,5001,sharp,5003,5000,5001,sharp,5000,0.78,0.75,8
23,laptop,5001,sharp,5003,5000,10000,round,10000,0,0.75,8
23,laptop,5001,sharp,5003,5000,10001,sharp,10000,0,0.75,8
23,watch,1000,round,1000,1000,50,round,50,0,0.75,9
23,watch,1000,round,1000,1000,51,sharp,50,0,0.75,9
23,watch,1000,round,1000,1000,500,round,500,0,0.75,9
23,watch,1000,round,1000,1000,501,sharp,500,0,0.75,9
23,watch,1000,round,1000,1000,1000,round,1000,0.606060606,0.75,9
23,watch,1000,round,1000,1000,1001,sharp,1000,0.393939394,0.75,9
23,watch,1000,round,1000,1000,5000,round,5000,0,0.75,9
23,watch,1000,round,1000,1000,5001,sharp,5000,0,0.75,9
23,watch,1000,round,1000,1000,10000,round,10000,0,0.75,9
23,watch,1000,round,1000,1000,10001,sharp,10000,0,0.75,9
23,electric kettle,1000,round,1000,1000,50,round,50,0,0.75,10
23,electric kettle,1000,round,1000,1000,51,sharp,50,0,0.75,10
23,electric kettle,1000,round,1000,1000,500,round,500,0,0.75,10
23,electric kettle,1000,round,1000,1000,501,sharp,500,0,0.75,10
23,electric kettle,1000,round,1000,1000,1000,round,1000,0.588235294,0.75,10
23,electric kettle,1000,round,1000,1000,1001,sharp,1000,0.411764706,0.75,10
23,electric kettle,1000,round,1000,1000,5000,round,5000,0,0.75,10
23,electric kettle,1000,round,1000,1000,5001,sharp,5000,0,0.75,10
23,electric kettle,1000,round,1000,1000,10000,round,10000,0,0.75,10
23,electric kettle,1000,round,1000,1000,10001,sharp,10000,0,0.75,10
23,electric kettle,50,round,50,50,50,round,50,0.579710145,0.25,11
23,electric kettle,50,round,50,50,51,sharp,50,0.420289855,0.25,11
23,electric kettle,50,round,50,50,500,round,500,0,0.25,11
23,electric kettle,50,round,50,50,501,sharp,500,0,0.25,11
23,electric kettle,50,round,50,50,1000,round,1000,0,0.25,11
23,electric kettle,50,round,50,50,1001,sharp,1000,0,0.25,11
23,electric kettle,50,round,50,50,5000,round,5000,0,0.25,11
23,electric kettle,50,round,50,50,5001,sharp,5000,0,0.25,11
23,electric kettle,50,round,50,50,10000,round,10000,0,0.25,11
23,electric kettle,50,round,50,50,10001,sharp,10000,0,0.25,11
23,electric kettle,501,sharp,499,500,50,round,50,0,0.75,12
23,electric kettle,501,sharp,499,500,51,sharp,50,0,0.75,12
23,electric kettle,501,sharp,499,500,500,round,500,0.298245614,0.75,12
23,electric kettle,501,sharp,499,500,501,sharp,500,0.701754386,0.75,12
23,electric kettle,501,sharp,499,500,1000,round,1000,0,0.75,12
23,electric kettle,501,sharp,499,500,1001,sharp,1000,0,0.75,12
23,electric kettle,501,sharp,499,500,5000,round,5000,0,0.75,12
23,electric kettle,501,sharp,499,500,5001,sharp,5000,0,0.75,12
23,electric kettle,501,sharp,499,500,10000,round,10000,0,0.75,12
23,electric kettle,501,sharp,499,500,10001,sharp,10000,0,0.75,12
23,watch,51,sharp,47,50,50,round,50,0.245283019,0.25,13
23,watch,51,sharp,47,50,51,sharp,50,0.754716981,0.25,13
23,watch,51,sharp,47,50,500,round,500,0,0.25,13
23,watch,51,sharp,47,50,501,sharp,500,0,0.25,13
23,watch,51,sharp,47,50,1000,round,1000,0,0.25,13
23,watch,51,sharp,47,50,1001,sharp,1000,0,0.25,13
23,watch,51,sharp,47,50,5000,round,5000,0,0.25,13
23,watch,51,sharp,47,50,5001,sharp,5000,0,0.25,13
23,watch,51,sharp,47,50,10000,round,10000,0,0.25,13
23,watch,51,sharp,47,50,10001,sharp,10000,0,0.25,13
23,watch,50,round,50,50,50,round,50,0.588235294,0.25,14
23,watch,50,round,50,50,51,sharp,50,0.411764706,0.25,14
23,watch,50,round,50,50,500,round,500,0,0.25,14
23,watch,50,round,50,50,501,sharp,500,0,0.25,14
23,watch,50,round,50,50,1000,round,1000,0,0.25,14
23,watch,50,round,50,50,1001,sharp,1000,0,0.25,14
23,watch,50,round,50,50,5000,round,5000,0,0.25,14
23,watch,50,round,50,50,5001,sharp,5000,0,0.25,14
23,watch,50,round,50,50,10000,round,10000,0,0.25,14
23,watch,50,round,50,50,10001,sharp,10000,0,0.25,14
23,laptop,51,sharp,53,50,50,round,50,0.235294118,0.025,15
23,laptop,51,sharp,53,50,51,sharp,50,0.764705882,0.025,15
23,laptop,51,sharp,53,50,500,round,500,0,0.025,15
23,laptop,51,sharp,53,50,501,sharp,500,0,0.025,15
23,laptop,51,sharp,53,50,1000,round,1000,0,0.025,15
23,laptop,51,sharp,53,50,1001,sharp,1000,0,0.025,15
23,laptop,51,sharp,53,50,5000,round,5000,0,0.025,15
23,laptop,51,sharp,53,50,5001,sharp,5000,0,0.025,15
23,laptop,51,sharp,53,50,10000,round,10000,0,0.025,15
23,laptop,51,sharp,53,50,10001,sharp,10000,0,0.025,15
24,laptop,51,sharp,49,50,50,round,50,0,0.25,1
24,laptop,51,sharp,49,50,51,sharp,50,0.011627907,0.25,1
24,laptop,51,sharp,49,50,500,round,500,0.186046512,0.25,1
24,laptop,51,sharp,49,50,501,sharp,500,0.186046512,0.25,1
24,laptop,51,sharp,49,50,1000,round,1000,0.226744186,0.25,1
24,laptop,51,sharp,49,50,1001,sharp,1000,0.220930233,0.25,1
24,laptop,51,sharp,49,50,5000,round,5000,0.069767442,0.25,1
24,laptop,51,sharp,49,50,5001,sharp,5000,0.069767442,0.25,1
24,laptop,51,sharp,49,50,10000,round,10000,0.011627907,0.25,1
24,laptop,51,sharp,49,50,10001,sharp,10000,0.01744186,0.25,1
24,watch,1001,sharp,1003,1000,50,round,50,0.133891213,0.975,2
24,watch,1001,sharp,1003,1000,51,sharp,50,0.138075314,0.975,2
24,watch,1001,sharp,1003,1000,500,round,500,0.133891213,0.975,2
24,watch,1001,sharp,1003,1000,501,sharp,500,0.133891213,0.975,2
24,watch,1001,sharp,1003,1000,1000,round,1000,0.138075314,0.975,2
24,watch,1001,sharp,1003,1000,1001,sharp,1000,0.142259414,0.975,2
24,watch,1001,sharp,1003,1000,5000,round,5000,0.033472803,0.975,2
24,watch,1001,sharp,1003,1000,5001,sharp,5000,0.050209205,0.975,2
24,watch,1001,sharp,1003,1000,10000,round,10000,0.054393305,0.975,2
24,watch,1001,sharp,1003,1000,10001,sharp,10000,0.041841004,0.975,2
24,electric kettle,501,sharp,498,500,50,round,50,0.453488372,0.975,3
24,electric kettle,501,sharp,498,500,51,sharp,50,0.441860465,0.975,3
24,electric kettle,501,sharp,498,500,500,round,500,0.011627907,0.975,3
24,electric kettle,501,sharp,498,500,501,sharp,500,0,0.975,3
24,electric kettle,501,sharp,498,500,1000,round,1000,0.011627907,0.975,3
24,electric kettle,501,sharp,498,500,1001,sharp,1000,0,0.975,3
24,electric kettle,501,sharp,498,500,5000,round,5000,0.023255814,0.975,3
24,electric kettle,501,sharp,498,500,5001,sharp,5000,0.011627907,0.975,3
24,electric kettle,501,sharp,498,500,10000,round,10000,0.023255814,0.975,3
24,electric kettle,501,sharp,498,500,10001,sharp,10000,0.023255814,0.975,3
24,electric kettle,10001,sharp,9999,10000,50,round,50,0.367924528,0.975,4
24,electric kettle,10001,sharp,9999,10000,51,sharp,50,0.358490566,0.975,4
24,electric kettle,10001,sharp,9999,10000,500,round,500,0.113207547,0.975,4
24,electric kettle,10001,sharp,9999,10000,501,sharp,500,0.103773585,0.975,4
24,electric kettle,10001,sharp,9999,10000,1000,round,1000,0,0.975,4
24,electric kettle,10001,sharp,9999,10000,1001,sharp,1000,0.018867925,0.975,4
24,electric kettle,10001,sharp,9999,10000,5000,round,5000,0,0.975,4
24,electric kettle,10001,sharp,9999,10000,5001,sharp,5000,0.009433962,0.975,4
24,electric kettle,10001,sharp,9999,10000,10000,round,10000,0.009433962,0.975,4
24,electric kettle,10001,sharp,9999,10000,10001,sharp,10000,0.018867925,0.975,4
24,laptop,1000,round,1000,1000,50,round,50,0.013071895,0.25,5
24,laptop,1000,round,1000,1000,51,sharp,50,0,0.25,5
24,laptop,1000,round,1000,1000,500,round,500,0.209150327,0.25,5
24,laptop,1000,round,1000,1000,501,sharp,500,0.202614379,0.25,5
24,laptop,1000,round,1000,1000,1000,round,1000,0.254901961,0.25,5
24,laptop,1000,round,1000,1000,1001,sharp,1000,0.261437908,0.25,5
24,laptop,1000,round,1000,1000,5000,round,5000,0.006535948,0.25,5
24,laptop,1000,round,1000,1000,5001,sharp,5000,0.013071895,0.25,5
24,laptop,1000,round,1000,1000,10000,round,10000,0.019607843,0.25,5
24,laptop,1000,round,1000,1000,10001,sharp,10000,0.019607843,0.25,5
24,electric kettle,1001,sharp,1002,1000,50,round,50,0.345454545,0.975,6
24,electric kettle,1001,sharp,1002,1000,51,sharp,50,0.354545455,0.975,6
24,electric kettle,1001,sharp,1002,1000,500,round,500,0.1,0.975,6
24,electric kettle,1001,sharp,1002,1000,501,sharp,500,0.1,0.975,6
24,electric kettle,1001,sharp,1002,1000,1000,round,1000,0.018181818,0.975,6
24,electric kettle,1001,sharp,1002,1000,1001,sharp,1000,0.009090909,0.975,6
24,electric kettle,1001,sharp,1002,1000,5000,round,5000,0.018181818,0.975,6
24,electric kettle,1001,sharp,1002,1000,5001,sharp,5000,0.018181818,0.975,6
24,electric kettle,1001,sharp,1002,1000,10000,round,10000,0.018181818,0.975,6
24,electric kettle,1001,sharp,1002,1000,10001,sharp,10000,0.018181818,0.975,6
24,electric kettle,1000,round,1000,1000,50,round,50,0.38,0.975,7
24,electric kettle,1000,round,1000,1000,51,sharp,50,0.39,0.975,7
24,electric kettle,1000,round,1000,1000,500,round,500,0.07,0.975,7
24,electric kettle,1000,round,1000,1000,501,sharp,500,0.09,0.975,7
24,electric kettle,1000,round,1000,1000,1000,round,1000,0,0.975,7
24,electric kettle,1000,round,1000,1000,1001,sharp,1000,0.02,0.975,7
24,electric kettle,1000,round,1000,1000,5000,round,5000,0.02,0.975,7
24,electric kettle,1000,round,1000,1000,5001,sharp,5000,0.01,0.975,7
24,electric kettle,1000,round,1000,1000,10000,round,10000,0.01,0.975,7
24,electric kettle,1000,round,1000,1000,10001,sharp,10000,0.01,0.975,7
24,watch,501,sharp,499,500,50,round,50,0.178899083,0.975,8
24,watch,501,sharp,499,500,51,sharp,50,0.178899083,0.975,8
24,watch,501,sharp,499,500,500,round,500,0.137614679,0.975,8
24,watch,501,sharp,499,500,501,sharp,500,0.133027523,0.975,8
24,watch,501,sharp,499,500,1000,round,1000,0.096330275,0.975,8
24,watch,501,sharp,499,500,1001,sharp,1000,0.091743119,0.975,8
24,watch,501,sharp,499,500,5000,round,5000,0.091743119,0.975,8
24,watch,501,sharp,499,500,5001,sharp,5000,0.091743119,0.975,8
24,watch,501,sharp,499,500,10000,round,10000,0,0.975,8
24,watch,501,sharp,499,500,10001,sharp,10000,0,0.975,8
24,electric kettle,5000,round,5000,5000,50,round,50,0.348623853,0.975,9
24,electric kettle,5000,round,5000,5000,51,sharp,50,0.357798165,0.975,9
24,electric kettle,5000,round,5000,5000,500,round,500,0.100917431,0.975,9
24,electric kettle,5000,round,5000,5000,501,sharp,500,0.119266055,0.975,9
24,electric kettle,5000,round,5000,5000,1000,round,1000,0.009174312,0.975,9
24,electric kettle,5000,round,5000,5000,1001,sharp,1000,0.009174312,0.975,9
24,electric kettle,5000,round,5000,5000,5000,round,5000,0.009174312,0.975,9
24,electric kettle,5000,round,5000,5000,5001,sharp,5000,0.018348624,0.975,9
24,electric kettle,5000,round,5000,5000,10000,round,10000,0.018348624,0.975,9
24,electric kettle,5000,round,5000,5000,10001,sharp,10000,0.009174312,0.975,9
24,watch,1000,round,1000,1000,50,round,50,0.171945701,0.975,10
24,watch,1000,round,1000,1000,51,sharp,50,0.171945701,0.975,10
24,watch,1000,round,1000,1000,500,round,500,0.14479638,0.975,10
24,watch,1000,round,1000,1000,501,sharp,500,0.140271493,0.975,10
24,watch,1000,round,1000,1000,1000,round,1000,0.090497738,0.975,10
24,watch,1000,round,1000,1000,1001,sharp,1000,0.090497738,0.975,10
24,watch,1000,round,1000,1000,5000,round,5000,0.090497738,0.975,10
24,watch,1000,round,1000,1000,5001,sharp,5000,0.090497738,0.975,10
24,watch,1000,round,1000,1000,10000,round,10000,0.004524887,0.975,10
24,watch,1000,round,1000,1000,10001,sharp,10000,0.004524887,0.975,10
24,watch,500,round,500,500,50,round,50,0.176470588,0.75,11
24,watch,500,round,500,500,51,sharp,50,0.171945701,0.75,11
24,watch,500,round,500,500,500,round,500,0.140271493,0.75,11
24,watch,500,round,500,500,501,sharp,500,0.140271493,0.75,11
24,watch,500,round,500,500,1000,round,1000,0.090497738,0.75,11
24,watch,500,round,500,500,1001,sharp,1000,0.090497738,0.75,11
24,watch,500,round,500,500,5000,round,5000,0.090497738,0.75,11
24,watch,500,round,500,500,5001,sharp,5000,0.090497738,0.75,11
24,watch,500,round,500,500,10000,round,10000,0.004524887,0.75,11
24,watch,500,round,500,500,10001,sharp,10000,0.004524887,0.75,11
24,watch,5000,round,5000,5000,50,round,50,0.128813559,0.975,12
24,watch,5000,round,5000,5000,51,sharp,50,0.13220339,0.975,12
24,watch,5000,round,5000,5000,500,round,500,0.111864407,0.975,12
24,watch,5000,round,5000,5000,501,sharp,500,0.108474576,0.975,12
24,watch,5000,round,5000,5000,1000,round,1000,0.108474576,0.975,12
24,watch,5000,round,5000,5000,1001,sharp,1000,0.111864407,0.975,12
24,watch,5000,round,5000,5000,5000,round,5000,0.108474576,0.975,12
24,watch,5000,round,5000,5000,5001,sharp,5000,0.111864407,0.975,12
24,watch,5000,round,5000,5000,10000,round,10000,0.037288136,0.975,12
24,watch,5000,round,5000,5000,10001,sharp,10000,0.040677966,0.975,12
24,laptop,5001,sharp,4999,5000,50,round,50,0,0.975,13
24,laptop,5001,sharp,4999,5000,51,sharp,50,0.004901961,0.975,13
24,laptop,5001,sharp,4999,5000,500,round,500,0.147058824,0.975,13
24,laptop,5001,sharp,4999,5000,501,sharp,500,0.147058824,0.975,13
24,laptop,5001,sharp,4999,5000,1000,round,1000,0.18627451,0.975,13
24,laptop,5001,sharp,4999,5000,1001,sharp,1000,0.18627451,0.975,13
24,laptop,5001,sharp,4999,5000,5000,round,5000,0.147058824,0.975,13
24,laptop,5001,sharp,4999,5000,5001,sharp,5000,0.151960784,0.975,13
24,laptop,5001,sharp,4999,5000,10000,round,10000,0.019607843,0.975,13
24,laptop,5001,sharp,4999,5000,10001,sharp,10000,0.009803922,0.975,13
24,electric kettle,500,round,500,500,50,round,50,0.365384615,0.975,14
24,electric kettle,500,round,500,500,51,sharp,50,0.355769231,0.975,14
24,electric kettle,500,round,500,500,500,round,500,0.125,0.975,14
24,electric kettle,500,round,500,500,501,sharp,500,0.105769231,0.975,14
24,electric kettle,500,round,500,500,1000,round,1000,0.009615385,0.975,14
24,electric kettle,500,round,500,500,1001,sharp,1000,0.009615385,0.975,14
24,electric kettle,500,round,500,500,5000,round,5000,0.009615385,0.975,14
24,electric kettle,500,round,500,500,5001,sharp,5000,0.009615385,0.975,14
24,electric kettle,500,round,500,500,10000,round,10000,0.009615385,0.975,14
24,electric kettle,500,round,500,500,10001,sharp,10000,0,0.975,14
24,laptop,10000,round,10000,10000,50,round,50,0.012578616,1,15
24,laptop,10000,round,10000,10000,51,sharp,50,0.006289308,1,15
24,laptop,10000,round,10000,10000,500,round,500,0.176100629,1,15
24,laptop,10000,round,10000,10000,501,sharp,500,0.176100629,1,15
24,laptop,10000,round,10000,10000,1000,round,1000,0.238993711,1,15
24,laptop,10000,round,10000,10000,1001,sharp,1000,0.238993711,1,15
24,laptop,10000,round,10000,10000,5000,round,5000,0.06918239,1,15
24,laptop,10000,round,10000,10000,5001,sharp,5000,0.075471698,1,15
24,laptop,10000,round,10000,10000,10000,round,10000,0.006289308,1,15
24,laptop,10000,round,10000,10000,10001,sharp,10000,0,1,15
25,electric kettle,500,round,500,500,50,round,50,0.464285714,0.925,1
25,electric kettle,500,round,500,500,51,sharp,50,0.464285714,0.925,1
25,electric kettle,500,round,500,500,500,round,500,0,0.925,1
25,electric kettle,500,round,500,500,501,sharp,500,0.011904762,0.925,1
25,electric kettle,500,round,500,500,1000,round,1000,0.011904762,0.925,1
25,electric kettle,500,round,500,500,1001,sharp,1000,0.011904762,0.925,1
25,electric kettle,500,round,500,500,5000,round,5000,0.011904762,0.925,1
25,electric kettle,500,round,500,500,5001,sharp,5000,0.011904762,0.925,1
25,electric kettle,500,round,500,500,10000,round,10000,0.011904762,0.925,1
25,electric kettle,500,round,500,500,10001,sharp,10000,0,0.925,1
25,laptop,51,sharp,47,50,50,round,50,0.009009009,0,2
25,laptop,51,sharp,47,50,51,sharp,50,0.009009009,0,2
25,laptop,51,sharp,47,50,500,round,500,0.27027027,0,2
25,laptop,51,sharp,47,50,501,sharp,500,0.27027027,0,2
25,laptop,51,sharp,47,50,1000,round,1000,0.207207207,0,2
25,laptop,51,sharp,47,50,1001,sharp,1000,0.207207207,0,2
25,laptop,51,sharp,47,50,5000,round,5000,0.018018018,0,2
25,laptop,51,sharp,47,50,5001,sharp,5000,0,0,2
25,laptop,51,sharp,47,50,10000,round,10000,0.009009009,0,2
25,laptop,51,sharp,47,50,10001,sharp,10000,0,0,2
25,electric kettle,5000,round,5000,5000,50,round,50,0.506329114,1,3
25,electric kettle,5000,round,5000,5000,51,sharp,50,0.481012658,1,3
25,electric kettle,5000,round,5000,5000,500,round,500,0,1,3
25,electric kettle,5000,round,5000,5000,501,sharp,500,0,1,3
25,electric kettle,5000,round,5000,5000,1000,round,1000,0,1,3
25,electric kettle,5000,round,5000,5000,1001,sharp,1000,0,1,3
25,electric kettle,5000,round,5000,5000,5000,round,5000,0,1,3
25,electric kettle,5000,round,5000,5000,5001,sharp,5000,0.012658228,1,3
25,electric kettle,5000,round,5000,5000,10000,round,10000,0,1,3
25,electric kettle,5000,round,5000,5000,10001,sharp,10000,0,1,3
25,electric kettle,50,round,50,50,50,round,50,0.470588235,0.25,4
25,electric kettle,50,round,50,50,51,sharp,50,0.470588235,0.25,4
25,electric kettle,50,round,50,50,500,round,500,0.011764706,0.25,4
25,electric kettle,50,round,50,50,501,sharp,500,0,0.25,4
25,electric kettle,50,round,50,50,1000,round,1000,0.011764706,0.25,4
25,electric kettle,50,round,50,50,1001,sharp,1000,0.011764706,0.25,4
25,electric kettle,50,round,50,50,5000,round,5000,0,0.25,4
25,electric kettle,50,round,50,50,5001,sharp,5000,0,0.25,4
25,electric kettle,50,round,50,50,10000,round,10000,0.011764706,0.25,4
25,electric kettle,50,round,50,50,10001,sharp,10000,0.011764706,0.25,4
25,laptop,501,sharp,499,500,50,round,50,0.010989011,0.625,5
25,laptop,501,sharp,499,500,51,sharp,50,0,0.625,5
25,laptop,501,sharp,499,500,500,round,500,0.318681319,0.625,5
25,laptop,501,sharp,499,500,501,sharp,500,0.318681319,0.625,5
25,laptop,501,sharp,499,500,1000,round,1000,0.164835165,0.625,5
25,laptop,501,sharp,499,500,1001,sharp,1000,0.153846154,0.625,5
25,laptop,501,sharp,499,500,5000,round,5000,0.010989011,0.625,5
25,laptop,501,sharp,499,500,5001,sharp,5000,0.010989011,0.625,5
25,laptop,501,sharp,499,500,10000,round,10000,0,0.625,5
25,laptop,501,sharp,499,500,10001,sharp,10000,0.010989011,0.625,5
25,laptop,1001,sharp,999,1000,50,round,50,0,0.85,6
25,laptop,1001,sharp,999,1000,51,sharp,50,0.009803922,0.85,6
25,laptop,1001,sharp,999,1000,500,round,500,0.196078431,0.85,6
25,laptop,1001,sharp,999,1000,501,sharp,500,0.196078431,0.85,6
25,laptop,1001,sharp,999,1000,1000,round,1000,0.284313725,0.85,6
25,laptop,1001,sharp,999,1000,1001,sharp,1000,0.284313725,0.85,6
25,laptop,1001,sharp,999,1000,5000,round,5000,0,0.85,6
25,laptop,1001,sharp,999,1000,5001,sharp,5000,0.009803922,0.85,6
25,laptop,1001,sharp,999,1000,10000,round,10000,0.009803922,0.85,6
25,laptop,1001,sharp,999,1000,10001,sharp,10000,0.009803922,0.85,6
25,watch,50,round,50,50,50,round,50,0.315217391,0.15,7
25,watch,50,round,50,50,51,sharp,50,0.315217391,0.15,7
25,watch,50,round,50,50,500,round,500,0.119565217,0.15,7
25,watch,50,round,50,50,501,sharp,500,0.119565217,0.15,7
25,watch,50,round,50,50,1000,round,1000,0.054347826,0.15,7
25,watch,50,round,50,50,1001,sharp,1000,0.054347826,0.15,7
25,watch,50,round,50,50,5000,round,5000,0,0.15,7
25,watch,50,round,50,50,5001,sharp,5000,0.010869565,0.15,7
25,watch,50,round,50,50,10000,round,10000,0.010869565,0.15,7
25,watch,50,round,50,50,10001,sharp,10000,0,0.15,7
25,electric kettle,51,sharp,47,50,50,round,50,0.391891892,0.25,8
25,electric kettle,51,sharp,47,50,51,sharp,50,0.527027027,0.25,8
25,electric kettle,51,sharp,47,50,500,round,500,0,0.25,8
25,electric kettle,51,sharp,47,50,501,sharp,500,0.013513514,0.25,8
25,electric kettle,51,sharp,47,50,1000,round,1000,0,0.25,8
25,electric kettle,51,sharp,47,50,1001,sharp,1000,0.013513514,0.25,8
25,electric kettle,51,sharp,47,50,5000,round,5000,0.013513514,0.25,8
25,electric kettle,51,sharp,47,50,5001,sharp,5000,0.013513514,0.25,8
