workerID,domain,utteranceExact,utteranceRounded,utteranceType,stateExact,stateRounded,stateType,affectProb,order
37, electric kettle,1000,1000,round,500,500,round,0.975,10
37, electric kettle,1001,1000,sharp,52,50,sharp,0.975,11
37, electric kettle,5002,5000,sharp,50,50,round,0.875,12
37, electric kettle,10000,10000,round,1001,1000,sharp,0.75,13
37, watch,1000,1000,round,999,1000,sharp,0.975,14
37, laptop,10002,10000,sharp,10002,10000,sharp,0.975,15
37, electric kettle,10000,10000,round,52,50,sharp,0.575,16
37, laptop,10000,10000,round,497,500,sharp,0.7,17
37, watch,10001,10000,sharp,50,50,round,0.575,18
37, watch,500,500,round,50,50,round,0.875,19
37, laptop,4998,5000,sharp,4998,5000,sharp,1,20
37, electric kettle,500,500,round,498,500,sharp,0.925,21
37, laptop,5000,5000,round,4997,5000,sharp,0.975,22
37, watch,10000,10000,round,501,500,sharp,0.775,23
37, laptop,9997,10000,sharp,1002,1000,sharp,0.9,24
37, electric kettle,5000,5000,round,50,50,round,0.525,25
37, electric kettle,50,50,round,50,50,round,0.475,26
37, laptop,4997,5000,sharp,50,50,round,0.475,27
37, watch,9999,10000,sharp,1000,1000,round,0.8,28
37, electric kettle,1000,1000,round,499,500,sharp,0.75,29
37, electric kettle,9999,10000,sharp,10000,10000,round,0.775,30
38, watch,9997,10000,sharp,10000,10000,round,0.75,1
38, laptop,500,500,round,500,500,round,0.75,2
38, laptop,999,1000,sharp,50,50,round,1,3
38, electric kettle,4999,5000,sharp,998,1000,sharp,0.75,4
38, laptop,503,500,sharp,500,500,round,0.25,5
38, watch,999,1000,sharp,50,50,round,0.75,6
38, laptop,10000,10000,round,5003,5000,sharp,0.75,7
38, electric kettle,9997,10000,sharp,1000,1000,round,0.75,8
38, laptop,4998,5000,sharp,500,500,round,0.75,9
38, watch,1000,1000,round,500,500,round,0.75,10
38, watch,47,50,sharp,50,50,round,0.275,11
38, laptop,499,500,sharp,53,50,sharp,0.75,12
38, electric kettle,1002,1000,sharp,503,500,sharp,0.75,13
38, watch,5000,5000,round,1003,1000,sharp,0.75,14
38, electric kettle,10000,10000,round,10000,10000,round,0.5,15
38, watch,4997,5000,sharp,501,500,sharp,0.75,16
38, electric kettle,4998,5000,sharp,500,500,round,0.75,17
38, electric kettle,50,50,round,50,50,round,0.5,18
38, watch,9999,10000,sharp,498,500,sharp,0.75,19
38, electric kettle,10002,10000,sharp,5003,5000,sharp,0.725,20
38, laptop,10000,10000,round,50,50,round,0.75,21
38, electric kettle,1003,1000,sharp,1003,1000,sharp,0.5,22
38, electric kettle,5000,5000,round,5000,5000,round,0.5,23
38, electric kettle,5000,5000,round,52,50,sharp,0.75,24
38, electric kettle,49,50,sharp,50,50,round,0.25,25
38, laptop,999,1000,sharp,49,50,sharp,0.75,26
38, watch,1000,1000,round,1001,1000,sharp,0.5,27
38, laptop,10000,10000,round,500,500,round,0.75,28
38, watch,10003,10000,sharp,50,50,round,0.75,29
38, electric kettle,10000,10000,round,1003,1000,sharp,0.75,30
39, laptop,1000,1000,round,502,500,sharp,0.85,1
39, electric kettle,5000,5000,round,5000,5000,round,0.5,2
39, electric kettle,5000,5000,round,4998,5000,sharp,0.5,3
39, laptop,500,500,round,50,50,round,0.6,4
39, laptop,502,500,sharp,50,50,round,0.6,5
39, watch,1000,1000,round,1001,1000,sharp,0.5,6
39, electric kettle,503,500,sharp,503,500,sharp,0.5,7
39, laptop,10003,10000,sharp,500,500,round,1,8
39, electric kettle,5000,5000,round,1000,1000,round,1,9
39, laptop,1000,1000,round,1000,1000,round,0.5,10
39, watch,10000,10000,round,5003,5000,sharp,0.825,11
39, laptop,9998,10000,sharp,50,50,round,1,12
39, laptop,5000,5000,round,998,1000,sharp,1,13
39, electric kettle,5000,5000,round,500,500,round,1,14
39, electric kettle,502,500,sharp,47,50,sharp,0.75,15
39, laptop,5000,5000,round,500,500,round,1,16
39, laptop,1000,1000,round,52,50,sharp,1,17
39, laptop,4997,5000,sharp,50,50,round,1,18
39, electric kettle,5000,5000,round,498,500,sharp,1,19
39, electric kettle,10000,10000,round,497,500,sharp,1,20
39, laptop,53,50,sharp,53,50,sharp,0.5,21
39, electric kettle,10000,10000,round,500,500,round,1,22
39, laptop,10000,10000,round,10000,10000,round,0.65,23
39, electric kettle,5002,5000,sharp,503,500,sharp,1,24
39, watch,10000,10000,round,1000,1000,round,1,25
39, laptop,10000,10000,round,4997,5000,sharp,1,26
39, laptop,1002,1000,sharp,500,500,round,0.875,27
39, laptop,4997,5000,sharp,51,50,sharp,1,28
39, laptop,500,500,round,500,500,round,0.575,29
39, electric kettle,10000,10000,round,5003,5000,sharp,1,30
40, laptop,10001,10000,sharp,5000,5000,round,1,1
40, watch,5000,5000,round,500,500,round,1,2
40, watch,1000,1000,round,500,500,round,0.75,3
40, watch,1000,1000,round,1001,1000,sharp,0.75,4
40, laptop,502,500,sharp,52,50,sharp,1,5
40, laptop,4999,5000,sharp,498,500,sharp,0.25,6
40, laptop,1002,1000,sharp,1002,1000,sharp,0.25,7
40, electric kettle,5000,5000,round,52,50,sharp,1,8
40, laptop,5000,5000,round,1001,1000,sharp,1,9
40, electric kettle,503,500,sharp,50,50,round,0.75,10
40, electric kettle,997,1000,sharp,997,1000,sharp,0.25,11
40, laptop,5001,5000,sharp,1001,1000,sharp,0.975,12
40, electric kettle,500,500,round,500,500,round,0.25,13
40, laptop,997,1000,sharp,50,50,round,1,14
40, electric kettle,1000,1000,round,1000,1000,round,0.25,15
40, laptop,10000,10000,round,501,500,sharp,0.75,16
40, electric kettle,9999,10000,sharp,497,500,sharp,1,17
40, electric kettle,5000,5000,round,1000,1000,round,1,18
40, electric kettle,50,50,round,50,50,round,0.25,19
40, laptop,10003,10000,sharp,503,500,sharp,1,20
40, electric kettle,500,500,round,50,50,round,0.75,21
40, laptop,997,1000,sharp,500,500,round,0.75,22
40, laptop,10000,10000,round,5000,5000,round,0.75,23
40, watch,5003,5000,sharp,5000,5000,round,0.375,24
40, watch,1003,1000,sharp,500,500,round,0.625,25
40, electric kettle,1003,1000,sharp,53,50,sharp,1,26
40, laptop,500,500,round,50,50,round,0.75,27
40, electric kettle,1000,1000,round,998,1000,sharp,0.25,28
40, watch,502,500,sharp,500,500,round,0.25,29
40, laptop,5000,5000,round,4998,5000,sharp,0.25,30
41, watch,10001,10000,sharp,50,50,round,0.5,1
41, watch,4999,5000,sharp,50,50,round,0.55,2
41, electric kettle,9997,10000,sharp,501,500,sharp,0.65,3
41, watch,998,1000,sharp,50,50,round,0.425,4
41, electric kettle,53,50,sharp,50,50,round,0.075,5
41, electric kettle,10002,10000,sharp,1000,1000,round,0.725,6
41, watch,10002,10000,sharp,10002,10000,sharp,0.375,7
41, laptop,5000,5000,round,500,500,round,0.8,8
41, laptop,998,1000,sharp,498,500,sharp,0.55,9
41, laptop,50,50,round,51,50,sharp,0.075,10
41, watch,5000,5000,round,500,500,round,0.675,11
41, laptop,1002,1000,sharp,500,500,round,0.55,12
41, laptop,500,500,round,503,500,sharp,0.15,13
41, electric kettle,1002,1000,sharp,500,500,round,0.525,14
41, laptop,5000,5000,round,5002,5000,sharp,0.05,15
41, electric kettle,53,50,sharp,53,50,sharp,0,16
41, watch,10000,10000,round,5000,5000,round,0.55,17
41, electric kettle,9997,10000,sharp,5003,5000,sharp,0.575,18
41, laptop,4998,5000,sharp,50,50,round,0.875,19
41, electric kettle,501,500,sharp,50,50,round,0.75,20
41, electric kettle,50,50,round,53,50,sharp,0.05,21
41, laptop,10000,10000,round,5000,5000,round,0.6,22
41, electric kettle,5000,5000,round,50,50,round,0.925,23
41, electric kettle,10002,10000,sharp,10000,10000,round,0.025,24
41, laptop,998,1000,sharp,50,50,round,0.6,25
41, laptop,500,500,round,47,50,sharp,0.6,26
41, electric kettle,500,500,round,501,500,sharp,0.025,27
41, electric kettle,1000,1000,round,1002,1000,sharp,0.05,28
41, electric kettle,5000,5000,round,5000,5000,round,0.05,29
41, watch,5003,5000,sharp,999,1000,sharp,0.875,30
42, watch,10000,10000,round,4998,5000,sharp,1,1
42, watch,10000,10000,round,50,50,round,0.25,2
42, electric kettle,4999,5000,sharp,500,500,round,0.75,3
42, electric kettle,10003,10000,sharp,50,50,round,0.75,4
42, watch,10000,10000,round,500,500,round,1,5
42, electric kettle,9999,10000,sharp,52,50,sharp,0.25,6
42, watch,500,500,round,500,500,round,0.75,7
42, laptop,10000,10000,round,997,1000,sharp,0.875,8
42, laptop,1003,1000,sharp,1000,1000,round,0.5,9
42, watch,5000,5000,round,999,1000,sharp,0.65,10
42, electric kettle,5003,5000,sharp,51,50,sharp,0.25,11
42, watch,5002,5000,sharp,5000,5000,round,0.25,12
42, watch,5000,5000,round,500,500,round,0.775,13
42, electric kettle,1000,1000,round,50,50,round,0.75,14
42, laptop,5000,5000,round,52,50,sharp,0,15
42, electric kettle,1000,1000,round,1000,1000,round,0.65,16
42, electric kettle,10000,10000,round,500,500,round,1,17
42, laptop,5000,5000,round,5000,5000,round,0.625,18
42, laptop,1000,1000,round,1000,1000,round,0.55,19
42, electric kettle,50,50,round,48,50,sharp,0,20
42, watch,10002,10000,sharp,1000,1000,round,0.65,21
42, laptop,1002,1000,sharp,500,500,round,0.5,22
42, electric kettle,9998,10000,sharp,5000,5000,round,0.5,23
42, electric kettle,5000,5000,round,1003,1000,sharp,0.575,24
42, electric kettle,497,500,sharp,500,500,round,0.75,25
42, watch,1000,1000,round,1003,1000,sharp,0.75,26
42, watch,5000,5000,round,497,500,sharp,0.575,27
42, electric kettle,53,50,sharp,50,50,round,0.125,28
42, laptop,52,50,sharp,50,50,round,0.125,29
42, watch,5000,5000,round,5000,5000,round,0.75,30
43, laptop,9998,10000,sharp,1000,1000,round,0.475,1
43, electric kettle,1001,1000,sharp,498,500,sharp,0.45,2
43, laptop,1000,1000,round,50,50,round,0.325,3
43, electric kettle,9998,10000,sharp,10000,10000,round,0.55,4
43, electric kettle,5000,5000,round,5000,5000,round,0.675,5
43, watch,1000,1000,round,50,50,round,0.425,6
43, electric kettle,50,50,round,50,50,round,0.475,7
43, watch,10000,10000,round,5003,5000,sharp,0.35,8
43, watch,10000,10000,round,50,50,round,0.2,9
43, watch,500,500,round,50,50,round,0.35,10
43, electric kettle,10000,10000,round,50,50,round,0.075,11
43, electric kettle,503,500,sharp,500,500,round,0.475,12
43, electric kettle,9997,10000,sharp,4999,5000,sharp,0.4,13
43, electric kettle,1001,1000,sharp,1000,1000,round,0.475,14
43, watch,1000,1000,round,1000,1000,round,0.525,15
43, laptop,500,500,round,500,500,round,0.525,16
43, laptop,501,500,sharp,50,50,round,0.4,17
43, laptop,10002,10000,sharp,53,50,sharp,0.15,18
43, watch,5001,5000,sharp,5000,5000,round,0.475,19
43, laptop,10000,10000,round,10000,10000,round,0.525,20
43, watch,5001,5000,sharp,50,50,round,0.25,21
43, electric kettle,5003,5000,sharp,50,50,round,0.225,22
43, laptop,10000,10000,round,51,50,sharp,0.1,23
43, watch,9997,10000,sharp,4997,5000,sharp,0.4,24
43, laptop,52,50,sharp,52,50,sharp,0.425,25
43, electric kettle,5000,5000,round,500,500,round,0.275,26
43, laptop,5000,5000,round,50,50,round,0.25,27
43, electric kettle,500,500,round,50,50,round,0.25,28
43, watch,10003,10000,sharp,5000,5000,round,0.25,29
43, laptop,4997,5000,sharp,1002,1000,sharp,0.25,30
44, watch,500,500,round,500,500,round,0.775,1
44, laptop,499,500,sharp,50,50,round,0.925,2
44, laptop,10000,10000,round,1000,1000,round,0.95,3
44, watch,10000,10000,round,5000,5000,round,0.95,4
44, electric kettle,10000,10000,round,500,500,round,0.975,5
44, laptop,4999,5000,sharp,999,1000,sharp,0.975,6
44, electric kettle,5000,5000,round,1000,1000,round,0.95,7
44, laptop,50,50,round,50,50,round,0.35,8
44, electric kettle,10001,10000,sharp,50,50,round,0.975,9
44, watch,10002,10000,sharp,10002,10000,sharp,0.75,10
44, watch,1003,1000,sharp,500,500,round,0.95,11
44, electric kettle,500,500,round,49,50,sharp,0.975,12
44, watch,1000,1000,round,498,500,sharp,0.9,13
44, watch,1000,1000,round,1000,1000,round,0.725,14
44, laptop,500,500,round,500,500,round,0.575,15
44, watch,50,50,round,50,50,round,0.35,16
44, electric kettle,1000,1000,round,500,500,round,0.75,17
44, electric kettle,10002,10000,sharp,5000,5000,round,0.975,18
44, laptop,1003,1000,sharp,1000,1000,round,0.55,19
44, watch,5000,5000,round,1003,1000,sharp,0.975,20
44, laptop,5000,5000,round,50,50,round,1,21
44, laptop,10000,10000,round,10003,10000,sharp,0.775,22
44, laptop,10000,10000,round,501,500,sharp,0.9,23
44, electric kettle,10003,10000,sharp,5001,5000,sharp,0.75,24
44, electric kettle,501,500,sharp,50,50,round,0.875,25
44, laptop,5001,5000,sharp,50,50,round,0.9,26
44, laptop,4997,5000,sharp,499,500,sharp,0.85,27
44, laptop,5000,5000,round,501,500,sharp,0.925,28
44, electric kettle,5000,5000,round,5003,5000,sharp,0.775,29
44, laptop,10002,10000,sharp,502,500,sharp,0.875,30
45, laptop,1000,1000,round,997,1000,sharp,0.75,1
45, watch,10000,10000,round,52,50,sharp,0,2
45, laptop,4999,5000,sharp,5000,5000,round,0.625,3
45, laptop,1000,1000,round,1000,1000,round,0.5,4
45, laptop,10000,10000,round,50,50,round,0.625,5
45, watch,5000,5000,round,53,50,sharp,0.3,6
45, electric kettle,10003,10000,sharp,50,50,round,0.7,7
45, watch,5002,5000,sharp,5002,5000,sharp,0.425,8
45, watch,4999,5000,sharp,500,500,round,0.6,9
45, electric kettle,5000,5000,round,50,50,round,0.675,10
45, laptop,10000,10000,round,51,50,sharp,0.7,11
45, watch,500,500,round,53,50,sharp,0,12
45, watch,10000,10000,round,501,500,sharp,0.375,13
45, electric kettle,5000,5000,round,500,500,round,0.575,14
45, electric kettle,10002,10000,sharp,500,500,round,0.575,15
45, watch,997,1000,sharp,48,50,sharp,0.675,16
45, watch,10000,10000,round,999,1000,sharp,0.675,17
45, laptop,1000,1000,round,50,50,round,0.675,18
45, watch,4999,5000,sharp,5000,5000,round,0.325,19
45, watch,5000,5000,round,503,500,sharp,0.65,20
45, watch,5000,5000,round,5000,5000,round,0.5,21
45, laptop,10000,10000,round,498,500,sharp,0.6,22
45, electric kettle,999,1000,sharp,500,500,round,0.575,23
45, electric kettle,5000,5000,round,5000,5000,round,0.45,24
45, laptop,502,500,sharp,502,500,sharp,0.45,25
45, electric kettle,10000,10000,round,498,500,sharp,0.7,26
45, electric kettle,1001,1000,sharp,48,50,sharp,0.8,27
45, watch,10000,10000,round,5000,5000,round,0.6,28
45, electric kettle,500,500,round,47,50,sharp,0.6,29
45, watch,999,1000,sharp,497,500,sharp,0.6,30
46, laptop,10001,10000,sharp,500,500,round,0.75,1
46, electric kettle,5000,5000,round,997,1000,sharp,0.75,2
46, watch,10001,10000,sharp,1003,1000,sharp,0.75,3
46, laptop,1000,1000,round,1000,1000,round,0.5,4
46, electric kettle,10001,10000,sharp,10000,10000,round,0.5,5
46, watch,499,500,sharp,47,50,sharp,0.25,6
46, laptop,5002,5000,sharp,501,500,sharp,0.75,7
46, laptop,501,500,sharp,500,500,round,0.5,8
46, electric kettle,10001,10000,sharp,10001,10000,sharp,0.5,9
46, electric kettle,503,500,sharp,503,500,sharp,0.5,10
46, electric kettle,52,50,sharp,50,50,round,0.5,11
46, electric kettle,500,500,round,50,50,round,0.25,12
46, laptop,10000,10000,round,53,50,sharp,0,13
46, watch,10000,10000,round,1002,1000,sharp,0.7,14
46, watch,1000,1000,round,500,500,round,0.4,15
46, watch,9999,10000,sharp,502,500,sharp,0.275,16
46, laptop,10003,10000,sharp,52,50,sharp,0,17
46, watch,51,50,sharp,50,50,round,0.5,18
46, laptop,49,50,sharp,50,50,round,0.5,19
46, electric kettle,10002,10000,sharp,500,500,round,0.775,20
46, electric kettle,10000,10000,round,501,500,sharp,0.75,21
46, electric kettle,498,500,sharp,49,50,sharp,0.3,22
46, laptop,5000,5000,round,4997,5000,sharp,0.5,23
46, watch,500,500,round,500,500,round,0.5,24
46, laptop,10000,10000,round,50,50,round,0.025,25
46, watch,10000,10000,round,1000,1000,round,0.75,26
46, electric kettle,500,500,round,497,500,sharp,0.5,27
46, watch,1000,1000,round,1003,1000,sharp,0.5,28
46, laptop,5000,5000,round,50,50,round,0.025,29
46, electric kettle,4999,5000,sharp,500,500,round,0.5,30
47, watch,5000,5000,round,500,500,round,0.75,1
47, electric kettle,10000,10000,round,10000,10000,round,0.5,2
47, watch,10000,10000,round,10000,10000,round,0.5,3
47, laptop,5001,5000,sharp,503,500,sharp,0.825,4
47, watch,1000,1000,round,50,50,round,1,5
47, electric kettle,1002,1000,sharp,500,500,round,0.725,6
47, electric kettle,500,500,round,502,500,sharp,0.25,7
47, laptop,10000,10000,round,500,500,round,1,8
47, electric kettle,4998,5000,sharp,500,500,round,0.6,9
47, watch,1000,1000,round,1000,1000,round,0.275,10
47, watch,10000,10000,round,501,500,sharp,0.925,11
47, watch,500,500,round,500,500,round,0.25,12
47, electric kettle,53,50,sharp,53,50,sharp,0,13
47, watch,10001,10000,sharp,5000,5000,round,0.95,14
47, electric kettle,5000,5000,round,52,50,sharp,0.875,15
47, laptop,1000,1000,round,500,500,round,0.75,16
47, watch,10001,10000,sharp,10000,10000,round,0.15,17
47, electric kettle,1000,1000,round,500,500,round,0.625,18
47, laptop,1000,1000,round,1000,1000,round,0.125,19
47, watch,1000,1000,round,499,500,sharp,0.75,20
47, laptop,5000,5000,round,501,500,sharp,0.725,21
47, laptop,10000,10000,round,1000,1000,round,0.925,22
47, laptop,5000,5000,round,1000,1000,round,0.625,23
47, watch,500,500,round,50,50,round,0.775,24
47, electric kettle,997,1000,sharp,997,1000,sharp,0,25
47, electric kettle,9997,10000,sharp,998,1000,sharp,1,26
47, laptop,10001,10000,sharp,5000,5000,round,0.75,27
47, laptop,9997,10000,sharp,1003,1000,sharp,0.825,28
47, laptop,10000,10000,round,5000,5000,round,0.95,29
47, watch,5000,5000,round,999,1000,sharp,0.725,30
48, watch,10000,10000,round,5000,5000,round,0.725,1
48, electric kettle,50,50,round,51,50,sharp,0.5,2
48, laptop,10000,10000,round,9999,10000,sharp,0.5,3
48, laptop,1000,1000,round,1000,1000,round,0.5,4
48, watch,9998,10000,sharp,500,500,round,0.875,5
48, laptop,503,500,sharp,503,500,sharp,0.5,6
48, watch,5000,5000,round,49,50,sharp,0.975,7
48, watch,5000,5000,round,5000,5000,round,0.5,8
48, laptop,10001,10000,sharp,5001,5000,sharp,0.825,9
48, watch,4999,5000,sharp,50,50,round,0.85,10
48, watch,500,500,round,500,500,round,0.5,11
48, laptop,1003,1000,sharp,50,50,round,0.75,12
48, electric kettle,5000,5000,round,1000,1000,round,0.85,13
48, watch,5000,5000,round,499,500,sharp,0.9,14
48, laptop,10000,10000,round,51,50,sharp,0.65,15
48, watch,10000,10000,round,51,50,sharp,0.65,16
48, laptop,5000,5000,round,498,500,sharp,0.875,17
48, electric kettle,1000,1000,round,49,50,sharp,0.675,18
48, electric kettle,5000,5000,round,503,500,sharp,0.75,19
48, laptop,500,500,round,500,500,round,0.5,20
48, electric kettle,10000,10000,round,499,500,sharp,0.75,21
48, electric kettle,50,50,round,50,50,round,0.225,22
48, electric kettle,5000,5000,round,4998,5000,sharp,0.25,23
48, watch,4997,5000,sharp,999,1000,sharp,0.775,24
48, watch,498,500,sharp,51,50,sharp,0.675,25
48, electric kettle,1000,1000,round,999,1000,sharp,0.25,26
48, watch,5002,5000,sharp,500,500,round,0.675,27
48, watch,10000,10000,round,500,500,round,0.975,28
48, watch,5000,5000,round,1000,1000,round,0.9,29
48, laptop,5001,5000,sharp,1000,1000,round,0.775,30
49, electric kettle,5000,5000,round,997,1000,sharp,0.95,1
49, watch,1000,1000,round,50,50,round,0.725,2
49, watch,503,500,sharp,50,50,round,0.725,3
49, electric kettle,5000,5000,round,5003,5000,sharp,0.5,4
49, laptop,500,500,round,497,500,sharp,0.525,5
49, laptop,53,50,sharp,50,50,round,0.125,6
49, electric kettle,10000,10000,round,999,1000,sharp,1,7
49, laptop,10002,10000,sharp,4997,5000,sharp,0.85,8
49, electric kettle,4999,5000,sharp,47,50,sharp,0.9,9
49, electric kettle,10003,10000,sharp,5000,5000,round,0.8,10
49, electric kettle,502,500,sharp,500,500,round,0.275,11
49, watch,10001,10000,sharp,5000,5000,round,0.7,12
49, laptop,998,1000,sharp,50,50,round,0.6,13
49, electric kettle,1000,1000,round,499,500,sharp,0.675,14
49, watch,5000,5000,round,1000,1000,round,0.675,15
49, electric kettle,52,50,sharp,50,50,round,0.25,16
49, watch,10000,10000,round,500,500,round,0.9,17
49, electric kettle,10002,10000,sharp,1000,1000,round,0.95,18
49, watch,10000,10000,round,4997,5000,sharp,0.875,19
49, laptop,497,500,sharp,497,500,sharp,0.05,20
49, laptop,500,500,round,48,50,sharp,0.65,21
49, laptop,9997,10000,sharp,998,1000,sharp,0.85,22
49, laptop,10001,10000,sharp,1000,1000,round,0.925,23
49, electric kettle,50,50,round,47,50,sharp,0.425,24
49, laptop,498,500,sharp,500,500,round,0.25,25
49, watch,1002,1000,sharp,50,50,round,0.725,26
49, laptop,10002,10000,sharp,500,500,round,0.85,27
49, electric kettle,1000,1000,round,47,50,sharp,0.75,28
49, laptop,500,500,round,50,50,round,0.725,29
49, watch,5000,5000,round,50,50,round,0.825,30
50, electric kettle,10000,10000,round,10000,10000,round,0.8,1
50, electric kettle,1002,1000,sharp,1002,1000,sharp,0.575,2
50, laptop,10000,10000,round,1002,1000,sharp,0.65,3
50, watch,53,50,sharp,50,50,round,0.375,4
50, electric kettle,10003,10000,sharp,1000,1000,round,0.775,5
50, laptop,9997,10000,sharp,53,50,sharp,0.25,6
50, laptop,501,500,sharp,500,500,round,0.5,7
50, laptop,5000,5000,round,1000,1000,round,0.625,8
50, electric kettle,997,1000,sharp,50,50,round,0.55,9
50, laptop,503,500,sharp,50,50,round,0.5,10
50, electric kettle,1000,1000,round,997,1000,sharp,0.75,11
50, watch,9997,10000,sharp,1000,1000,round,0.75,12
50, laptop,5000,5000,round,5000,5000,round,0.75,13
50, electric kettle,1000,1000,round,49,50,sharp,0.575,14
50, electric kettle,4999,5000,sharp,5000,5000,round,0.75,15
50, electric kettle,10000,10000,round,500,500,round,0.825,16
50, electric kettle,9998,10000,sharp,4998,5000,sharp,0.75,17
50, watch,10000,10000,round,500,500,round,0.725,18
50, laptop,5000,5000,round,50,50,round,0.55,19
50, laptop,10000,10000,round,10000,10000,round,0.75,20
50, watch,4998,5000,sharp,997,1000,sharp,0.65,21
50, watch,9999,10000,sharp,52,50,sharp,0.5,22
50, watch,500,500,round,51,50,sharp,0.5,23
50, laptop,500,500,round,47,50,sharp,0.45,24
50, electric kettle,500,500,round,497,500,sharp,0.55,25
50, watch,997,1000,sharp,52,50,sharp,0.45,26
50, laptop,5003,5000,sharp,1000,1000,round,0.65,27
50, watch,1000,1000,round,503,500,sharp,0.575,28
50, watch,10003,10000,sharp,50,50,round,0.5,29
50, watch,10000,10000,round,1000,1000,round,0.675,30
51, electric kettle,497,500,sharp,50,50,round,0.925,1
51, electric kettle,500,500,round,500,500,round,0.65,2
51, watch,4999,5000,sharp,50,50,round,0.325,3
51, electric kettle,10000,10000,round,502,500,sharp,0.25,4
51, watch,10002,10000,sharp,10000,10000,round,0.95,5
51, electric kettle,10002,10000,sharp,52,50,sharp,0.25,6
51, laptop,10000,10000,round,1000,1000,round,0.6,7
51, electric kettle,5000,5000,round,52,50,sharp,0.25,8
51, electric kettle,4997,5000,sharp,1000,1000,round,0.6,9
51, laptop,50,50,round,50,50,round,0.1,10
51, laptop,5000,5000,round,500,500,round,0.5,11
51, watch,53,50,sharp,50,50,round,0.3,12
51, watch,10000,10000,round,10001,10000,sharp,0.8,13
51, laptop,500,500,round,53,50,sharp,0.225,14
51, laptop,10000,10000,round,5003,5000,sharp,0.75,15
51, watch,10001,10000,sharp,47,50,sharp,0.1,16
51, electric kettle,10001,10000,sharp,1000,1000,round,0.75,17
51, electric kettle,50,50,round,50,50,round,0.5,18
51, watch,502,500,sharp,502,500,sharp,0.625,19
51, electric kettle,10000,10000,round,998,1000,sharp,0.825,20
51, electric kettle,5001,5000,sharp,50,50,round,0.25,21
51, watch,4997,5000,sharp,1002,1000,sharp,0.75,22
51, watch,10001,10000,sharp,5000,5000,round,0.85,23
51, electric kettle,500,500,round,503,500,sharp,0.75,24
51, electric kettle,5002,5000,sharp,997,1000,sharp,0.75,25
51, electric kettle,10000,10000,round,10000,10000,round,0.875,26
51, watch,10000,10000,round,51,50,sharp,0.25,27
51, electric kettle,4999,5000,sharp,500,500,round,0.4,28
51, electric kettle,10003,10000,sharp,5000,5000,round,0.75,29
51, electric kettle,10000,10000,round,1000,1000,round,0.75,30
52, laptop,999,1000,sharp,999,1000,sharp,0.9,1
52, laptop,49,50,sharp,50,50,round,0.075,2
52, electric kettle,4997,5000,sharp,1000,1000,round,0.5,3
52, watch,10000,10000,round,5000,5000,round,0.775,4
52, electric kettle,1001,1000,sharp,500,500,round,0.775,5
52, laptop,1000,1000,round,1003,1000,sharp,0.5,6
52, laptop,5000,5000,round,50,50,round,0.25,7
52, electric kettle,1000,1000,round,500,500,round,0.5,8
52, electric kettle,1000,1000,round,498,500,sharp,0.775,9
52, electric kettle,10000,10000,round,1000,1000,round,0.875,10
52, electric kettle,5000,5000,round,5000,5000,round,0.5,11
52, watch,48,50,sharp,48,50,sharp,0.4,12
52, watch,1000,1000,round,1000,1000,round,0.7,13
52, watch,10002,10000,sharp,5001,5000,sharp,0.775,14
52, watch,500,500,round,51,50,sharp,0.6,15
52, electric kettle,503,500,sharp,503,500,sharp,0.5,16
52, laptop,5000,5000,round,1000,1000,round,0.725,17
52, watch,5000,5000,round,5003,5000,sharp,0.5,18
52, electric kettle,47,50,sharp,50,50,round,0.3,19
52, electric kettle,10000,10000,round,5000,5000,round,0.75,20
52, watch,10000,10000,round,500,500,round,0.75,21
52, watch,503,500,sharp,50,50,round,0.625,22
52, electric kettle,9999,10000,sharp,10000,10000,round,0.5,23
52, watch,10003,10000,sharp,10003,10000,sharp,0.5,24
52, laptop,501,500,sharp,500,500,round,0.475,25
52, electric kettle,10000,10000,round,5001,5000,sharp,0.725,26
52, electric kettle,5000,5000,round,47,50,sharp,0.775,27
52, electric kettle,5000,5000,round,5003,5000,sharp,0.375,28
52, laptop,5000,5000,round,503,500,sharp,0.8,29
52, electric kettle,9999,10000,sharp,499,500,sharp,0.875,30
53, watch,497,500,sharp,500,500,round,0.75,1
53, watch,5000,5000,round,1000,1000,round,1,2
53, laptop,10000,10000,round,9997,10000,sharp,1,3
53, laptop,5002,5000,sharp,1000,1000,round,1,4
53, laptop,10000,10000,round,1000,1000,round,1,5
53, electric kettle,4999,5000,sharp,5000,5000,round,0.95,6
53, watch,1000,1000,round,501,500,sharp,1,7
53, electric kettle,1000,1000,round,1000,1000,round,0.975,8
53, laptop,9997,10000,sharp,5000,5000,round,1,9
53, watch,9999,10000,sharp,9999,10000,sharp,0.975,10
53, laptop,4999,5000,sharp,500,500,round,1,11
53, electric kettle,503,500,sharp,503,500,sharp,0.9,12
53, watch,9997,10000,sharp,500,500,round,1,13
53, laptop,501,500,sharp,501,500,sharp,0.925,14
53, electric kettle,5002,5000,sharp,53,50,sharp,1,15
53, electric kettle,997,1000,sharp,497,500,sharp,0.975,16
53, electric kettle,1002,1000,sharp,1002,1000,sharp,0.9,17
53, watch,501,500,sharp,48,50,sharp,1,18
53, laptop,5003,5000,sharp,49,50,sharp,1,19
53, watch,1002,1000,sharp,499,500,sharp,1,20
53, laptop,9997,10000,sharp,1000,1000,round,1,21
