participant,domain,utterance,utteranceType,utteranceExact,utteranceRounded,state,stateType,stateRounded,stateProb,affectProb,order
33,watch,500,round,500,500,5000,round,5000,0.4,0.625,6
33,watch,500,round,500,500,5001,sharp,5000,0.425,0.625,6
33,watch,500,round,500,500,10000,round,10000,0,0.625,6
33,watch,500,round,500,500,10001,sharp,10000,0,0.625,6
33,laptop,1001,sharp,998,1000,50,round,50,0,0.625,7
33,laptop,1001,sharp,998,1000,51,sharp,50,0,0.625,7
33,laptop,1001,sharp,998,1000,500,round,500,0.375,0.625,7
33,laptop,1001,sharp,998,1000,501,sharp,500,0.375,0.625,7
33,laptop,1001,sharp,998,1000,1000,round,1000,0.625,0.625,7
33,laptop,1001,sharp,998,1000,1001,sharp,1000,0.65,0.625,7
33,laptop,1001,sharp,998,1000,5000,round,5000,0,0.625,7
33,laptop,1001,sharp,998,1000,5001,sharp,5000,0,0.625,7
33,laptop,1001,sharp,998,1000,10000,round,10000,0,0.625,7
33,laptop,1001,sharp,998,1000,10001,sharp,10000,0,0.625,7
33,watch,10000,round,10000,10000,50,round,50,0.025,0.75,8
33,watch,10000,round,10000,10000,51,sharp,50,0,0.75,8
33,watch,10000,round,10000,10000,500,round,500,0.375,0.75,8
33,watch,10000,round,10000,10000,501,sharp,500,0.375,0.75,8
33,watch,10000,round,10000,10000,1000,round,1000,0.375,0.75,8
33,watch,10000,round,10000,10000,1001,sharp,1000,0.375,0.75,8
33,watch,10000,round,10000,10000,5000,round,5000,0.5,0.75,8
33,watch,10000,round,10000,10000,5001,sharp,5000,0.375,0.75,8
33,watch,10000,round,10000,10000,10000,round,10000,0.65,0.75,8
33,watch,10000,round,10000,10000,10001,sharp,10000,0.55,0.75,8
33,electric kettle,501,sharp,503,500,50,round,50,0.75,0.75,9
33,electric kettle,501,sharp,503,500,51,sharp,50,0.7,0.75,9
33,electric kettle,501,sharp,503,500,500,round,500,0.075,0.75,9
33,electric kettle,501,sharp,503,500,501,sharp,500,0.025,0.75,9
33,electric kettle,501,sharp,503,500,1000,round,1000,0,0.75,9
33,electric kettle,501,sharp,503,500,1001,sharp,1000,0,0.75,9
33,electric kettle,501,sharp,503,500,5000,round,5000,0,0.75,9
33,electric kettle,501,sharp,503,500,5001,sharp,5000,0,0.75,9
33,electric kettle,501,sharp,503,500,10000,round,10000,0,0.75,9
33,electric kettle,501,sharp,503,500,10001,sharp,10000,0,0.75,9
33,laptop,51,sharp,48,50,50,round,50,0,0,10
33,laptop,51,sharp,48,50,51,sharp,50,0,0,10
33,laptop,51,sharp,48,50,500,round,500,0.7,0,10
33,laptop,51,sharp,48,50,501,sharp,500,0.675,0,10
33,laptop,51,sharp,48,50,1000,round,1000,0.425,0,10
33,laptop,51,sharp,48,50,1001,sharp,1000,0.4,0,10
33,laptop,51,sharp,48,50,5000,round,5000,0,0,10
33,laptop,51,sharp,48,50,5001,sharp,5000,0,0,10
33,laptop,51,sharp,48,50,10000,round,10000,0,0,10
33,laptop,51,sharp,48,50,10001,sharp,10000,0,0,10
33,watch,5001,sharp,4997,5000,50,round,50,0.275,1,11
33,watch,5001,sharp,4997,5000,51,sharp,50,0.25,1,11
33,watch,5001,sharp,4997,5000,500,round,500,0.225,1,11
33,watch,5001,sharp,4997,5000,501,sharp,500,0.15,1,11
33,watch,5001,sharp,4997,5000,1000,round,1000,0.225,1,11
33,watch,5001,sharp,4997,5000,1001,sharp,1000,0.225,1,11
33,watch,5001,sharp,4997,5000,5000,round,5000,0.5,1,11
33,watch,5001,sharp,4997,5000,5001,sharp,5000,0.625,1,11
33,watch,5001,sharp,4997,5000,10000,round,10000,0.2,1,11
33,watch,5001,sharp,4997,5000,10001,sharp,10000,0.175,1,11
33,laptop,1000,round,1000,1000,50,round,50,0,0.65,12
33,laptop,1000,round,1000,1000,51,sharp,50,0,0.65,12
33,laptop,1000,round,1000,1000,500,round,500,0.325,0.65,12
33,laptop,1000,round,1000,1000,501,sharp,500,0.325,0.65,12
33,laptop,1000,round,1000,1000,1000,round,1000,0.7,0.65,12
33,laptop,1000,round,1000,1000,1001,sharp,1000,0.575,0.65,12
33,laptop,1000,round,1000,1000,5000,round,5000,0,0.65,12
33,laptop,1000,round,1000,1000,5001,sharp,5000,0,0.65,12
33,laptop,1000,round,1000,1000,10000,round,10000,0,0.65,12
33,laptop,1000,round,1000,1000,10001,sharp,10000,0,0.65,12
33,electric kettle,5001,sharp,5002,5000,50,round,50,0.725,1,13
33,electric kettle,5001,sharp,5002,5000,51,sharp,50,0.725,1,13
33,electric kettle,5001,sharp,5002,5000,500,round,500,0.125,1,13
33,electric kettle,5001,sharp,5002,5000,501,sharp,500,0.125,1,13
33,electric kettle,5001,sharp,5002,5000,1000,round,1000,0,1,13
33,electric kettle,5001,sharp,5002,5000,1001,sharp,1000,0,1,13
33,electric kettle,5001,sharp,5002,5000,5000,round,5000,0,1,13
33,electric kettle,5001,sharp,5002,5000,5001,sharp,5000,0,1,13
33,electric kettle,5001,sharp,5002,5000,10000,round,10000,0,1,13
33,electric kettle,5001,sharp,5002,5000,10001,sharp,10000,0,1,13
33,laptop,10001,sharp,10002,10000,50,round,50,0,1,14
33,laptop,10001,sharp,10002,10000,51,sharp,50,0,1,14
33,laptop,10001,sharp,10002,10000,500,round,500,0.6,1,14
33,laptop,10001,sharp,10002,10000,501,sharp,500,0.6,1,14
33,laptop,10001,sharp,10002,10000,1000,round,1000,0.65,1,14
33,laptop,10001,sharp,10002,10000,1001,sharp,1000,0.65,1,14
33,laptop,10001,sharp,10002,10000,5000,round,5000,0,1,14
33,laptop,10001,sharp,10002,10000,5001,sharp,5000,0,1,14
33,laptop,10001,sharp,10002,10000,10000,round,10000,0,1,14
33,laptop,10001,sharp,10002,10000,10001,sharp,10000,0,1,14
33,electric kettle,51,sharp,49,50,50,round,50,0.575,0.5,15
33,electric kettle,51,sharp,49,50,51,sharp,50,0.725,0.5,15
33,electric kettle,51,sharp,49,50,500,round,500,0.25,0.5,15
33,electric kettle,51,sharp,49,50,501,sharp,500,0.25,0.5,15
33,electric kettle,51,sharp,49,50,1000,round,1000,0,0.5,15
33,electric kettle,51,sharp,49,50,1001,sharp,1000,0,0.5,15
33,electric kettle,51,sharp,49,50,5000,round,5000,0,0.5,15
33,electric kettle,51,sharp,49,50,5001,sharp,5000,0,0.5,15
33,electric kettle,51,sharp,49,50,10000,round,10000,0,0.5,15
33,electric kettle,51,sharp,49,50,10001,sharp,10000,0,0.5,15
34,electric kettle,500,round,500,500,50,round,50,0.975,0.975,1
34,electric kettle,500,round,500,500,51,sharp,50,0.975,0.975,1
34,electric kettle,500,round,500,500,500,round,500,0.975,0.975,1
34,electric kettle,500,round,500,500,501,sharp,500,0.725,0.975,1
34,electric kettle,500,round,500,500,1000,round,1000,0,0.975,1
34,electric kettle,500,round,500,500,1001,sharp,1000,0.025,0.975,1
34,electric kettle,500,round,500,500,5000,round,5000,0,0.975,1
34,electric kettle,500,round,500,500,5001,sharp,5000,0.025,0.975,1
34,electric kettle,500,round,500,500,10000,round,10000,0.025,0.975,1
34,electric kettle,500,round,500,500,10001,sharp,10000,0.025,0.975,1
34,laptop,10001,sharp,9999,10000,50,round,50,0.25,1,2
34,laptop,10001,sharp,9999,10000,51,sharp,50,0.275,1,2
34,laptop,10001,sharp,9999,10000,500,round,500,0.775,1,2
34,laptop,10001,sharp,9999,10000,501,sharp,500,0.775,1,2
34,laptop,10001,sharp,9999,10000,1000,round,1000,1,1,2
34,laptop,10001,sharp,9999,10000,1001,sharp,1000,0.975,1,2
34,laptop,10001,sharp,9999,10000,5000,round,5000,0.25,1,2
34,laptop,10001,sharp,9999,10000,5001,sharp,5000,0.25,1,2
34,laptop,10001,sharp,9999,10000,10000,round,10000,0,1,2
34,laptop,10001,sharp,9999,10000,10001,sharp,10000,0.025,1,2
34,watch,51,sharp,49,50,50,round,50,0.75,0.75,3
34,watch,51,sharp,49,50,51,sharp,50,0.75,0.75,3
34,watch,51,sharp,49,50,500,round,500,0.25,0.75,3
34,watch,51,sharp,49,50,501,sharp,500,0.25,0.75,3
34,watch,51,sharp,49,50,1000,round,1000,0.025,0.75,3
34,watch,51,sharp,49,50,1001,sharp,1000,0.025,0.75,3
34,watch,51,sharp,49,50,5000,round,5000,0.025,0.75,3
34,watch,51,sharp,49,50,5001,sharp,5000,0.025,0.75,3
34,watch,51,sharp,49,50,10000,round,10000,0.025,0.75,3
34,watch,51,sharp,49,50,10001,sharp,10000,0,0.75,3
34,laptop,1000,round,1000,1000,50,round,50,0.025,0.25,4
34,laptop,1000,round,1000,1000,51,sharp,50,0.05,0.25,4
34,laptop,1000,round,1000,1000,500,round,500,0.725,0.25,4
34,laptop,1000,round,1000,1000,501,sharp,500,0.725,0.25,4
34,laptop,1000,round,1000,1000,1000,round,1000,0.725,0.25,4
34,laptop,1000,round,1000,1000,1001,sharp,1000,0.7,0.25,4
34,laptop,1000,round,1000,1000,5000,round,5000,0.275,0.25,4
34,laptop,1000,round,1000,1000,5001,sharp,5000,0.275,0.25,4
34,laptop,1000,round,1000,1000,10000,round,10000,0.05,0.25,4
34,laptop,1000,round,1000,1000,10001,sharp,10000,0.025,0.25,4
34,electric kettle,5000,round,5000,5000,50,round,50,0.725,1,5
34,electric kettle,5000,round,5000,5000,51,sharp,50,0.725,1,5
34,electric kettle,5000,round,5000,5000,500,round,500,0.725,1,5
34,electric kettle,5000,round,5000,5000,501,sharp,500,0.75,1,5
34,electric kettle,5000,round,5000,5000,1000,round,1000,0.275,1,5
34,electric kettle,5000,round,5000,5000,1001,sharp,1000,0.275,1,5
34,electric kettle,5000,round,5000,5000,5000,round,5000,0,1,5
34,electric kettle,5000,round,5000,5000,5001,sharp,5000,0.025,1,5
34,electric kettle,5000,round,5000,5000,10000,round,10000,0.025,1,5
34,electric kettle,5000,round,5000,5000,10001,sharp,10000,0.025,1,5
34,electric kettle,50,round,50,50,50,round,50,0.75,0.75,6
34,electric kettle,50,round,50,50,51,sharp,50,0.75,0.75,6
34,electric kettle,50,round,50,50,500,round,500,0.725,0.75,6
34,electric kettle,50,round,50,50,501,sharp,500,0.75,0.75,6
34,electric kettle,50,round,50,50,1000,round,1000,0.2,0.75,6
34,electric kettle,50,round,50,50,1001,sharp,1000,0.275,0.75,6
34,electric kettle,50,round,50,50,5000,round,5000,0.025,0.75,6
34,electric kettle,50,round,50,50,5001,sharp,5000,0.025,0.75,6
34,electric kettle,50,round,50,50,10000,round,10000,0.025,0.75,6
34,electric kettle,50,round,50,50,10001,sharp,10000,0.025,0.75,6
34,watch,5000,round,5000,5000,50,round,50,0.975,1,7
34,watch,5000,round,5000,5000,51,sharp,50,0.975,1,7
34,watch,5000,round,5000,5000,500,round,500,0.35,1,7
34,watch,5000,round,5000,5000,501,sharp,500,0.3,1,7
34,watch,5000,round,5000,5000,1000,round,1000,0.275,1,7
34,watch,5000,round,5000,5000,1001,sharp,1000,0.175,1,7
34,watch,5000,round,5000,5000,5000,round,5000,0.15,1,7
34,watch,5000,round,5000,5000,5001,sharp,5000,0.05,1,7
34,watch,5000,round,5000,5000,10000,round,10000,0.025,1,7
34,watch,5000,round,5000,5000,10001,sharp,10000,0.025,1,7
34,laptop,5000,round,5000,5000,50,round,50,0.25,0.75,8
34,laptop,5000,round,5000,5000,51,sharp,50,0.25,0.75,8
34,laptop,5000,round,5000,5000,500,round,500,0.975,0.75,8
34,laptop,5000,round,5000,5000,501,sharp,500,0.975,0.75,8
34,laptop,5000,round,5000,5000,1000,round,1000,0.775,0.75,8
34,laptop,5000,round,5000,5000,1001,sharp,1000,0.75,0.75,8
34,laptop,5000,round,5000,5000,5000,round,5000,0.35,0.75,8
34,laptop,5000,round,5000,5000,5001,sharp,5000,0.325,0.75,8
34,laptop,5000,round,5000,5000,10000,round,10000,0.075,0.75,8
34,laptop,5000,round,5000,5000,10001,sharp,10000,0.075,0.75,8
34,laptop,10000,round,10000,10000,50,round,50,0.325,1,9
34,laptop,10000,round,10000,10000,51,sharp,50,0.275,1,9
34,laptop,10000,round,10000,10000,500,round,500,0.975,1,9
34,laptop,10000,round,10000,10000,501,sharp,500,0.975,1,9
34,laptop,10000,round,10000,10000,1000,round,1000,0.75,1,9
34,laptop,10000,round,10000,10000,1001,sharp,1000,0.75,1,9
34,laptop,10000,round,10000,10000,5000,round,5000,0.25,1,9
34,laptop,10000,round,10000,10000,5001,sharp,5000,0.25,1,9
34,laptop,10000,round,10000,10000,10000,round,10000,0.075,1,9
34,laptop,10000,round,10000,10000,10001,sharp,10000,0.05,1,9
34,laptop,501,sharp,501,500,50,round,50,0.3,0.25,10
34,laptop,501,sharp,501,500,51,sharp,50,0.3,0.25,10
34,laptop,501,sharp,501,500,500,round,500,0.975,0.25,10
34,laptop,501,sharp,501,500,501,sharp,500,0.975,0.25,10
34,laptop,501,sharp,501,500,1000,round,1000,0.75,0.25,10
34,laptop,501,sharp,501,500,1001,sharp,1000,0.75,0.25,10
34,laptop,501,sharp,501,500,5000,round,5000,0.275,0.25,10
34,laptop,501,sharp,501,500,5001,sharp,5000,0.275,0.25,10
34,laptop,501,sharp,501,500,10000,round,10000,0.075,0.25,10
34,laptop,501,sharp,501,500,10001,sharp,10000,0.05,0.25,10
34,electric kettle,10000,round,10000,10000,50,round,50,0.675,1,11
34,electric kettle,10000,round,10000,10000,51,sharp,50,0.7,1,11
34,electric kettle,10000,round,10000,10000,500,round,500,0.725,1,11
34,electric kettle,10000,round,10000,10000,501,sharp,500,0.75,1,11
34,electric kettle,10000,round,10000,10000,1000,round,1000,0.25,1,11
34,electric kettle,10000,round,10000,10000,1001,sharp,1000,0.275,1,11
34,electric kettle,10000,round,10000,10000,5000,round,5000,0.025,1,11
34,electric kettle,10000,round,10000,10000,5001,sharp,5000,0.025,1,11
34,electric kettle,10000,round,10000,10000,10000,round,10000,0.025,1,11
34,electric kettle,10000,round,10000,10000,10001,sharp,10000,0.025,1,11
34,electric kettle,501,sharp,501,500,50,round,50,0.425,0.75,12
34,electric kettle,501,sharp,501,500,51,sharp,50,0.375,0.75,12
34,electric kettle,501,sharp,501,500,500,round,500,0.675,0.75,12
34,electric kettle,501,sharp,501,500,501,sharp,500,0.65,0.75,12
34,electric kettle,501,sharp,501,500,1000,round,1000,0.3,0.75,12
34,electric kettle,501,sharp,501,500,1001,sharp,1000,0.25,0.75,12
34,electric kettle,501,sharp,501,500,5000,round,5000,0.15,0.75,12
34,electric kettle,501,sharp,501,500,5001,sharp,5000,0.125,0.75,12
34,electric kettle,501,sharp,501,500,10000,round,10000,0.025,0.75,12
34,electric kettle,501,sharp,501,500,10001,sharp,10000,0.025,0.75,12
34,watch,1000,round,1000,1000,50,round,50,0.975,0.975,13
34,watch,1000,round,1000,1000,51,sharp,50,0.95,0.975,13
34,watch,1000,round,1000,1000,500,round,500,0.35,0.975,13
34,watch,1000,round,1000,1000,501,sharp,500,0.325,0.975,13
34,watch,1000,round,1000,1000,1000,round,1000,0.225,0.975,13
34,watch,1000,round,1000,1000,1001,sharp,1000,0.25,0.975,13
34,watch,1000,round,1000,1000,5000,round,5000,0.1,0.975,13
34,watch,1000,round,1000,1000,5001,sharp,5000,0.075,0.975,13
34,watch,1000,round,1000,1000,10000,round,10000,0.075,0.975,13
34,watch,1000,round,1000,1000,10001,sharp,10000,0.075,0.975,13
34,watch,10000,round,10000,10000,50,round,50,0.975,1,14
34,watch,10000,round,10000,10000,51,sharp,50,0.95,1,14
34,watch,10000,round,10000,10000,500,round,500,0.35,1,14
34,watch,10000,round,10000,10000,501,sharp,500,0.35,1,14
34,watch,10000,round,10000,10000,1000,round,1000,0.275,1,14
34,watch,10000,round,10000,10000,1001,sharp,1000,0.25,1,14
34,watch,10000,round,10000,10000,5000,round,5000,0.15,1,14
34,watch,10000,round,10000,10000,5001,sharp,5000,0.125,1,14
34,watch,10000,round,10000,10000,10000,round,10000,0.075,1,14
34,watch,10000,round,10000,10000,10001,sharp,10000,0.075,1,14
34,watch,50,round,50,50,50,round,50,0.95,0.25,15
34,watch,50,round,50,50,51,sharp,50,0.95,0.25,15
34,watch,50,round,50,50,500,round,500,0.3,0.25,15
34,watch,50,round,50,50,501,sharp,500,0.275,0.25,15
34,watch,50,round,50,50,1000,round,1000,0.175,0.25,15
34,watch,50,round,50,50,1001,sharp,1000,0.175,0.25,15
34,watch,50,round,50,50,5000,round,5000,0.1,0.25,15
34,watch,50,round,50,50,5001,sharp,5000,0.1,0.25,15
34,watch,50,round,50,50,10000,round,10000,0.05,0.25,15
34,watch,50,round,50,50,10001,sharp,10000,0.025,0.25,15
35,electric kettle,1000,round,1000,1000,50,round,50,0.275,1,1
35,electric kettle,1000,round,1000,1000,51,sharp,50,0.275,1,1
35,electric kettle,1000,round,1000,1000,500,round,500,0,1,1
35,electric kettle,1000,round,1000,1000,501,sharp,500,0,1,1
35,electric kettle,1000,round,1000,1000,1000,round,1000,0,1,1
35,electric kettle,1000,round,1000,1000,1001,sharp,1000,0,1,1
35,electric kettle,1000,round,1000,1000,5000,round,5000,0,1,1
35,electric kettle,1000,round,1000,1000,5001,sharp,5000,0,1,1
35,electric kettle,1000,round,1000,1000,10000,round,10000,0,1,1
35,electric kettle,1000,round,1000,1000,10001,sharp,10000,0,1,1
35,laptop,50,round,50,50,50,round,50,0.1,0,2
35,laptop,50,round,50,50,51,sharp,50,0.1,0,2
35,laptop,50,round,50,50,500,round,500,0.775,0,2
35,laptop,50,round,50,50,501,sharp,500,0.775,0,2
35,laptop,50,round,50,50,1000,round,1000,0.5,0,2
35,laptop,50,round,50,50,1001,sharp,1000,0.5,0,2
35,laptop,50,round,50,50,5000,round,5000,0,0,2
35,laptop,50,round,50,50,5001,sharp,5000,0,0,2
35,laptop,50,round,50,50,10000,round,10000,0,0,2
35,laptop,50,round,50,50,10001,sharp,10000,0,0,2
35,electric kettle,5001,sharp,5002,5000,50,round,50,0.5,1,3
35,electric kettle,5001,sharp,5002,5000,51,sharp,50,0.5,1,3
35,electric kettle,5001,sharp,5002,5000,500,round,500,0,1,3
35,electric kettle,5001,sharp,5002,5000,501,sharp,500,0,1,3
35,electric kettle,5001,sharp,5002,5000,1000,round,1000,0,1,3
35,electric kettle,5001,sharp,5002,5000,1001,sharp,1000,0,1,3
35,electric kettle,5001,sharp,5002,5000,5000,round,5000,0,1,3
35,electric kettle,5001,sharp,5002,5000,5001,sharp,5000,0,1,3
35,electric kettle,5001,sharp,5002,5000,10000,round,10000,0,1,3
35,electric kettle,5001,sharp,5002,5000,10001,sharp,10000,0,1,3
35,watch,1001,sharp,1002,1000,50,round,50,0.725,0.5,4
35,watch,1001,sharp,1002,1000,51,sharp,50,0.725,0.5,4
35,watch,1001,sharp,1002,1000,500,round,500,0.5,0.5,4
35,watch,1001,sharp,1002,1000,501,sharp,500,0.5,0.5,4
35,watch,1001,sharp,1002,1000,1000,round,1000,0.5,0.5,4
35,watch,1001,sharp,1002,1000,1001,sharp,1000,0.5,0.5,4
35,watch,1001,sharp,1002,1000,5000,round,5000,0.25,0.5,4
35,watch,1001,sharp,1002,1000,5001,sharp,5000,0.225,0.5,4
35,watch,1001,sharp,1002,1000,10000,round,10000,0.25,0.5,4
35,watch,1001,sharp,1002,1000,10001,sharp,10000,0.225,0.5,4
35,electric kettle,5000,round,5000,5000,50,round,50,0.625,1,5
35,electric kettle,5000,round,5000,5000,51,sharp,50,0.525,1,5
35,electric kettle,5000,round,5000,5000,500,round,500,0,1,5
35,electric kettle,5000,round,5000,5000,501,sharp,500,0,1,5
35,electric kettle,5000,round,5000,5000,1000,round,1000,0,1,5
35,electric kettle,5000,round,5000,5000,1001,sharp,1000,0,1,5
35,electric kettle,5000,round,5000,5000,5000,round,5000,0,1,5
35,electric kettle,5000,round,5000,5000,5001,sharp,5000,0,1,5
35,electric kettle,5000,round,5000,5000,10000,round,10000,0,1,5
35,electric kettle,5000,round,5000,5000,10001,sharp,10000,0,1,5
35,laptop,1000,round,1000,1000,50,round,50,0.15,0.55,6
35,laptop,1000,round,1000,1000,51,sharp,50,0.05,0.55,6
35,laptop,1000,round,1000,1000,500,round,500,0.8,0.55,6
35,laptop,1000,round,1000,1000,501,sharp,500,0.8,0.55,6
35,laptop,1000,round,1000,1000,1000,round,1000,0.65,0.55,6
35,laptop,1000,round,1000,1000,1001,sharp,1000,0,0.55,6
35,laptop,1000,round,1000,1000,5000,round,5000,0,0.55,6
35,laptop,1000,round,1000,1000,5001,sharp,5000,0,0.55,6
35,laptop,1000,round,1000,1000,10000,round,10000,0,0.55,6
35,laptop,1000,round,1000,1000,10001,sharp,10000,0,0.55,6
35,laptop,10001,sharp,9997,10000,50,round,50,0.075,1,7
35,laptop,10001,sharp,9997,10000,51,sharp,50,0.075,1,7
35,laptop,10001,sharp,9997,10000,500,round,500,0.725,1,7
35,laptop,10001,sharp,9997,10000,501,sharp,500,0.725,1,7
35,laptop,10001,sharp,9997,10000,1000,round,1000,0.3,1,7
35,laptop,10001,sharp,9997,10000,1001,sharp,1000,0.3,1,7
35,laptop,10001,sharp,9997,10000,5000,round,5000,0,1,7
35,laptop,10001,sharp,9997,10000,5001,sharp,5000,0,1,7
35,laptop,10001,sharp,9997,10000,10000,round,10000,0,1,7
35,laptop,10001,sharp,9997,10000,10001,sharp,10000,0,1,7
35,laptop,500,round,500,500,50,round,50,0.075,0.5,8
35,laptop,500,round,500,500,51,sharp,50,0.025,0.5,8
35,laptop,500,round,500,500,500,round,500,0.825,0.5,8
35,laptop,500,round,500,500,501,sharp,500,0.825,0.5,8
35,laptop,500,round,500,500,1000,round,1000,0.5,0.5,8
35,laptop,500,round,500,500,1001,sharp,1000,0.5,0.5,8
35,laptop,500,round,500,500,5000,round,5000,0,0.5,8
35,laptop,500,round,500,500,5001,sharp,5000,0,0.5,8
35,laptop,500,round,500,500,10000,round,10000,0,0.5,8
35,laptop,500,round,500,500,10001,sharp,10000,0,0.5,8
35,laptop,1001,sharp,1002,1000,50,round,50,0.075,0.725,9
35,laptop,1001,sharp,1002,1000,51,sharp,50,0.075,0.725,9
35,laptop,1001,sharp,1002,1000,500,round,500,0.775,0.725,9
35,laptop,1001,sharp,1002,1000,501,sharp,500,0.775,0.725,9
35,laptop,1001,sharp,1002,1000,1000,round,1000,0.5,0.725,9
35,laptop,1001,sharp,1002,1000,1001,sharp,1000,0.5,0.725,9
35,laptop,1001,sharp,1002,1000,5000,round,5000,0,0.725,9
35,laptop,1001,sharp,1002,1000,5001,sharp,5000,0,0.725,9
35,laptop,1001,sharp,1002,1000,10000,round,10000,0,0.725,9
35,laptop,1001,sharp,1002,1000,10001,sharp,10000,0,0.725,9
35,electric kettle,500,round,500,500,50,round,50,0.5,0.9,10
35,electric kettle,500,round,500,500,51,sharp,50,0.55,0.9,10
35,electric kettle,500,round,500,500,500,round,500,0.025,0.9,10
35,electric kettle,500,round,500,500,501,sharp,500,0,0.9,10
35,electric kettle,500,round,500,500,1000,round,1000,0,0.9,10
35,electric kettle,500,round,500,500,1001,sharp,1000,0,0.9,10
35,electric kettle,500,round,500,500,5000,round,5000,0,0.9,10
35,electric kettle,500,round,500,500,5001,sharp,5000,0,0.9,10
35,electric kettle,500,round,500,500,10000,round,10000,0,0.9,10
35,electric kettle,500,round,500,500,10001,sharp,10000,0,0.9,10
35,watch,500,round,500,500,50,round,50,0.7,0.5,11
35,watch,500,round,500,500,51,sharp,50,0.675,0.5,11
35,watch,500,round,500,500,500,round,500,0.575,0.5,11
35,watch,500,round,500,500,501,sharp,500,0.575,0.5,11
35,watch,500,round,500,500,1000,round,1000,0.5,0.5,11
35,watch,500,round,500,500,1001,sharp,1000,0.5,0.5,11
35,watch,500,round,500,500,5000,round,5000,0.175,0.5,11
35,watch,500,round,500,500,5001,sharp,5000,0.15,0.5,11
35,watch,500,round,500,500,10000,round,10000,0,0.5,11
35,watch,500,round,500,500,10001,sharp,10000,0,0.5,11
35,electric kettle,50,round,50,50,50,round,50,0.525,0.3,12
35,electric kettle,50,round,50,50,51,sharp,50,0.525,0.3,12
35,electric kettle,50,round,50,50,500,round,500,0,0.3,12
35,electric kettle,50,round,50,50,501,sharp,500,0,0.3,12
35,electric kettle,50,round,50,50,1000,round,1000,0,0.3,12
35,electric kettle,50,round,50,50,1001,sharp,1000,0,0.3,12
35,electric kettle,50,round,50,50,5000,round,5000,0,0.3,12
35,electric kettle,50,round,50,50,5001,sharp,5000,0,0.3,12
35,electric kettle,50,round,50,50,10000,round,10000,0,0.3,12
35,electric kettle,50,round,50,50,10001,sharp,10000,0,0.3,12
35,watch,10001,sharp,9997,10000,50,round,50,0.725,1,13
35,watch,10001,sharp,9997,10000,51,sharp,50,0.725,1,13
35,watch,10001,sharp,9997,10000,500,round,500,0.425,1,13
35,watch,10001,sharp,9997,10000,501,sharp,500,0.425,1,13
35,watch,10001,sharp,9997,10000,1000,round,1000,0.35,1,13
35,watch,10001,sharp,9997,10000,1001,sharp,1000,0.35,1,13
35,watch,10001,sharp,9997,10000,5000,round,5000,0.125,1,13
35,watch,10001,sharp,9997,10000,5001,sharp,5000,0.1,1,13
35,watch,10001,sharp,9997,10000,10000,round,10000,0,1,13
35,watch,10001,sharp,9997,10000,10001,sharp,10000,0,1,13
35,laptop,51,sharp,51,50,50,round,50,0,0,14
35,laptop,51,sharp,51,50,51,sharp,50,0,0,14
35,laptop,51,sharp,51,50,500,round,500,0.675,0,14
35,laptop,51,sharp,51,50,501,sharp,500,0.675,0,14
35,laptop,51,sharp,51,50,1000,round,1000,0.575,0,14
35,laptop,51,sharp,51,50,1001,sharp,1000,0.575,0,14
35,laptop,51,sharp,51,50,5000,round,5000,0.05,0,14
35,laptop,51,sharp,51,50,5001,sharp,5000,0.05,0,14
35,laptop,51,sharp,51,50,10000,round,10000,0,0,14
35,laptop,51,sharp,51,50,10001,sharp,10000,0,0,14
35,watch,5000,round,5000,5000,50,round,50,0.725,0.975,15
35,watch,5000,round,5000,5000,51,sharp,50,0.725,0.975,15
35,watch,5000,round,5000,5000,500,round,500,0.6,0.975,15
35,watch,5000,round,5000,5000,501,sharp,500,0.5,0.975,15
35,watch,5000,round,5000,5000,1000,round,1000,0.25,0.975,15
35,watch,5000,round,5000,5000,1001,sharp,1000,0.225,0.975,15
35,watch,5000,round,5000,5000,5000,round,5000,0,0.975,15
35,watch,5000,round,5000,5000,5001,sharp,5000,0,0.975,15
35,watch,5000,round,5000,5000,10000,round,10000,0,0.975,15
35,watch,5000,round,5000,5000,10001,sharp,10000,0,0.975,15
36,electric kettle,500,round,500,500,50,round,50,0,1,1
36,electric kettle,500,round,500,500,51,sharp,50,0,1,1
36,electric kettle,500,round,500,500,500,round,500,1,1,1
36,electric kettle,500,round,500,500,501,sharp,500,1,1,1
36,electric kettle,500,round,500,500,1000,round,1000,0.05,1,1
36,electric kettle,500,round,500,500,1001,sharp,1000,0.1,1,1
36,electric kettle,500,round,500,500,5000,round,5000,0,1,1
36,electric kettle,500,round,500,500,5001,sharp,5000,0,1,1
36,electric kettle,500,round,500,500,10000,round,10000,0,1,1
36,electric kettle,500,round,500,500,10001,sharp,10000,0,1,1
36,laptop,5001,sharp,5002,5000,50,round,50,0,1,2
36,laptop,5001,sharp,5002,5000,51,sharp,50,0,1,2
36,laptop,5001,sharp,5002,5000,500,round,500,0,1,2
36,laptop,5001,sharp,5002,5000,501,sharp,500,0,1,2
36,laptop,5001,sharp,5002,5000,1000,round,1000,0,1,2
36,laptop,5001,sharp,5002,5000,1001,sharp,1000,0,1,2
36,laptop,5001,sharp,5002,5000,5000,round,5000,0.05,1,2
36,laptop,5001,sharp,5002,5000,5001,sharp,5000,1,1,2
36,laptop,5001,sharp,5002,5000,10000,round,10000,0,1,2
36,laptop,5001,sharp,5002,5000,10001,sharp,10000,0,1,2
