participant,domain,utterance,utteranceType,utteranceExact,utteranceRounded,state,stateType,stateRounded,stateProb,affectProb,order
78,watch,51,sharp,47,50,51,sharp,50,0.975,0.65,1
78,watch,51,sharp,47,50,500,round,500,0,0.65,1
78,watch,51,sharp,47,50,501,sharp,500,0.025,0.65,1
78,watch,51,sharp,47,50,1000,round,1000,0.025,0.65,1
78,watch,51,sharp,47,50,1001,sharp,1000,0.025,0.65,1
78,watch,51,sharp,47,50,5000,round,5000,0.025,0.65,1
78,watch,51,sharp,47,50,5001,sharp,5000,0,0.65,1
78,watch,51,sharp,47,50,10000,round,10000,0.025,0.65,1
78,watch,51,sharp,47,50,10001,sharp,10000,0.025,0.65,1
78,watch,5001,sharp,5001,5000,50,round,50,0.025,0.875,2
78,watch,5001,sharp,5001,5000,51,sharp,50,0.025,0.875,2
78,watch,5001,sharp,5001,5000,500,round,500,0.25,0.875,2
78,watch,5001,sharp,5001,5000,501,sharp,500,0.25,0.875,2
78,watch,5001,sharp,5001,5000,1000,round,1000,0.25,0.875,2
78,watch,5001,sharp,5001,5000,1001,sharp,1000,0.25,0.875,2
78,watch,5001,sharp,5001,5000,5000,round,5000,0.8,0.875,2
78,watch,5001,sharp,5001,5000,5001,sharp,5000,0.975,0.875,2
78,watch,5001,sharp,5001,5000,10000,round,10000,0.2,0.875,2
78,watch,5001,sharp,5001,5000,10001,sharp,10000,0.25,0.875,2
78,laptop,500,round,500,500,50,round,50,0.025,0.25,3
78,laptop,500,round,500,500,51,sharp,50,0.025,0.25,3
78,laptop,500,round,500,500,500,round,500,0.975,0.25,3
78,laptop,500,round,500,500,501,sharp,500,0.725,0.25,3
78,laptop,500,round,500,500,1000,round,1000,0.7,0.25,3
78,laptop,500,round,500,500,1001,sharp,1000,0.225,0.25,3
78,laptop,500,round,500,500,5000,round,5000,0.025,0.25,3
78,laptop,500,round,500,500,5001,sharp,5000,0.025,0.25,3
78,laptop,500,round,500,500,10000,round,10000,0,0.25,3
78,laptop,500,round,500,500,10001,sharp,10000,0.025,0.25,3
78,laptop,501,sharp,498,500,50,round,50,0.05,0.35,4
78,laptop,501,sharp,498,500,51,sharp,50,0.025,0.35,4
78,laptop,501,sharp,498,500,500,round,500,0.725,0.35,4
78,laptop,501,sharp,498,500,501,sharp,500,1,0.35,4
78,laptop,501,sharp,498,500,1000,round,1000,0.7,0.35,4
78,laptop,501,sharp,498,500,1001,sharp,1000,0.7,0.35,4
78,laptop,501,sharp,498,500,5000,round,5000,0.05,0.35,4
78,laptop,501,sharp,498,500,5001,sharp,5000,0.05,0.35,4
78,laptop,501,sharp,498,500,10000,round,10000,0.025,0.35,4
78,laptop,501,sharp,498,500,10001,sharp,10000,0.025,0.35,4
78,watch,10001,sharp,10002,10000,50,round,50,0.05,1,5
78,watch,10001,sharp,10002,10000,51,sharp,50,0.025,1,5
78,watch,10001,sharp,10002,10000,500,round,500,0.025,1,5
78,watch,10001,sharp,10002,10000,501,sharp,500,0,1,5
78,watch,10001,sharp,10002,10000,1000,round,1000,0.3,1,5
78,watch,10001,sharp,10002,10000,1001,sharp,1000,0.275,1,5
78,watch,10001,sharp,10002,10000,5000,round,5000,0.5,1,5
78,watch,10001,sharp,10002,10000,5001,sharp,5000,0.5,1,5
78,watch,10001,sharp,10002,10000,10000,round,10000,0.8,1,5
78,watch,10001,sharp,10002,10000,10001,sharp,10000,0.975,1,5
78,laptop,10000,round,10000,10000,50,round,50,0,1,6
78,laptop,10000,round,10000,10000,51,sharp,50,0,1,6
78,laptop,10000,round,10000,10000,500,round,500,0,1,6
78,laptop,10000,round,10000,10000,501,sharp,500,0.025,1,6
78,laptop,10000,round,10000,10000,1000,round,1000,0.275,1,6
78,laptop,10000,round,10000,10000,1001,sharp,1000,0.275,1,6
78,laptop,10000,round,10000,10000,5000,round,5000,0.775,1,6
78,laptop,10000,round,10000,10000,5001,sharp,5000,0.8,1,6
78,laptop,10000,round,10000,10000,10000,round,10000,1,1,6
78,laptop,10000,round,10000,10000,10001,sharp,10000,0.8,1,6
78,laptop,50,round,50,50,50,round,50,0.75,0,7
78,laptop,50,round,50,50,51,sharp,50,0.5,0,7
78,laptop,50,round,50,50,500,round,500,0.175,0,7
78,laptop,50,round,50,50,501,sharp,500,0.2,0,7
78,laptop,50,round,50,50,1000,round,1000,0.025,0,7
78,laptop,50,round,50,50,1001,sharp,1000,0,0,7
78,laptop,50,round,50,50,5000,round,5000,0,0,7
78,laptop,50,round,50,50,5001,sharp,5000,0.025,0,7
78,laptop,50,round,50,50,10000,round,10000,0.025,0,7
78,laptop,50,round,50,50,10001,sharp,10000,0.025,0,7
78,electric kettle,501,sharp,501,500,50,round,50,0.225,0.975,8
78,electric kettle,501,sharp,501,500,51,sharp,50,0.2,0.975,8
78,electric kettle,501,sharp,501,500,500,round,500,0.775,0.975,8
78,electric kettle,501,sharp,501,500,501,sharp,500,0.975,0.975,8
78,electric kettle,501,sharp,501,500,1000,round,1000,0.025,0.975,8
78,electric kettle,501,sharp,501,500,1001,sharp,1000,0.025,0.975,8
78,electric kettle,501,sharp,501,500,5000,round,5000,0,0.975,8
78,electric kettle,501,sharp,501,500,5001,sharp,5000,0.025,0.975,8
78,electric kettle,501,sharp,501,500,10000,round,10000,0.025,0.975,8
78,electric kettle,501,sharp,501,500,10001,sharp,10000,0.025,0.975,8
78,watch,500,round,500,500,50,round,50,0.25,0.75,9
78,watch,500,round,500,500,51,sharp,50,0.25,0.75,9
78,watch,500,round,500,500,500,round,500,0.975,0.75,9
78,watch,500,round,500,500,501,sharp,500,0.75,0.75,9
78,watch,500,round,500,500,1000,round,1000,0.5,0.75,9
78,watch,500,round,500,500,1001,sharp,1000,0.5,0.75,9
78,watch,500,round,500,500,5000,round,5000,0.325,0.75,9
78,watch,500,round,500,500,5001,sharp,5000,0.325,0.75,9
78,watch,500,round,500,500,10000,round,10000,0.025,0.75,9
78,watch,500,round,500,500,10001,sharp,10000,0.025,0.75,9
78,electric kettle,50,round,50,50,50,round,50,0.975,0.25,10
78,electric kettle,50,round,50,50,51,sharp,50,0.775,0.25,10
78,electric kettle,50,round,50,50,500,round,500,0.275,0.25,10
78,electric kettle,50,round,50,50,501,sharp,500,0.3,0.25,10
78,electric kettle,50,round,50,50,1000,round,1000,0.025,0.25,10
78,electric kettle,50,round,50,50,1001,sharp,1000,0.025,0.25,10
78,electric kettle,50,round,50,50,5000,round,5000,0,0.25,10
78,electric kettle,50,round,50,50,5001,sharp,5000,0.025,0.25,10
78,electric kettle,50,round,50,50,10000,round,10000,0.025,0.25,10
78,electric kettle,50,round,50,50,10001,sharp,10000,0.025,0.25,10
78,laptop,5001,sharp,4998,5000,50,round,50,0.025,1,11
78,laptop,5001,sharp,4998,5000,51,sharp,50,0.025,1,11
78,laptop,5001,sharp,4998,5000,500,round,500,0.3,1,11
78,laptop,5001,sharp,4998,5000,501,sharp,500,0.25,1,11
78,laptop,5001,sharp,4998,5000,1000,round,1000,0.5,1,11
78,laptop,5001,sharp,4998,5000,1001,sharp,1000,0.5,1,11
78,laptop,5001,sharp,4998,5000,5000,round,5000,0.8,1,11
78,laptop,5001,sharp,4998,5000,5001,sharp,5000,0.975,1,11
78,laptop,5001,sharp,4998,5000,10000,round,10000,0.25,1,11
78,laptop,5001,sharp,4998,5000,10001,sharp,10000,0.225,1,11
78,laptop,1000,round,1000,1000,50,round,50,0.05,0.5,12
78,laptop,1000,round,1000,1000,51,sharp,50,0.025,0.5,12
78,laptop,1000,round,1000,1000,500,round,500,0.5,0.5,12
78,laptop,1000,round,1000,1000,501,sharp,500,0.5,0.5,12
78,laptop,1000,round,1000,1000,1000,round,1000,0.975,0.5,12
78,laptop,1000,round,1000,1000,1001,sharp,1000,0.775,0.5,12
78,laptop,1000,round,1000,1000,5000,round,5000,0.5,0.5,12
78,laptop,1000,round,1000,1000,5001,sharp,5000,0.5,0.5,12
78,laptop,1000,round,1000,1000,10000,round,10000,0.025,0.5,12
78,laptop,1000,round,1000,1000,10001,sharp,10000,0.025,0.5,12
78,watch,501,sharp,503,500,50,round,50,0.3,0.75,13
78,watch,501,sharp,503,500,51,sharp,50,0.275,0.75,13
78,watch,501,sharp,503,500,500,round,500,0.775,0.75,13
78,watch,501,sharp,503,500,501,sharp,500,0.975,0.75,13
78,watch,501,sharp,503,500,1000,round,1000,0.775,0.75,13
78,watch,501,sharp,503,500,1001,sharp,1000,0.75,0.75,13
78,watch,501,sharp,503,500,5000,round,5000,0.275,0.75,13
78,watch,501,sharp,503,500,5001,sharp,5000,0.325,0.75,13
78,watch,501,sharp,503,500,10000,round,10000,0.025,0.75,13
78,watch,501,sharp,503,500,10001,sharp,10000,0.025,0.75,13
78,electric kettle,5001,sharp,4997,5000,50,round,50,0.3,0.975,14
78,electric kettle,5001,sharp,4997,5000,51,sharp,50,0.275,0.975,14
78,electric kettle,5001,sharp,4997,5000,500,round,500,0.05,0.975,14
78,electric kettle,5001,sharp,4997,5000,501,sharp,500,0.325,0.975,14
78,electric kettle,5001,sharp,4997,5000,1000,round,1000,0.5,0.975,14
78,electric kettle,5001,sharp,4997,5000,1001,sharp,1000,0.5,0.975,14
78,electric kettle,5001,sharp,4997,5000,5000,round,5000,0.75,0.975,14
78,electric kettle,5001,sharp,4997,5000,5001,sharp,5000,0.975,0.975,14
78,electric kettle,5001,sharp,4997,5000,10000,round,10000,0,0.975,14
78,electric kettle,5001,sharp,4997,5000,10001,sharp,10000,0,0.975,14
78,laptop,1001,sharp,1003,1000,50,round,50,0.05,0.5,15
78,laptop,1001,sharp,1003,1000,51,sharp,50,0.05,0.5,15
78,laptop,1001,sharp,1003,1000,500,round,500,0.5,0.5,15
78,laptop,1001,sharp,1003,1000,501,sharp,500,0.5,0.5,15
78,laptop,1001,sharp,1003,1000,1000,round,1000,0.75,0.5,15
78,laptop,1001,sharp,1003,1000,1001,sharp,1000,1,0.5,15
78,laptop,1001,sharp,1003,1000,5000,round,5000,0.5,0.5,15
78,laptop,1001,sharp,1003,1000,5001,sharp,5000,0.525,0.5,15
78,laptop,1001,sharp,1003,1000,10000,round,10000,0.025,0.5,15
78,laptop,1001,sharp,1003,1000,10001,sharp,10000,0.025,0.5,15
79,electric kettle,501,sharp,498,500,50,round,50,0.8,0.975,1
79,electric kettle,501,sharp,498,500,51,sharp,50,0.875,0.975,1
79,electric kettle,501,sharp,498,500,500,round,500,0.25,0.975,1
79,electric kettle,501,sharp,498,500,501,sharp,500,0.25,0.975,1
79,electric kettle,501,sharp,498,500,1000,round,1000,0.025,0.975,1
79,electric kettle,501,sharp,498,500,1001,sharp,1000,0.025,0.975,1
79,electric kettle,501,sharp,498,500,5000,round,5000,0.025,0.975,1
79,electric kettle,501,sharp,498,500,5001,sharp,5000,0,0.975,1
79,electric kettle,501,sharp,498,500,10000,round,10000,0.025,0.975,1
79,electric kettle,501,sharp,498,500,10001,sharp,10000,0.025,0.975,1
79,watch,1000,round,1000,1000,50,round,50,0.35,0.925,2
79,watch,1000,round,1000,1000,51,sharp,50,0.4,0.925,2
79,watch,1000,round,1000,1000,500,round,500,0.625,0.925,2
79,watch,1000,round,1000,1000,501,sharp,500,0.65,0.925,2
79,watch,1000,round,1000,1000,1000,round,1000,0.925,0.925,2
79,watch,1000,round,1000,1000,1001,sharp,1000,0.925,0.925,2
79,watch,1000,round,1000,1000,5000,round,5000,0.025,0.925,2
79,watch,1000,round,1000,1000,5001,sharp,5000,0.025,0.925,2
79,watch,1000,round,1000,1000,10000,round,10000,0,0.925,2
79,watch,1000,round,1000,1000,10001,sharp,10000,0,0.925,2
79,watch,501,sharp,498,500,50,round,50,0.3,1,3
79,watch,501,sharp,498,500,51,sharp,50,0.3,1,3
79,watch,501,sharp,498,500,500,round,500,0.775,1,3
79,watch,501,sharp,498,500,501,sharp,500,0.975,1,3
79,watch,501,sharp,498,500,1000,round,1000,0.025,1,3
79,watch,501,sharp,498,500,1001,sharp,1000,0.025,1,3
79,watch,501,sharp,498,500,5000,round,5000,0.025,1,3
79,watch,501,sharp,498,500,5001,sharp,5000,0.025,1,3
79,watch,501,sharp,498,500,10000,round,10000,0.025,1,3
79,watch,501,sharp,498,500,10001,sharp,10000,0.025,1,3
79,watch,5000,round,5000,5000,50,round,50,0.025,1,4
79,watch,5000,round,5000,5000,51,sharp,50,0.05,1,4
79,watch,5000,round,5000,5000,500,round,500,0.3,1,4
79,watch,5000,round,5000,5000,501,sharp,500,0.325,1,4
79,watch,5000,round,5000,5000,1000,round,1000,0.3,1,4
79,watch,5000,round,5000,5000,1001,sharp,1000,0.325,1,4
79,watch,5000,round,5000,5000,5000,round,5000,0.8,1,4
79,watch,5000,round,5000,5000,5001,sharp,5000,0.775,1,4
79,watch,5000,round,5000,5000,10000,round,10000,0.025,1,4
79,watch,5000,round,5000,5000,10001,sharp,10000,0.025,1,4
79,electric kettle,10001,sharp,9997,10000,50,round,50,0.8,0.25,5
79,electric kettle,10001,sharp,9997,10000,51,sharp,50,0.825,0.25,5
79,electric kettle,10001,sharp,9997,10000,500,round,500,0.25,0.25,5
79,electric kettle,10001,sharp,9997,10000,501,sharp,500,0.25,0.25,5
79,electric kettle,10001,sharp,9997,10000,1000,round,1000,0.025,0.25,5
79,electric kettle,10001,sharp,9997,10000,1001,sharp,1000,0,0.25,5
79,electric kettle,10001,sharp,9997,10000,5000,round,5000,0.025,0.25,5
79,electric kettle,10001,sharp,9997,10000,5001,sharp,5000,0.025,0.25,5
79,electric kettle,10001,sharp,9997,10000,10000,round,10000,0.025,0.25,5
79,electric kettle,10001,sharp,9997,10000,10001,sharp,10000,0.025,0.25,5
79,watch,5001,sharp,5002,5000,50,round,50,0.2,0.5,6
79,watch,5001,sharp,5002,5000,51,sharp,50,0.175,0.5,6
79,watch,5001,sharp,5002,5000,500,round,500,0.2,0.5,6
79,watch,5001,sharp,5002,5000,501,sharp,500,0.55,0.5,6
79,watch,5001,sharp,5002,5000,1000,round,1000,0.5,0.5,6
79,watch,5001,sharp,5002,5000,1001,sharp,1000,0.5,0.5,6
79,watch,5001,sharp,5002,5000,5000,round,5000,0.325,0.5,6
79,watch,5001,sharp,5002,5000,5001,sharp,5000,0.3,0.5,6
79,watch,5001,sharp,5002,5000,10000,round,10000,0.025,0.5,6
79,watch,5001,sharp,5002,5000,10001,sharp,10000,0.025,0.5,6
79,laptop,500,round,500,500,50,round,50,0,0.25,7
79,laptop,500,round,500,500,51,sharp,50,0.025,0.25,7
79,laptop,500,round,500,500,500,round,500,0.95,0.25,7
79,laptop,500,round,500,500,501,sharp,500,0.975,0.25,7
79,laptop,500,round,500,500,1000,round,1000,0.225,0.25,7
79,laptop,500,round,500,500,1001,sharp,1000,0.25,0.25,7
79,laptop,500,round,500,500,5000,round,5000,0.025,0.25,7
79,laptop,500,round,500,500,5001,sharp,5000,0.025,0.25,7
79,laptop,500,round,500,500,10000,round,10000,0.025,0.25,7
79,laptop,500,round,500,500,10001,sharp,10000,0.025,0.25,7
79,laptop,501,sharp,497,500,50,round,50,0,0.25,8
79,laptop,501,sharp,497,500,51,sharp,50,0.025,0.25,8
79,laptop,501,sharp,497,500,500,round,500,0.775,0.25,8
79,laptop,501,sharp,497,500,501,sharp,500,1,0.25,8
79,laptop,501,sharp,497,500,1000,round,1000,0.025,0.25,8
79,laptop,501,sharp,497,500,1001,sharp,1000,0.025,0.25,8
79,laptop,501,sharp,497,500,5000,round,5000,0.025,0.25,8
79,laptop,501,sharp,497,500,5001,sharp,5000,0.025,0.25,8
79,laptop,501,sharp,497,500,10000,round,10000,0.025,0.25,8
79,laptop,501,sharp,497,500,10001,sharp,10000,0.025,0.25,8
79,laptop,10001,sharp,10002,10000,50,round,50,0.025,0.775,9
79,laptop,10001,sharp,10002,10000,51,sharp,50,0.025,0.775,9
79,laptop,10001,sharp,10002,10000,500,round,500,0.925,0.775,9
79,laptop,10001,sharp,10002,10000,501,sharp,500,0.825,0.775,9
79,laptop,10001,sharp,10002,10000,1000,round,1000,0.025,0.775,9
79,laptop,10001,sharp,10002,10000,1001,sharp,1000,0.025,0.775,9
79,laptop,10001,sharp,10002,10000,5000,round,5000,0.025,0.775,9
79,laptop,10001,sharp,10002,10000,5001,sharp,5000,0,0.775,9
79,laptop,10001,sharp,10002,10000,10000,round,10000,0.025,0.775,9
79,laptop,10001,sharp,10002,10000,10001,sharp,10000,0,0.775,9
79,electric kettle,1000,round,1000,1000,50,round,50,0.7,0.75,10
79,electric kettle,1000,round,1000,1000,51,sharp,50,0.725,0.75,10
79,electric kettle,1000,round,1000,1000,500,round,500,0,0.75,10
79,electric kettle,1000,round,1000,1000,501,sharp,500,0,0.75,10
79,electric kettle,1000,round,1000,1000,1000,round,1000,0.025,0.75,10
79,electric kettle,1000,round,1000,1000,1001,sharp,1000,0.025,0.75,10
79,electric kettle,1000,round,1000,1000,5000,round,5000,0,0.75,10
79,electric kettle,1000,round,1000,1000,5001,sharp,5000,0.025,0.75,10
79,electric kettle,1000,round,1000,1000,10000,round,10000,0.025,0.75,10
79,electric kettle,1000,round,1000,1000,10001,sharp,10000,0.025,0.75,10
79,watch,10000,round,10000,10000,50,round,50,0.025,1,11
79,watch,10000,round,10000,10000,51,sharp,50,0.025,1,11
79,watch,10000,round,10000,10000,500,round,500,0.225,1,11
79,watch,10000,round,10000,10000,501,sharp,500,0.225,1,11
79,watch,10000,round,10000,10000,1000,round,1000,0.225,1,11
79,watch,10000,round,10000,10000,1001,sharp,1000,0.225,1,11
79,watch,10000,round,10000,10000,5000,round,5000,0.5,1,11
79,watch,10000,round,10000,10000,5001,sharp,5000,0.5,1,11
79,watch,10000,round,10000,10000,10000,round,10000,0.75,1,11
79,watch,10000,round,10000,10000,10001,sharp,10000,0.75,1,11
79,electric kettle,5000,round,5000,5000,50,round,50,0.85,0.5,12
79,electric kettle,5000,round,5000,5000,51,sharp,50,0.85,0.5,12
79,electric kettle,5000,round,5000,5000,500,round,500,0.025,0.5,12
79,electric kettle,5000,round,5000,5000,501,sharp,500,0,0.5,12
79,electric kettle,5000,round,5000,5000,1000,round,1000,0,0.5,12
79,electric kettle,5000,round,5000,5000,1001,sharp,1000,0.025,0.5,12
79,electric kettle,5000,round,5000,5000,5000,round,5000,0.025,0.5,12
79,electric kettle,5000,round,5000,5000,5001,sharp,5000,0.025,0.5,12
79,electric kettle,5000,round,5000,5000,10000,round,10000,0.025,0.5,12
79,electric kettle,5000,round,5000,5000,10001,sharp,10000,0.05,0.5,12
79,laptop,50,round,50,50,50,round,50,0.025,0.075,13
79,laptop,50,round,50,50,51,sharp,50,0.025,0.075,13
79,laptop,50,round,50,50,500,round,500,0.825,0.075,13
79,laptop,50,round,50,50,501,sharp,500,0.875,0.075,13
79,laptop,50,round,50,50,1000,round,1000,0.725,0.075,13
79,laptop,50,round,50,50,1001,sharp,1000,0.75,0.075,13
79,laptop,50,round,50,50,5000,round,5000,0.025,0.075,13
79,laptop,50,round,50,50,5001,sharp,5000,0,0.075,13
79,laptop,50,round,50,50,10000,round,10000,0,0.075,13
79,laptop,50,round,50,50,10001,sharp,10000,0,0.075,13
79,laptop,10000,round,10000,10000,50,round,50,0.025,0.675,14
79,laptop,10000,round,10000,10000,51,sharp,50,0,0.675,14
79,laptop,10000,round,10000,10000,500,round,500,0.75,0.675,14
79,laptop,10000,round,10000,10000,501,sharp,500,0.75,0.675,14
79,laptop,10000,round,10000,10000,1000,round,1000,0.5,0.675,14
79,laptop,10000,round,10000,10000,1001,sharp,1000,0.5,0.675,14
79,laptop,10000,round,10000,10000,5000,round,5000,0.025,0.675,14
79,laptop,10000,round,10000,10000,5001,sharp,5000,0,0.675,14
79,laptop,10000,round,10000,10000,10000,round,10000,0.025,0.675,14
79,laptop,10000,round,10000,10000,10001,sharp,10000,0.025,0.675,14
79,laptop,1001,sharp,998,1000,50,round,50,0.025,0.4,15
79,laptop,1001,sharp,998,1000,51,sharp,50,0.025,0.4,15
79,laptop,1001,sharp,998,1000,500,round,500,0.4,0.4,15
79,laptop,1001,sharp,998,1000,501,sharp,500,0.425,0.4,15
79,laptop,1001,sharp,998,1000,1000,round,1000,0.9,0.4,15
79,laptop,1001,sharp,998,1000,1001,sharp,1000,0.875,0.4,15
79,laptop,1001,sharp,998,1000,5000,round,5000,0.025,0.4,15
79,laptop,1001,sharp,998,1000,5001,sharp,5000,0.025,0.4,15
79,laptop,1001,sharp,998,1000,10000,round,10000,0,0.4,15
79,laptop,1001,sharp,998,1000,10001,sharp,10000,0.025,0.4,15
80,watch,10000,round,10000,10000,50,round,50,0.975,1,1
80,watch,10000,round,10000,10000,51,sharp,50,0.85,1,1
80,watch,10000,round,10000,10000,500,round,500,0.175,1,1
80,watch,10000,round,10000,10000,501,sharp,500,0.125,1,1
80,watch,10000,round,10000,10000,1000,round,1000,0.125,1,1
80,watch,10000,round,10000,10000,1001,sharp,1000,0.1,1,1
80,watch,10000,round,10000,10000,5000,round,5000,0.075,1,1
80,watch,10000,round,10000,10000,5001,sharp,5000,0.025,1,1
80,watch,10000,round,10000,10000,10000,round,10000,0.05,1,1
80,watch,10000,round,10000,10000,10001,sharp,10000,0.025,1,1
80,laptop,50,round,50,50,50,round,50,0,0,2
80,laptop,50,round,50,50,51,sharp,50,0.025,0,2
80,laptop,50,round,50,50,500,round,500,0.375,0,2
80,laptop,50,round,50,50,501,sharp,500,0.35,0,2
80,laptop,50,round,50,50,1000,round,1000,0.575,0,2
80,laptop,50,round,50,50,1001,sharp,1000,0.5,0,2
80,laptop,50,round,50,50,5000,round,5000,0.025,0,2
80,laptop,50,round,50,50,5001,sharp,5000,0.025,0,2
80,laptop,50,round,50,50,10000,round,10000,0.025,0,2
80,laptop,50,round,50,50,10001,sharp,10000,0.025,0,2
80,laptop,10000,round,10000,10000,50,round,50,0.025,1,3
80,laptop,10000,round,10000,10000,51,sharp,50,0.025,1,3
80,laptop,10000,round,10000,10000,500,round,500,0,1,3
80,laptop,10000,round,10000,10000,501,sharp,500,0.3,1,3
80,laptop,10000,round,10000,10000,1000,round,1000,0.725,1,3
80,laptop,10000,round,10000,10000,1001,sharp,1000,0.675,1,3
80,laptop,10000,round,10000,10000,5000,round,5000,0.025,1,3
80,laptop,10000,round,10000,10000,5001,sharp,5000,0,1,3
80,laptop,10000,round,10000,10000,10000,round,10000,0.025,1,3
80,laptop,10000,round,10000,10000,10001,sharp,10000,0,1,3
80,laptop,5001,sharp,4999,5000,50,round,50,0,0.925,4
80,laptop,5001,sharp,4999,5000,51,sharp,50,0,0.925,4
80,laptop,5001,sharp,4999,5000,500,round,500,0.125,0.925,4
80,laptop,5001,sharp,4999,5000,501,sharp,500,0.1,0.925,4
80,laptop,5001,sharp,4999,5000,1000,round,1000,0.6,0.925,4
80,laptop,5001,sharp,4999,5000,1001,sharp,1000,0.65,0.925,4
80,laptop,5001,sharp,4999,5000,5000,round,5000,0,0.925,4
80,laptop,5001,sharp,4999,5000,5001,sharp,5000,0.025,0.925,4
80,laptop,5001,sharp,4999,5000,10000,round,10000,0,0.925,4
80,laptop,5001,sharp,4999,5000,10001,sharp,10000,0.025,0.925,4
80,laptop,51,sharp,49,50,50,round,50,0.025,0,5
80,laptop,51,sharp,49,50,51,sharp,50,0.025,0,5
80,laptop,51,sharp,49,50,500,round,500,0.5,0,5
80,laptop,51,sharp,49,50,501,sharp,500,0.5,0,5
80,laptop,51,sharp,49,50,1000,round,1000,0.6,0,5
80,laptop,51,sharp,49,50,1001,sharp,1000,0.7,0,5
80,laptop,51,sharp,49,50,5000,round,5000,0,0,5
80,laptop,51,sharp,49,50,5001,sharp,5000,0,0,5
80,laptop,51,sharp,49,50,10000,round,10000,0.025,0,5
80,laptop,51,sharp,49,50,10001,sharp,10000,0,0,5
80,electric kettle,50,round,50,50,50,round,50,0.975,0.25,6
80,electric kettle,50,round,50,50,51,sharp,50,0.975,0.25,6
80,electric kettle,50,round,50,50,500,round,500,0.025,0.25,6
80,electric kettle,50,round,50,50,501,sharp,500,0.025,0.25,6
80,electric kettle,50,round,50,50,1000,round,1000,0.025,0.25,6
80,electric kettle,50,round,50,50,1001,sharp,1000,0.025,0.25,6
80,electric kettle,50,round,50,50,5000,round,5000,0.025,0.25,6
80,electric kettle,50,round,50,50,5001,sharp,5000,0.025,0.25,6
80,electric kettle,50,round,50,50,10000,round,10000,0.025,0.25,6
80,electric kettle,50,round,50,50,10001,sharp,10000,0.025,0.25,6
80,laptop,1001,sharp,1003,1000,50,round,50,0.025,0.375,7
80,laptop,1001,sharp,1003,1000,51,sharp,50,0.025,0.375,7
80,laptop,1001,sharp,1003,1000,500,round,500,0.475,0.375,7
80,laptop,1001,sharp,1003,1000,501,sharp,500,0.425,0.375,7
80,laptop,1001,sharp,1003,1000,1000,round,1000,0.825,0.375,7
80,laptop,1001,sharp,1003,1000,1001,sharp,1000,0.725,0.375,7
80,laptop,1001,sharp,1003,1000,5000,round,5000,0.025,0.375,7
80,laptop,1001,sharp,1003,1000,5001,sharp,5000,0.025,0.375,7
80,laptop,1001,sharp,1003,1000,10000,round,10000,0,0.375,7
80,laptop,1001,sharp,1003,1000,10001,sharp,10000,0.025,0.375,7
80,laptop,5000,round,5000,5000,50,round,50,0.025,0.975,8
80,laptop,5000,round,5000,5000,51,sharp,50,0.025,0.975,8
80,laptop,5000,round,5000,5000,500,round,500,0.025,0.975,8
80,laptop,5000,round,5000,5000,501,sharp,500,0,0.975,8
80,laptop,5000,round,5000,5000,1000,round,1000,0.7,0.975,8
80,laptop,5000,round,5000,5000,1001,sharp,1000,0.725,0.975,8
80,laptop,5000,round,5000,5000,5000,round,5000,0.35,0.975,8
80,laptop,5000,round,5000,5000,5001,sharp,5000,0.325,0.975,8
80,laptop,5000,round,5000,5000,10000,round,10000,0,0.975,8
80,laptop,5000,round,5000,5000,10001,sharp,10000,0.025,0.975,8
80,watch,10001,sharp,10001,10000,50,round,50,0.5,1,9
80,watch,10001,sharp,10001,10000,51,sharp,50,0.5,1,9
80,watch,10001,sharp,10001,10000,500,round,500,0.275,1,9
80,watch,10001,sharp,10001,10000,501,sharp,500,0.3,1,9
80,watch,10001,sharp,10001,10000,1000,round,1000,0.2,1,9
80,watch,10001,sharp,10001,10000,1001,sharp,1000,0.175,1,9
80,watch,10001,sharp,10001,10000,5000,round,5000,0.025,1,9
80,watch,10001,sharp,10001,10000,5001,sharp,5000,0.025,1,9
80,watch,10001,sharp,10001,10000,10000,round,10000,0.025,1,9
80,watch,10001,sharp,10001,10000,10001,sharp,10000,0.025,1,9
80,electric kettle,1001,sharp,1002,1000,50,round,50,0.725,0.9,10
80,electric kettle,1001,sharp,1002,1000,51,sharp,50,0.7,0.9,10
80,electric kettle,1001,sharp,1002,1000,500,round,500,0,0.9,10
80,electric kettle,1001,sharp,1002,1000,501,sharp,500,0.025,0.9,10
80,electric kettle,1001,sharp,1002,1000,1000,round,1000,0.025,0.9,10
80,electric kettle,1001,sharp,1002,1000,1001,sharp,1000,0,0.9,10
80,electric kettle,1001,sharp,1002,1000,5000,round,5000,0.025,0.9,10
80,electric kettle,1001,sharp,1002,1000,5001,sharp,5000,0.025,0.9,10
80,electric kettle,1001,sharp,1002,1000,10000,round,10000,0.025,0.9,10
80,electric kettle,1001,sharp,1002,1000,10001,sharp,10000,0.025,0.9,10
80,watch,51,sharp,49,50,50,round,50,0.975,0.25,11
80,watch,51,sharp,49,50,51,sharp,50,0.975,0.25,11
80,watch,51,sharp,49,50,500,round,500,0.125,0.25,11
80,watch,51,sharp,49,50,501,sharp,500,0.1,0.25,11
80,watch,51,sharp,49,50,1000,round,1000,0.025,0.25,11
80,watch,51,sharp,49,50,1001,sharp,1000,0.025,0.25,11
80,watch,51,sharp,49,50,5000,round,5000,0.025,0.25,11
