workerID,domain,state,stateType,stateRounded,stateProb,order
29,watch,501,sharp,500,0.173333333,2
29,watch,1000,round,1000,0.1,2
29,watch,1001,sharp,1000,0.093333333,2
29,watch,5000,round,5000,0.046666667,2
29,watch,5001,sharp,5000,0.04,2
29,watch,10000,round,10000,0,2
29,watch,10001,sharp,10000,0,2
29,electric kettle,50,round,50,0.436619718,3
29,electric kettle,51,sharp,50,0.436619718,3
29,electric kettle,500,round,500,0.056338028,3
29,electric kettle,501,sharp,500,0.070422535,3
29,electric kettle,1000,round,1000,0,3
29,electric kettle,1001,sharp,1000,0,3
29,electric kettle,5000,round,5000,0,3
29,electric kettle,5001,sharp,5000,0,3
29,electric kettle,10000,round,10000,0,3
29,electric kettle,10001,sharp,10000,0,3
30,watch,50,round,50,0.154285714,1
30,watch,51,sharp,50,0.165714286,1
30,watch,500,round,500,0.114285714,1
30,watch,501,sharp,500,0.114285714,1
30,watch,1000,round,1000,0.08,1
30,watch,1001,sharp,1000,0.08,1
30,watch,5000,round,5000,0.085714286,1
30,watch,5001,sharp,5000,0.085714286,1
30,watch,10000,round,10000,0.045714286,1
30,watch,10001,sharp,10000,0.074285714,1
30,electric kettle,50,round,50,0.23255814,2
30,electric kettle,51,sharp,50,0.23255814,2
30,electric kettle,500,round,500,0.104651163,2
30,electric kettle,501,sharp,500,0.11627907,2
30,electric kettle,1000,round,1000,0.069767442,2
30,electric kettle,1001,sharp,1000,0.058139535,2
30,electric kettle,5000,round,5000,0.058139535,2
30,electric kettle,5001,sharp,5000,0.046511628,2
30,electric kettle,10000,round,10000,0.046511628,2
30,electric kettle,10001,sharp,10000,0.034883721,2
30,laptop,50,round,50,0.025316456,3
30,laptop,51,sharp,50,0.025316456,3
30,laptop,500,round,500,0.151898734,3
30,laptop,501,sharp,500,0.139240506,3
30,laptop,1000,round,1000,0.240506329,3
30,laptop,1001,sharp,1000,0.234177215,3
30,laptop,5000,round,5000,0.063291139,3
30,laptop,5001,sharp,5000,0.063291139,3
30,laptop,10000,round,10000,0.025316456,3
30,laptop,10001,sharp,10000,0.03164557,3
