categoryID,type,featureSetNum,animal,normalizedProb,sd,se,ci
26,animal,8,rabbit,0.055169517,0.084959906,0.015018931,0.030631312
26,person,1,rabbit,0.07219431,0.061741285,0.01091442,0.022260107
26,person,2,rabbit,0.073003557,0.063038848,0.011143799,0.022727928
26,person,3,rabbit,0.184096426,0.075394879,0.013328058,0.027182753
26,person,4,rabbit,0.171241852,0.061759718,0.010917679,0.022266753
26,person,5,rabbit,0.081546367,0.091394464,0.016156411,0.032951218
26,person,6,rabbit,0.069244248,0.055318477,0.009779018,0.019944438
26,person,7,rabbit,0.174544867,0.07585149,0.013408776,0.027347379
26,person,8,rabbit,0.174128374,0.070882016,0.012530288,0.025555692
27,animal,1,shark,0.444947193,0.232450433,0.042439449,0.086798418
27,animal,2,shark,0.086620486,0.098203295,0.017929387,0.036669713
27,animal,3,shark,0.113050859,0.113969634,0.020807913,0.042556961
27,animal,4,shark,0.06511091,0.070200818,0.012816857,0.026213416
27,animal,5,shark,0.138455843,0.149464007,0.027288269,0.055810777
27,animal,6,shark,0.039213679,0.049351821,0.009010369,0.018428273
27,animal,7,shark,0.053162981,0.084402574,0.015409731,0.031516439
27,animal,8,shark,0.059438049,0.107797738,0.019681084,0.040252337
27,person,1,shark,0.149456762,0.094469696,0.017247728,0.035275564
27,person,2,shark,0.09875684,0.061164632,0.011167083,0.022839249
27,person,3,shark,0.113904758,0.05978139,0.010914539,0.022322738
27,person,4,shark,0.125834961,0.0670031,0.012233036,0.025019369
27,person,5,shark,0.113611518,0.056037699,0.010231037,0.020924821
27,person,6,shark,0.106351173,0.057155785,0.010435171,0.021342321
27,person,7,shark,0.10740125,0.058081965,0.010604267,0.021688162
27,person,8,shark,0.184682736,0.098227908,0.01793388,0.036678904
28,animal,1,sheep,0.336946856,0.176143344,0.032159228,0.065773006
28,animal,2,sheep,0.238676653,0.162910028,0.029743166,0.060831604
28,animal,3,sheep,0.115246125,0.089339889,0.016311157,0.033360063
28,animal,4,sheep,0.085813047,0.080466343,0.014691077,0.030046626
28,animal,5,sheep,0.067293439,0.076248667,0.013921038,0.02847172
28,animal,6,sheep,0.04786061,0.055006602,0.010042786,0.020539803
28,animal,7,sheep,0.060870976,0.075974908,0.013871057,0.028369497
28,animal,8,sheep,0.047292294,0.053664473,0.009797748,0.020038644
28,person,1,sheep,0.069143883,0.065558546,0.011969298,0.024479963
28,person,2,sheep,0.065183218,0.061913945,0.011303888,0.023119047
28,person,3,sheep,0.074150643,0.065085253,0.011882887,0.024303233
28,person,4,sheep,0.063682105,0.055928109,0.010211029,0.020883899
28,person,5,sheep,0.116319063,0.077501985,0.014149862,0.028939717
28,person,6,sheep,0.108944724,0.07723379,0.014100896,0.028839571
28,person,7,sheep,0.239353855,0.146109599,0.026675841,0.054558221
28,person,8,sheep,0.263222508,0.170640656,0.031154579,0.063718268
29,animal,1,tiger,0.3814289,0.217399866,0.035740318,0.072484724
29,animal,2,tiger,0.094420543,0.109315394,0.01797134,0.036447567
29,animal,3,tiger,0.169225635,0.126620942,0.020816355,0.042217524
29,animal,4,tiger,0.100012003,0.094390794,0.015517751,0.031471458
29,animal,5,tiger,0.101508527,0.144291529,0.023721381,0.048109191
29,animal,6,tiger,0.068082841,0.106551126,0.017516897,0.035525914
29,animal,7,tiger,0.049717476,0.06652061,0.010935921,0.022179076
29,animal,8,tiger,0.035604076,0.054469923,0.0089548,0.018161176
29,person,1,tiger,0.059533645,0.073033443,0.012006624,0.024350562
29,person,2,tiger,0.050935256,0.061411614,0.010096007,0.020475651
29,person,3,tiger,0.047932228,0.055847321,0.009181243,0.018620424
29,person,4,tiger,0.062172018,0.071413042,0.011740232,0.023810294
29,person,5,tiger,0.204267129,0.100549462,0.01653023,0.03352486
29,person,6,tiger,0.173709347,0.083305429,0.013695328,0.027775413
29,person,7,tiger,0.174318666,0.078838684,0.012961,0.026286126
29,person,8,tiger,0.227131711,0.104208804,0.017131822,0.034744945
30,animal,1,whale,0.300926375,0.161525701,0.029490423,0.060314688
30,animal,2,whale,0.135482738,0.096415432,0.017602969,0.036002114
30,animal,3,whale,0.184164826,0.099703461,0.018203278,0.037229884
30,animal,4,whale,0.097830233,0.086865377,0.015859376,0.032436065
30,animal,5,whale,0.11272795,0.095852099,0.017500119,0.035791762
30,animal,6,whale,0.059193966,0.065634058,0.011983085,0.02450816
30,animal,7,whale,0.071157615,0.076107861,0.013895331,0.028419142
30,animal,8,whale,0.038516296,0.053752941,0.009813899,0.020071678
30,person,1,whale,0.104849351,0.064632018,0.011800138,0.024133992
30,person,2,whale,0.109498197,0.071790651,0.01310712,0.026807069
30,person,3,whale,0.120995186,0.062506751,0.011412119,0.023340405
30,person,4,whale,0.170961935,0.072171673,0.013176684,0.026949345
30,person,5,whale,0.115870644,0.067629596,0.012347418,0.025253306
30,person,6,whale,0.121029852,0.064477038,0.011771843,0.024076122
30,person,7,whale,0.112110469,0.058620974,0.010702677,0.021889431
30,person,8,whale,0.144684366,0.062473389,0.011406028,0.023327947
31,animal,1,wolf,0.292775658,0.170937793,0.030701334,0.062700489
31,animal,2,wolf,0.170818647,0.100994152,0.018139085,0.037044954
31,animal,3,wolf,0.085292057,0.088510018,0.015896869,0.032465737
31,animal,4,wolf,0.13974905,0.098211747,0.017639351,0.03602436
31,animal,5,wolf,0.068336651,0.080509497,0.014459933,0.029531122
31,animal,6,wolf,0.063873903,0.066174001,0.011885201,0.02427282
31,animal,7,wolf,0.046685777,0.052950981,0.009510277,0.019422577
31,animal,8,wolf,0.132468258,0.124106652,0.022290213,0.045522687
31,person,1,wolf,0.197627789,0.141802677,0.025468513,0.052013642
31,person,2,wolf,0.115025067,0.088814303,0.01595152,0.032577349
31,person,3,wolf,0.068922525,0.051804429,0.00930435,0.019002018
31,person,4,wolf,0.120533272,0.078783889,0.014150004,0.028898164
31,person,5,wolf,0.096156798,0.076199882,0.013685903,0.027950342
31,person,6,wolf,0.101155505,0.059545331,0.010694657,0.021841404
31,person,7,wolf,0.073568919,0.051140178,0.009185047,0.018758369
31,person,8,wolf,0.227010125,0.190171073,0.034155733,0.069755313
32,animal,1,zebra,0.344300985,0.124574562,0.023132915,0.047385629
32,animal,2,zebra,0.163793291,0.109866683,0.020401731,0.041791051
32,animal,3,zebra,0.245426993,0.124277884,0.023077824,0.047272779
32,animal,4,zebra,0.156785102,0.110748965,0.020565566,0.042126653
32,animal,5,zebra,0.028578662,0.046499761,0.008634789,0.017687563
32,animal,6,zebra,0.013407068,0.015015841,0.002788372,0.00571172
32,animal,7,zebra,0.034745764,0.067865826,0.012602367,0.02581478
32,animal,8,zebra,0.012962136,0.01455674,0.002703119,0.005537088
32,person,1,zebra,0.047124341,0.066026256,0.012260768,0.025115045
32,person,2,zebra,0.041662585,0.059157567,0.010985284,0.022502335
32,person,3,zebra,0.049035026,0.073048753,0.013564813,0.027786259
32,person,4,zebra,0.039427377,0.056943706,0.010574181,0.021660228
32,person,5,zebra,0.18180684,0.065491381,0.012161444,0.024911589
32,person,6,zebra,0.187618893,0.083979091,0.015594526,0.031943938
32,person,7,zebra,0.224186361,0.09356031,0.017373713,0.035588439
32,person,8,zebra,0.229138577,0.082791028,0.015373908,0.031492023
