categoryID,type,featureSetNum,animal,N,normalizedProb,sd,se,ci
25,animal,3,pig,29,0.117137755,0.059519339,0.011052464,0.022639946
25,animal,4,pig,29,0.071913814,0.051137422,0.009495981,0.019451635
25,animal,5,pig,29,0.125503489,0.068457889,0.012712311,0.026039988
25,animal,6,pig,29,0.105163306,0.061750446,0.01146677,0.023488614
25,animal,7,pig,29,0.076300227,0.056187908,0.010433833,0.021372737
25,animal,8,pig,29,0.074165063,0.054408644,0.010103432,0.020695941
25,person,1,pig,29,0.157766773,0.056910465,0.010568008,0.021647583
25,person,2,pig,29,0.091974151,0.047389385,0.008799988,0.018025958
25,person,3,pig,29,0.155942519,0.052404934,0.009731352,0.019933771
25,person,4,pig,29,0.087513357,0.054616689,0.010142065,0.020775077
25,person,5,pig,29,0.115070691,0.055559338,0.01031711,0.021133642
25,person,6,pig,29,0.128185567,0.054655018,0.010149182,0.020789657
25,person,7,pig,29,0.110771823,0.062146529,0.011540321,0.023639275
25,person,8,pig,29,0.152775119,0.067593245,0.01255175,0.025711095
26,animal,1,rabbit,32,0.29252866,0.189381047,0.033478156,0.068279149
26,animal,2,rabbit,32,0.161328237,0.104765587,0.018520114,0.037772022
26,animal,3,rabbit,32,0.089261429,0.059788647,0.010569239,0.021556106
26,animal,4,rabbit,32,0.098198222,0.061223227,0.01082284,0.022073327
26,animal,5,rabbit,32,0.123240703,0.072557244,0.01282643,0.026159676
26,animal,6,rabbit,32,0.101526144,0.063700369,0.011260741,0.022966432
26,animal,7,rabbit,32,0.063063473,0.044051726,0.007787319,0.015882341
26,animal,8,rabbit,32,0.070853131,0.057657098,0.010192431,0.020787601
26,person,1,rabbit,31,0.085495862,0.052115094,0.009360147,0.019115971
26,person,2,rabbit,31,0.084347262,0.053196381,0.009554352,0.01951259
26,person,3,rabbit,31,0.163316503,0.067474528,0.012118783,0.024749857
26,person,4,rabbit,31,0.158025444,0.058692655,0.010541512,0.02152864
26,person,5,rabbit,31,0.084347975,0.054542669,0.009796152,0.020006412
26,person,6,rabbit,31,0.083026377,0.048225098,0.008661483,0.017689109
26,person,7,rabbit,31,0.165810629,0.084305354,0.015141689,0.030923453
26,person,8,rabbit,31,0.175629948,0.082568578,0.014829754,0.030286399
27,animal,1,shark,30,0.349080898,0.208643918,0.038092993,0.077908919
27,animal,2,shark,30,0.112311556,0.066038599,0.012056944,0.024659218
27,animal,3,shark,30,0.114008373,0.062210846,0.011358094,0.023229911
27,animal,4,shark,30,0.084581671,0.059069237,0.010784518,0.022056815
27,animal,5,shark,30,0.128962587,0.089146039,0.016275765,0.033287678
27,animal,6,shark,30,0.067506181,0.045666276,0.008337483,0.017052068
27,animal,7,shark,30,0.068579622,0.055358482,0.01010703,0.020671197
27,animal,8,shark,30,0.074969112,0.087220211,0.015924159,0.032568562
27,person,1,shark,30,0.144144991,0.063953847,0.011676322,0.023880759
27,person,2,shark,30,0.109563758,0.040232614,0.007345437,0.015023105
27,person,3,shark,30,0.116348177,0.032769398,0.005982846,0.012236294
27,person,4,shark,30,0.121819024,0.030058484,0.005487903,0.011224022
27,person,5,shark,30,0.117264481,0.033683558,0.006149748,0.012577647
27,person,6,shark,30,0.111898839,0.031119441,0.005681607,0.01162019
27,person,7,shark,30,0.113885064,0.036556347,0.006674245,0.013650364
27,person,8,shark,30,0.165075665,0.070273522,0.012830131,0.026240564
28,animal,1,sheep,30,0.265065294,0.150893381,0.027549236,0.056344514
28,animal,2,sheep,30,0.190651742,0.11527562,0.021046353,0.043044624
28,animal,3,sheep,30,0.118946399,0.065218993,0.011907305,0.024353172
28,animal,4,sheep,30,0.099406847,0.06418654,0.011718805,0.023967648
28,animal,5,sheep,30,0.090474421,0.055336362,0.010102991,0.020662937
28,animal,6,sheep,30,0.07324148,0.047812274,0.008729287,0.017853397
28,animal,7,sheep,30,0.087719577,0.063963037,0.011677999,0.023884191
28,animal,8,sheep,30,0.074494239,0.052904487,0.009658994,0.01975486
28,person,1,sheep,27,0.082392887,0.056837784,0.010938437,0.022484279
28,person,2,sheep,27,0.078914892,0.049173472,0.009463439,0.019452378
28,person,3,sheep,27,0.086000926,0.05005164,0.009632443,0.019799769
28,person,4,sheep,27,0.082093185,0.044650352,0.008592964,0.017663091
28,person,5,sheep,27,0.105220656,0.056528571,0.010878929,0.022361958
28,person,6,sheep,27,0.107325447,0.055767974,0.010732552,0.022061076
28,person,7,sheep,27,0.222659451,0.134538055,0.025891861,0.053221482
28,person,8,sheep,27,0.235392558,0.149615616,0.028793539,0.059185967
29,animal,1,tiger,37,0.308892782,0.190690628,0.031349346,0.063579421
29,animal,2,tiger,37,0.109232708,0.073517151,0.012086145,0.024511839
29,animal,3,tiger,37,0.158734684,0.0884493,0.014540975,0.029490465
29,animal,4,tiger,37,0.106589229,0.061262449,0.010071485,0.020425917
29,animal,5,tiger,37,0.093770797,0.071027347,0.011676824,0.023681697
29,animal,6,tiger,37,0.093260701,0.089576277,0.014726249,0.029866218
29,animal,7,tiger,37,0.072138742,0.050740066,0.008341615,0.01691758
29,animal,8,tiger,37,0.057380355,0.047958281,0.007884293,0.015990087
29,person,1,tiger,37,0.067830862,0.056855772,0.009347031,0.018956658
29,person,2,tiger,37,0.066256541,0.052137059,0.00857128,0.017383361
29,person,3,tiger,37,0.065197048,0.050460155,0.008295598,0.016824253
29,person,4,tiger,37,0.071962903,0.059865757,0.00984187,0.019960237
29,person,5,tiger,37,0.185332719,0.072644049,0.011942608,0.024220732
29,person,6,tiger,37,0.163067745,0.058569046,0.009628692,0.019527892
29,person,7,tiger,37,0.166180054,0.053118137,0.008732568,0.017710468
29,person,8,tiger,37,0.214172128,0.114286889,0.018788649,0.038105146
30,animal,1,whale,30,0.274375106,0.162567529,0.029680634,0.060703713
30,animal,2,whale,30,0.125350042,0.057250386,0.010452443,0.021377645
30,animal,3,whale,30,0.157094365,0.072085686,0.013160985,0.026917237
30,animal,4,whale,30,0.102160351,0.057578079,0.010512271,0.021500008
30,animal,5,whale,30,0.115601509,0.063991703,0.011683233,0.023894895
30,animal,6,whale,30,0.079607835,0.048466815,0.008848789,0.018097806
30,animal,7,whale,30,0.080701935,0.055831985,0.010193479,0.020848006
30,animal,8,whale,30,0.065108857,0.045236067,0.008258938,0.016891425
30,person,1,whale,30,0.110690683,0.037348246,0.006818826,0.013946064
30,person,2,whale,30,0.111204056,0.042324106,0.007727289,0.015804081
30,person,3,whale,30,0.126581695,0.052822688,0.009644059,0.019724316
30,person,4,whale,30,0.156563186,0.052291284,0.009547039,0.019525886
30,person,5,whale,30,0.130297194,0.058067969,0.010601712,0.021682936
30,person,6,whale,30,0.122001088,0.042330243,0.00772841,0.015806373
30,person,7,whale,30,0.111285698,0.047655511,0.008700666,0.01779486
30,person,8,whale,30,0.131376399,0.051603406,0.00942145,0.019269028
31,animal,1,wolf,31,0.226464499,0.114511244,0.020566827,0.042003063
31,animal,2,wolf,31,0.15196408,0.057084323,0.010252647,0.020938699
31,animal,3,wolf,31,0.094716605,0.062637016,0.01124994,0.022975443
31,animal,4,wolf,31,0.136151937,0.063767312,0.011452947,0.023390039
31,animal,5,wolf,31,0.090730064,0.053506241,0.009610005,0.019626248
31,animal,6,wolf,31,0.091101306,0.04372594,0.007853411,0.016038804
31,animal,7,wolf,31,0.082946882,0.038555652,0.0069248,0.014142327
31,animal,8,wolf,31,0.125924627,0.068762638,0.012350134,0.025222339
31,person,1,wolf,31,0.163485537,0.073481255,0.013197623,0.026953142
31,person,2,wolf,31,0.117755067,0.047286786,0.008492957,0.017344933
31,person,3,wolf,31,0.091893823,0.040954829,0.007355704,0.015022352
31,person,4,wolf,31,0.122394574,0.045834276,0.008232079,0.016812148
31,person,5,wolf,31,0.103581583,0.050131148,0.00900382,0.018388254
31,person,6,wolf,31,0.112370753,0.039482614,0.007091287,0.01448234
31,person,7,wolf,31,0.093510155,0.037197429,0.006680855,0.013644127
31,person,8,wolf,31,0.195008508,0.164496445,0.029544434,0.060337783
32,animal,1,zebra,29,0.28357342,0.089428213,0.016606402,0.034016673
32,animal,2,zebra,29,0.152431406,0.065391567,0.012142909,0.024873622
32,animal,3,zebra,29,0.212351261,0.087764569,0.016297471,0.033383857
32,animal,4,zebra,29,0.153158285,0.072827246,0.01352368,0.027702003
32,animal,5,zebra,29,0.05676967,0.044614309,0.008284669,0.016970375
32,animal,6,zebra,29,0.045341193,0.03435765,0.006380055,0.013068951
32,animal,7,zebra,29,0.053791517,0.049696951,0.009228492,0.018903709
32,animal,8,zebra,29,0.042583247,0.035472027,0.00658699,0.013492838
32,person,1,zebra,29,0.060532055,0.055137995,0.010238869,0.020973371
32,person,2,zebra,29,0.05844753,0.052543576,0.009757097,0.019986507
32,person,3,zebra,29,0.062370439,0.060579244,0.011249283,0.023043112
32,person,4,zebra,29,0.056183247,0.049475268,0.009187327,0.018819385
32,person,5,zebra,29,0.170333732,0.055748371,0.010352213,0.021205546
32,person,6,zebra,29,0.175191,0.062116203,0.011534689,0.02362774
32,person,7,zebra,29,0.207446332,0.074269217,0.013791447,0.028250499
32,person,8,zebra,29,0.209495665,0.071115118,0.013205746,0.027050744
