workerid,animal,qud,metaphor,featureNum,featureProb
22,zebra,Vague,Literal,3,0.525
22,shark,Specific,Metaphor,3,0.8
22,buffalo,Specific,Metaphor,3,0.6
22,horse,Specific,Literal,3,0.375
22,bee,Vague,Literal,3,0.375
22,monkey,Vague,Literal,3,0.6
22,frog,Specific,Metaphor,3,0.4
22,bat,Vague,Metaphor,3,0.55
22,kangaroo,Specific,Literal,3,0.3
22,dolphin,Specific,Literal,3,0.45
22,bear,Vague,Metaphor,3,0.7
22,goose,Specific,Metaphor,3,0.75
22,wolf,Vague,Metaphor,3,0.75
23,bird,Specific,Literal,3,0.5
23,duck,Specific,Metaphor,3,0.925
23,dolphin,Specific,Literal,3,0.5
23,monkey,Vague,Metaphor,3,0.7
23,goose,Vague,Literal,3,0.5
23,goat,Specific,Literal,3,0.5
23,bear,Specific,Metaphor,3,0.725
23,bat,Vague,Literal,3,0.3
23,lion,Vague,Literal,3,0.5
23,cow,Specific,Metaphor,3,0.5
23,horse,Vague,Metaphor,3,0.5
23,fish,Vague,Literal,3,0.5
23,buffalo,Specific,Metaphor,3,0.725
23,kangaroo,Vague,Literal,3,0.5
23,sheep,Specific,Literal,3,0.5
23,dog,Vague,Metaphor,3,0.725
23,zebra,Specific,Metaphor,3,0.725
23,owl,Vague,Metaphor,3,0.7
23,tiger,Vague,Literal,3,0.5
23,rabbit,Vague,Metaphor,3,0.5
23,cat,Vague,Metaphor,3,0.5
23,shark,Specific,Metaphor,3,0.725
23,pig,Vague,Metaphor,3,0.5
23,frog,Vague,Literal,3,0.5
23,ant,Specific,Literal,3,0.5
23,wolf,Specific,Literal,3,0.5
23,ox,Specific,Literal,3,0.5
23,elephant,Vague,Literal,3,0.5
23,penguin,Specific,Literal,3,0.5
23,bee,Specific,Metaphor,3,0.5
23,whale,Vague,Metaphor,3,0.5
23,fox,Specific,Metaphor,3,0.725
24,goose,Vague,Literal,3,0.6
24,frog,Specific,Literal,3,0.5
24,wolf,Specific,Literal,3,0.6
24,cow,Vague,Metaphor,3,0.6
24,ox,Specific,Literal,3,0.5
24,fox,Vague,Literal,3,0.7
24,dog,Vague,Metaphor,3,0.55
24,whale,Specific,Metaphor,3,0.525
24,lion,Vague,Metaphor,3,0.625
24,ant,Vague,Literal,3,0.5
24,cat,Specific,Literal,3,0.3
24,tiger,Specific,Literal,3,0.5
24,kangaroo,Specific,Metaphor,3,0.625
24,duck,Specific,Metaphor,3,0.5
24,elephant,Specific,Literal,3,0.65
24,fish,Specific,Metaphor,3,0.5
24,buffalo,Specific,Metaphor,3,0.575
24,shark,Vague,Metaphor,3,0.65
24,dolphin,Vague,Metaphor,3,0.6
24,monkey,Specific,Metaphor,3,0.625
24,horse,Specific,Literal,3,0.5
24,pig,Vague,Metaphor,3,0.5
24,rabbit,Vague,Literal,3,0.5
24,zebra,Specific,Metaphor,3,0.6
24,bat,Vague,Literal,3,0.5
24,goat,Vague,Literal,3,0.5
24,bear,Specific,Literal,3,0.6
24,bee,Vague,Literal,3,0.525
24,sheep,Vague,Literal,3,0.5
24,penguin,Vague,Metaphor,3,0.575
24,owl,Vague,Metaphor,3,0.7
24,bird,Specific,Metaphor,3,0.5
25,bear,Vague,Metaphor,3,0.775
25,goat,Vague,Literal,3,0.45
25,dolphin,Specific,Metaphor,3,0.875
25,sheep,Specific,Metaphor,3,0.175
25,goose,Specific,Metaphor,3,0.4
25,fox,Vague,Literal,3,0.525
25,zebra,Vague,Metaphor,3,0.725
25,ox,Vague,Literal,3,0.7
25,bee,Vague,Metaphor,3,0.725
25,kangaroo,Specific,Literal,3,0.6
25,horse,Specific,Metaphor,3,0.525
25,cat,Vague,Literal,3,0.5
25,rabbit,Specific,Literal,3,0.55
25,frog,Vague,Literal,3,0.625
25,tiger,Specific,Metaphor,3,0.575
25,lion,Vague,Metaphor,3,0.75
25,ant,Specific,Metaphor,3,0.525
25,monkey,Specific,Literal,3,0.525
25,elephant,Specific,Literal,3,0.675
25,penguin,Specific,Literal,3,0.6
25,owl,Vague,Literal,3,0.65
25,dog,Specific,Literal,3,0.725
25,buffalo,Vague,Metaphor,3,0.55
25,whale,Vague,Metaphor,3,0.5
25,wolf,Specific,Metaphor,3,0.625
25,cow,Vague,Metaphor,3,0.675
25,bird,Specific,Literal,3,0.575
25,pig,Vague,Literal,3,0.8
25,bat,Specific,Literal,3,0.625
25,duck,Specific,Metaphor,3,0.525
25,shark,Vague,Literal,3,0.6
25,fish,Vague,Metaphor,3,0.525
26,bat,Specific,Metaphor,3,0.725
26,fish,Vague,Metaphor,3,0.5
26,buffalo,Vague,Literal,3,0.275
26,sheep,Specific,Metaphor,3,0.5
26,duck,Specific,Literal,3,0.275
26,owl,Vague,Metaphor,3,0.725
26,ox,Specific,Metaphor,3,0.35
26,rabbit,Vague,Metaphor,3,0.325
26,cow,Vague,Literal,3,0.3
26,pig,Specific,Literal,3,0.575
26,tiger,Vague,Literal,3,0.5
26,lion,Vague,Metaphor,3,0.625
26,goat,Vague,Literal,3,0.2
26,shark,Vague,Metaphor,3,0.825
26,cat,Vague,Metaphor,3,0.35
26,whale,Vague,Literal,3,0.275
26,bear,Vague,Metaphor,3,0.75
26,elephant,Specific,Metaphor,3,0.575
26,bee,Specific,Literal,3,0.2
26,goose,Vague,Literal,3,0.725
26,bird,Specific,Literal,3,0.35
26,fox,Specific,Metaphor,3,0.875
26,monkey,Specific,Literal,3,0.6
26,wolf,Specific,Literal,3,0.5
26,frog,Specific,Literal,3,0.225
26,kangaroo,Specific,Metaphor,3,0.375
26,penguin,Specific,Literal,3,0.2
26,horse,Vague,Metaphor,3,0.575
26,dog,Specific,Metaphor,3,0.725
26,dolphin,Specific,Metaphor,3,0.875
26,zebra,Vague,Literal,3,0.4
26,ant,Vague,Literal,3,0.275
27,lion,Specific,Literal,3,0.5
27,ant,Vague,Metaphor,3,0.5
27,fish,Specific,Literal,3,0.275
27,goose,Specific,Metaphor,3,0.725
27,elephant,Vague,Metaphor,3,0.725
27,wolf,Specific,Literal,3,0.625
27,frog,Specific,Literal,3,0.5
27,shark,Specific,Metaphor,3,0.725
27,bat,Vague,Literal,3,0.275
27,kangaroo,Specific,Metaphor,3,0.275
27,horse,Vague,Literal,3,0.275
27,ox,Vague,Literal,3,0.275
27,bird,Vague,Metaphor,3,0.725
27,buffalo,Vague,Metaphor,3,0.575
27,pig,Specific,Metaphor,3,0.6
27,bee,Specific,Metaphor,3,0.275
27,tiger,Specific,Metaphor,3,0.5
27,rabbit,Vague,Metaphor,3,0.5
27,owl,Specific,Literal,3,0.275
27,monkey,Specific,Literal,3,0.6
27,goat,Specific,Literal,3,0.275
27,cat,Vague,Metaphor,3,0.275
27,whale,Vague,Literal,3,0.625
27,bear,Specific,Literal,3,0.725
27,cow,Vague,Metaphor,3,0.5
27,sheep,Specific,Metaphor,3,0.5
27,penguin,Vague,Metaphor,3,0.5
27,zebra,Vague,Literal,3,0.5
27,fox,Vague,Literal,3,0.625
27,dog,Vague,Literal,3,0.5
27,duck,Specific,Metaphor,3,0.275
27,dolphin,Vague,Literal,3,0.5
28,monkey,Specific,Literal,3,0.675
28,ant,Specific,Literal,3,0.5
28,ox,Vague,Metaphor,3,0.725
28,sheep,Vague,Literal,3,0.6
28,cat,Specific,Literal,3,0.5
28,owl,Specific,Metaphor,3,0.275
28,bee,Vague,Metaphor,3,0.4
28,bird,Specific,Metaphor,3,0.5
28,goose,Vague,Literal,3,0.675
28,pig,Vague,Metaphor,3,0.725
28,tiger,Vague,Metaphor,3,0.625
28,bat,Specific,Metaphor,3,0.275
28,elephant,Vague,Literal,3,0.725
28,whale,Vague,Metaphor,3,0.5
28,rabbit,Specific,Metaphor,3,0.275
28,cow,Vague,Literal,3,0.5
28,goat,Specific,Literal,3,0.5
28,wolf,Specific,Metaphor,3,0.65
28,lion,Specific,Metaphor,3,0.65
28,penguin,Specific,Literal,3,0.3
28,zebra,Specific,Metaphor,3,0.5
28,bear,Vague,Literal,3,0.6
28,horse,Specific,Literal,3,0.5
28,shark,Vague,Literal,3,0.575
28,fish,Specific,Literal,3,0.575
28,fox,Vague,Literal,3,0.725
28,frog,Specific,Metaphor,3,0.625
28,dog,Vague,Literal,3,0.725
28,kangaroo,Vague,Metaphor,3,0.4
28,buffalo,Specific,Literal,3,0.475
28,dolphin,Vague,Metaphor,3,0.65
28,duck,Vague,Metaphor,3,0.075
29,buffalo,Specific,Metaphor,3,0.4
29,duck,Specific,Literal,3,0.15
29,bird,Specific,Literal,3,0.55
29,goose,Vague,Metaphor,3,0.85
29,elephant,Specific,Metaphor,3,0.825
29,bat,Specific,Metaphor,3,0.55
29,bear,Vague,Literal,3,0.725
29,pig,Vague,Literal,3,0.625
29,cat,Vague,Metaphor,3,0.7
29,owl,Specific,Literal,3,0.125
29,frog,Specific,Literal,3,0.175
29,dolphin,Vague,Literal,3,0.375
29,penguin,Vague,Metaphor,3,0.75
29,kangaroo,Specific,Metaphor,3,0.8
29,horse,Specific,Literal,3,0.5
29,tiger,Vague,Literal,3,0.5
29,monkey,Specific,Literal,3,0.775
29,fish,Vague,Metaphor,3,0.725
29,zebra,Vague,Literal,3,0.5
29,goat,Specific,Literal,3,0.5
29,shark,Vague,Literal,3,0.8
29,sheep,Specific,Literal,3,0.5
29,bee,Vague,Metaphor,3,0.6
29,fox,Vague,Literal,3,0.6
29,wolf,Vague,Literal,3,0.625
29,ox,Specific,Metaphor,3,0.7
29,dog,Vague,Metaphor,3,0.725
29,ant,Specific,Metaphor,3,0.75
29,whale,Vague,Metaphor,3,0.7
29,cow,Specific,Metaphor,3,0.7
29,rabbit,Specific,Metaphor,3,0.55
29,lion,Vague,Metaphor,3,0.875
30,bird,Vague,Literal,3,0.425
30,dolphin,Specific,Literal,3,0.325
30,monkey,Vague,Metaphor,3,0.7
30,goose,Vague,Metaphor,3,0.65
30,shark,Vague,Literal,3,0.8
30,sheep,Vague,Metaphor,3,0.425
30,penguin,Vague,Metaphor,3,0.4
30,dog,Vague,Metaphor,3,0.4
30,owl,Vague,Literal,3,0.375
30,elephant,Specific,Literal,3,0.875
30,buffalo,Vague,Literal,3,0.575
30,cat,Specific,Metaphor,3,0.675
30,horse,Specific,Literal,3,0.525
30,cow,Vague,Metaphor,3,0.625
30,rabbit,Vague,Literal,3,0.425
30,fox,Vague,Metaphor,3,0.725
30,lion,Specific,Literal,3,0.825
30,goat,Specific,Metaphor,3,0.6
30,pig,Specific,Metaphor,3,0.9
30,frog,Specific,Literal,3,0.675
30,ox,Vague,Metaphor,3,0.625
30,wolf,Specific,Literal,3,0.75
30,ant,Specific,Metaphor,3,0.8
30,duck,Specific,Metaphor,3,0.75
30,whale,Specific,Literal,3,0.6
30,zebra,Vague,Literal,3,0.25
30,kangaroo,Vague,Literal,3,0.425
30,bee,Specific,Metaphor,3,0.375
30,bear,Specific,Literal,3,0.775
30,bat,Specific,Metaphor,3,0.775
30,tiger,Vague,Literal,3,0.275
30,fish,Specific,Metaphor,3,0.65
31,shark,Specific,Literal,3,0.6
31,tiger,Vague,Metaphor,3,0.6
31,bat,Vague,Metaphor,3,0.725
31,lion,Vague,Metaphor,3,0.7
31,fish,Vague,Metaphor,3,0.625
31,ant,Vague,Literal,3,0.5
31,whale,Specific,Metaphor,3,0.275
31,dog,Specific,Metaphor,3,0.6
31,horse,Vague,Literal,3,0.5
31,wolf,Specific,Literal,3,0.525
31,bird,Specific,Metaphor,3,0.725
31,kangaroo,Specific,Metaphor,3,0.5
31,zebra,Specific,Literal,3,0.5
31,sheep,Vague,Metaphor,3,0.725
31,bear,Specific,Literal,3,0.625
31,cow,Specific,Metaphor,3,0.675
31,duck,Specific,Metaphor,3,0.1
31,goose,Specific,Literal,3,0.675
31,monkey,Specific,Metaphor,3,0.725
31,ox,Specific,Literal,3,0.5
31,owl,Vague,Metaphor,3,0.675
31,penguin,Vague,Literal,3,0.275
31,cat,Vague,Literal,3,0.5
31,goat,Specific,Literal,3,0.45
31,rabbit,Vague,Literal,3,0.5
31,frog,Vague,Literal,3,0.525
31,bee,Vague,Metaphor,3,0.45
31,pig,Specific,Literal,3,0.625
31,buffalo,Vague,Literal,3,0.5
31,elephant,Vague,Metaphor,3,0.725
31,fox,Specific,Metaphor,3,0.65
31,dolphin,Vague,Literal,3,0.5
32,owl,Vague,Literal,3,0.325
32,horse,Specific,Literal,3,0.475
32,wolf,Specific,Metaphor,3,0.625
32,cow,Vague,Metaphor,3,0.675
32,fish,Specific,Metaphor,3,0.525
32,sheep,Vague,Literal,3,0.3
32,penguin,Specific,Literal,3,0.175
32,elephant,Vague,Metaphor,3,0.65
32,shark,Vague,Literal,3,0.6
32,monkey,Specific,Metaphor,3,0.6
32,buffalo,Vague,Metaphor,3,0.7
32,goat,Specific,Literal,3,0.375
32,pig,Specific,Literal,3,0.6
32,bird,Vague,Metaphor,3,0.275
32,bat,Vague,Metaphor,3,0.55
32,whale,Vague,Literal,3,0.4
32,frog,Specific,Metaphor,3,0.575
32,rabbit,Vague,Metaphor,3,0.55
32,ox,Specific,Literal,3,0.375
32,kangaroo,Vague,Literal,3,0.35
32,lion,Vague,Literal,3,0.45
32,bee,Vague,Literal,3,0.225
32,tiger,Specific,Literal,3,0.2
32,goose,Vague,Literal,3,0.55
32,zebra,Vague,Metaphor,3,0.275
32,duck,Specific,Metaphor,3,0.6
32,dolphin,Specific,Metaphor,3,0.6
32,fox,Specific,Metaphor,3,0.65
32,ant,Vague,Metaphor,3,0.65
32,cat,Specific,Literal,3,0.275
32,dog,Specific,Metaphor,3,0.35
32,bear,Specific,Literal,3,0.6
33,dog,Specific,Metaphor,3,0.7
33,owl,Vague,Literal,3,0.375
33,sheep,Vague,Literal,3,0.5
33,ant,Specific,Literal,3,0.5
33,duck,Specific,Literal,3,0.55
33,dolphin,Specific,Literal,3,0.5
33,monkey,Specific,Metaphor,3,0.7
33,penguin,Specific,Metaphor,3,0.65
33,goose,Specific,Metaphor,3,0.65
33,wolf,Vague,Literal,3,0.6
33,ox,Specific,Metaphor,3,0.35
33,bird,Vague,Metaphor,3,0.5
33,cow,Vague,Literal,3,0.425
33,goat,Vague,Metaphor,3,0.5
33,buffalo,Vague,Literal,3,0.3
33,tiger,Vague,Literal,3,0.5
33,elephant,Vague,Metaphor,3,0.6
33,rabbit,Specific,Metaphor,3,0.5
33,fish,Specific,Literal,3,0.5
33,whale,Specific,Metaphor,3,0.65
33,frog,Vague,Metaphor,3,0.375
33,lion,Specific,Literal,3,0.5
33,horse,Specific,Literal,3,0.3
33,bat,Specific,Literal,3,0.55
33,kangaroo,Vague,Metaphor,3,0.4
33,pig,Vague,Metaphor,3,0.7
33,bee,Specific,Metaphor,3,0.5
33,fox,Vague,Metaphor,3,0.7
33,zebra,Vague,Literal,3,0.625
33,cat,Vague,Literal,3,0.5
33,bear,Specific,Literal,3,0.5
33,shark,Vague,Metaphor,3,0.625
34,duck,Vague,Literal,3,0.675
34,zebra,Specific,Metaphor,3,0.5
34,shark,Specific,Literal,3,0.575
34,goat,Vague,Metaphor,3,0.65
34,fox,Specific,Metaphor,3,0.8
34,penguin,Specific,Literal,3,0.275
34,wolf,Specific,Metaphor,3,0.625
34,bird,Specific,Metaphor,3,0.6
34,cow,Vague,Literal,3,0.5
34,sheep,Vague,Literal,3,0.5
34,dog,Vague,Literal,3,0.625
34,goose,Vague,Metaphor,3,0.5
34,elephant,Vague,Metaphor,3,0.575
34,owl,Specific,Literal,3,0.6
34,lion,Specific,Literal,3,0.675
34,bear,Vague,Metaphor,3,0.55
34,kangaroo,Vague,Literal,3,0.55
34,pig,Vague,Metaphor,3,0.8
34,dolphin,Vague,Literal,3,0.775
34,rabbit,Vague,Metaphor,3,0.575
34,frog,Specific,Literal,3,0.525
34,buffalo,Specific,Literal,3,0.6
34,horse,Vague,Literal,3,0.625
34,bee,Specific,Metaphor,3,0.6
34,fish,Specific,Metaphor,3,0.55
34,cat,Vague,Metaphor,3,0.5
34,whale,Specific,Metaphor,3,0.525
34,ant,Specific,Metaphor,3,0.625
34,ox,Specific,Literal,3,0.5
34,bat,Vague,Metaphor,3,0.7
34,tiger,Vague,Literal,3,0.725
34,monkey,Specific,Literal,3,0.5
35,lion,Vague,Literal,3,0.05
35,elephant,Specific,Literal,3,0.925
35,whale,Specific,Metaphor,3,0.1
35,owl,Vague,Literal,3,0.625
35,kangaroo,Vague,Metaphor,3,0.575
35,ox,Specific,Metaphor,3,0.95
35,frog,Specific,Literal,3,0.025
35,fox,Specific,Metaphor,3,0.825
35,goat,Specific,Metaphor,3,0.8
35,bee,Vague,Metaphor,3,0.65
35,bird,Specific,Metaphor,3,0.825
35,ant,Specific,Metaphor,3,0.7
35,pig,Vague,Metaphor,3,0.95
35,goose,Specific,Literal,3,0.975
35,buffalo,Vague,Literal,3,0.575
35,dolphin,Vague,Metaphor,3,0.75
35,fish,Vague,Literal,3,0.7
35,sheep,Specific,Metaphor,3,0.6
35,penguin,Vague,Literal,3,0.275
35,tiger,Vague,Metaphor,3,0.8
35,cat,Specific,Literal,3,0.5
35,horse,Vague,Literal,3,0.4
35,dog,Vague,Metaphor,3,0.75
35,cow,Specific,Literal,3,0.575
35,monkey,Specific,Metaphor,3,0.85
35,duck,Specific,Literal,3,0.6
35,bear,Vague,Literal,3,0.75
35,shark,Specific,Literal,3,0.7
35,zebra,Specific,Literal,3,0.65
35,bat,Vague,Metaphor,3,0.675
35,rabbit,Vague,Metaphor,3,0.675
35,wolf,Vague,Literal,3,0.675
36,fox,Specific,Metaphor,3,0.5
36,dolphin,Specific,Metaphor,3,0.2
36,elephant,Vague,Metaphor,3,0.4
36,cow,Vague,Literal,3,0.275
36,bee,Vague,Metaphor,3,0.35
36,bat,Vague,Literal,3,0.175
36,ox,Vague,Metaphor,3,0.4
36,sheep,Vague,Literal,3,0.3
36,lion,Vague,Literal,3,0.325
36,whale,Specific,Metaphor,3,0.175
36,bear,Specific,Metaphor,3,0.525
36,bird,Vague,Metaphor,3,0.425
36,monkey,Vague,Literal,3,0.625
36,penguin,Specific,Literal,3,0.175
36,goat,Vague,Literal,3,0.5
36,cat,Specific,Literal,3,0.225
36,ant,Specific,Literal,3,0.375
36,buffalo,Specific,Literal,3,0.4
36,fish,Specific,Literal,3,0.3
36,tiger,Specific,Metaphor,3,0.5
36,dog,Specific,Metaphor,3,0.45
36,shark,Specific,Literal,3,0.575
36,zebra,Specific,Metaphor,3,0.5
36,horse,Vague,Metaphor,3,0.425
36,duck,Vague,Literal,3,0.3
36,goose,Vague,Metaphor,3,0.5
36,wolf,Specific,Metaphor,3,0.425
36,rabbit,Vague,Literal,3,0.4
36,frog,Vague,Metaphor,3,0.7
36,owl,Specific,Literal,3,0.375
36,kangaroo,Specific,Literal,3,0.375
36,pig,Vague,Metaphor,3,0.5
37,frog,Vague,Metaphor,3,0.75
37,ant,Specific,Literal,3,0.5
37,cow,Specific,Metaphor,3,0.45
37,goose,Vague,Metaphor,3,0.7
37,buffalo,Specific,Metaphor,3,0.575
37,shark,Specific,Metaphor,3,0.5
37,bee,Specific,Metaphor,3,0.5
37,lion,Vague,Literal,3,0.5
37,bat,Vague,Literal,3,0.5
37,owl,Vague,Metaphor,3,0.5
37,tiger,Specific,Metaphor,3,0.525
37,whale,Specific,Literal,3,0.5
37,fox,Specific,Literal,3,0.55
37,monkey,Specific,Literal,3,0.625
37,ox,Vague,Metaphor,3,0.5
37,rabbit,Vague,Literal,3,0.5
37,dolphin,Vague,Literal,3,0.5
37,elephant,Vague,Literal,3,0.675
37,horse,Specific,Literal,3,0.5
37,duck,Specific,Metaphor,3,0.5
37,cat,Vague,Literal,3,0.5
37,bird,Specific,Metaphor,3,0.5
37,penguin,Vague,Metaphor,3,0.55
37,sheep,Vague,Metaphor,3,0.6
37,bear,Vague,Metaphor,3,0.55
37,zebra,Vague,Metaphor,3,0.675
37,wolf,Specific,Literal,3,0.55
37,fish,Specific,Literal,3,0.5
37,goat,Vague,Literal,3,0.55
37,dog,Specific,Metaphor,3,0.55
37,pig,Specific,Literal,3,0.675
37,kangaroo,Vague,Literal,3,0.5
38,fish,Specific,Literal,3,0.175
38,rabbit,Specific,Metaphor,3,0.5
38,duck,Specific,Literal,3,0.55
38,owl,Specific,Metaphor,3,0.5
38,wolf,Vague,Metaphor,3,0.625
38,bear,Specific,Metaphor,3,0.75
38,cow,Vague,Literal,3,0.325
38,elephant,Vague,Metaphor,3,0.725
38,ox,Vague,Metaphor,3,0.3
38,pig,Specific,Metaphor,3,0.625
38,ant,Specific,Literal,3,0.5
38,goose,Specific,Literal,3,0.725
38,dog,Specific,Metaphor,3,0.05
38,monkey,Specific,Literal,3,0.6
38,lion,Vague,Literal,3,0.725
38,shark,Specific,Metaphor,3,0.6
38,zebra,Specific,Literal,3,0.5
38,frog,Vague,Literal,3,0.05
38,bee,Specific,Literal,3,0.5
38,penguin,Specific,Metaphor,3,0.15
38,horse,Vague,Metaphor,3,0.5
38,dolphin,Vague,Literal,3,0.2
38,sheep,Specific,Literal,3,0.4
38,buffalo,Vague,Metaphor,3,0.275
38,cat,Vague,Metaphor,3,0.425
38,goat,Vague,Literal,3,0.625
38,fox,Vague,Literal,3,0.575
38,whale,Vague,Literal,3,0.3
38,kangaroo,Vague,Literal,3,0.5
38,tiger,Specific,Metaphor,3,0.6
38,bat,Vague,Metaphor,3,0.3
38,bird,Vague,Metaphor,3,0.575
39,bird,Specific,Literal,3,0.5
39,fox,Vague,Literal,3,0.9
39,sheep,Specific,Metaphor,3,0.3
39,lion,Vague,Metaphor,3,0.95
39,shark,Specific,Literal,3,0.5
39,cow,Specific,Metaphor,3,0.5
39,dolphin,Vague,Metaphor,3,0.925
39,ant,Specific,Metaphor,3,0.325
39,penguin,Specific,Literal,3,0.2
39,fish,Vague,Metaphor,3,0.875
39,dog,Vague,Metaphor,3,0.5
39,horse,Specific,Literal,3,0.525
39,buffalo,Vague,Literal,3,0.5
39,kangaroo,Specific,Literal,3,0.5
39,bat,Specific,Literal,3,0.5
39,elephant,Specific,Literal,3,0.825
39,tiger,Specific,Metaphor,3,0.5
39,monkey,Vague,Metaphor,3,0.875
39,duck,Vague,Literal,3,0.5
39,frog,Specific,Metaphor,3,0.825
39,bear,Vague,Metaphor,3,0.875
39,pig,Vague,Literal,3,0.825
39,goose,Vague,Literal,3,0.8
39,cat,Specific,Metaphor,3,0.5
39,wolf,Vague,Literal,3,0.5
39,goat,Vague,Literal,3,0.275
39,ox,Vague,Metaphor,3,0.325
39,whale,Specific,Metaphor,3,0.275
39,owl,Specific,Literal,3,0.2
39,zebra,Vague,Literal,3,0.5
39,rabbit,Specific,Metaphor,3,0.5
39,bee,Vague,Metaphor,3,0.5
40,kangaroo,Vague,Literal,3,0.475
40,fish,Specific,Literal,3,0.425
40,shark,Specific,Literal,3,0.525
40,ox,Specific,Metaphor,3,0.375
40,fox,Specific,Literal,3,0.8
40,tiger,Vague,Literal,3,0.45
40,cow,Specific,Literal,3,0.3
40,whale,Specific,Metaphor,3,0.45
40,horse,Vague,Literal,3,0.525
40,owl,Vague,Metaphor,3,0.475
40,bat,Vague,Metaphor,3,0.475
40,frog,Specific,Metaphor,3,0.475
40,zebra,Vague,Literal,3,0.475
40,lion,Vague,Metaphor,3,0.6
40,penguin,Specific,Literal,3,0.25
40,bird,Specific,Metaphor,3,0.525
40,dog,Vague,Literal,3,0.575
40,goat,Specific,Literal,3,0.625
40,elephant,Specific,Metaphor,3,0.825
40,rabbit,Specific,Metaphor,3,0.55
40,duck,Vague,Metaphor,3,0.475
40,cat,Vague,Metaphor,3,0.275
40,dolphin,Vague,Metaphor,3,0.725
40,buffalo,Vague,Literal,3,0.55
40,goose,Specific,Metaphor,3,0.525
40,wolf,Vague,Metaphor,3,0.525
40,monkey,Specific,Metaphor,3,0.75
40,bear,Specific,Literal,3,0.525
40,sheep,Vague,Metaphor,3,0.525
40,ant,Vague,Literal,3,0.45
40,bee,Specific,Literal,3,0.475
40,pig,Vague,Literal,3,0.775
41,dolphin,Vague,Literal,3,0.5
41,sheep,Specific,Literal,3,0.5
41,bird,Specific,Metaphor,3,0.5
41,elephant,Vague,Literal,3,0.725
41,penguin,Vague,Literal,3,0.5
41,zebra,Vague,Literal,3,0.5
41,cow,Specific,Metaphor,3,0.5
41,fish,Specific,Literal,3,0.5
41,shark,Specific,Metaphor,3,0.7
41,tiger,Vague,Literal,3,0.5
41,bat,Vague,Literal,3,0.5
41,duck,Vague,Metaphor,3,0.5
41,horse,Specific,Literal,3,0.5
41,lion,Specific,Metaphor,3,0.725
41,fox,Vague,Literal,3,0.725
41,monkey,Vague,Metaphor,3,0.5
41,bee,Vague,Metaphor,3,0.5
41,buffalo,Specific,Metaphor,3,0.5
41,cat,Specific,Literal,3,0.5
41,whale,Specific,Literal,3,0.5
41,rabbit,Vague,Metaphor,3,0.5
41,ox,Specific,Literal,3,0.5
41,goat,Specific,Metaphor,3,0.5
41,ant,Specific,Literal,3,0.5
41,owl,Vague,Literal,3,0.5
41,goose,Vague,Metaphor,3,0.5
41,pig,Vague,Metaphor,3,0.5
41,bear,Specific,Metaphor,3,0.7
41,kangaroo,Vague,Metaphor,3,0.5
41,wolf,Vague,Metaphor,3,0.725
41,dog,Specific,Metaphor,3,0.5
41,frog,Specific,Literal,3,0.5
42,dog,Specific,Literal,3,0.725
42,fox,Specific,Literal,3,0.875
42,ant,Specific,Metaphor,3,0.5
42,pig,Vague,Metaphor,3,0.575
42,bee,Vague,Metaphor,3,0.225
42,frog,Specific,Metaphor,3,0.65
42,sheep,Specific,Metaphor,3,0.575
42,elephant,Specific,Literal,3,0.85
42,goose,Vague,Literal,3,0.55
42,cow,Specific,Literal,3,0.425
42,buffalo,Vague,Metaphor,3,0.325
42,kangaroo,Specific,Metaphor,3,0.55
42,horse,Vague,Literal,3,0.5
42,fish,Vague,Metaphor,3,0.6
42,zebra,Specific,Literal,3,0.5
42,dolphin,Vague,Literal,3,0.5
42,monkey,Vague,Metaphor,3,0.825
42,bear,Specific,Literal,3,0.8
42,rabbit,Vague,Literal,3,0.5
42,penguin,Vague,Literal,3,0.15
42,goat,Specific,Metaphor,3,0.575
42,lion,Vague,Metaphor,3,0.8
42,shark,Specific,Literal,3,0.75
42,wolf,Specific,Metaphor,3,0.4
42,cat,Vague,Literal,3,0.5
42,bird,Vague,Literal,3,0.5
42,duck,Vague,Metaphor,3,0.625
42,whale,Vague,Metaphor,3,0.275
42,owl,Specific,Metaphor,3,0.75
42,tiger,Specific,Literal,3,0.325
42,ox,Vague,Literal,3,0.425
42,bat,Specific,Metaphor,3,0.825
43,sheep,Vague,Literal,3,0.725
43,kangaroo,Specific,Literal,3,0.5
43,dog,Vague,Literal,3,0.7
43,cat,Vague,Metaphor,3,0.7
43,shark,Vague,Metaphor,3,0.7
43,fox,Vague,Metaphor,3,0.8
43,zebra,Specific,Metaphor,3,0.725
43,owl,Specific,Metaphor,3,0.775
43,dolphin,Vague,Metaphor,3,0.825
43,frog,Vague,Literal,3,0.3
43,cow,Vague,Literal,3,0.35
43,monkey,Vague,Literal,3,0.65
43,pig,Specific,Metaphor,3,0.6
43,elephant,Specific,Metaphor,3,0.8
43,whale,Specific,Literal,3,0.3
43,bird,Specific,Literal,3,0.625
43,bear,Vague,Metaphor,3,0.8
43,bee,Vague,Literal,3,0.475
43,buffalo,Specific,Literal,3,0.525
43,goose,Specific,Metaphor,3,0.675
43,lion,Specific,Metaphor,3,0.7
43,horse,Vague,Literal,3,0.7
43,ant,Specific,Literal,3,0.475
43,fish,Specific,Literal,3,0.425
43,tiger,Specific,Metaphor,3,0.8
43,wolf,Vague,Metaphor,3,0.4
43,rabbit,Vague,Metaphor,3,0.7
43,penguin,Vague,Literal,3,0.45
