workerID,gender,age,income,language,order,imageID,imageCategory,stateRating,sad,disgusted,angry,neutral,content,happy,excited
36,F,35,10,English,1,7,terrible,2,0.25,0.98,0.21,0.47,0.26,0.26,0.24
36,F,35,10,English,2,6,ok,5,0.02,0.01,0.01,0.4,0.98,0.98,0.99
36,F,35,10,English,3,5,ok,5,0.02,0.01,0.02,0.01,0.98,0.98,0.98
36,F,35,10,English,4,8,terrible,4,0.48,0.49,0.47,0.48,0.46,0.49,0.47
36,F,35,10,English,5,4,ok,5,0,0.02,0.01,0.05,0.68,0.99,0.97
36,F,35,10,English,6,1,amazing,5,0.02,0.02,0.02,0.99,0.99,0.98,0.96
36,F,35,10,English,7,3,amazing,5,0.01,0.01,0.02,0.98,1,0.98,0.98
36,F,35,10,English,8,2,amazing,5,0.01,0.01,0.01,0.98,0.98,0.98,0.99
36,F,35,10,English,9,9,terrible,3,0.51,0.51,0.52,0.51,0.51,0.53,0.51
37,M,45,8,english,1,3,amazing,5,0,0,0,0,1,1,1
37,M,45,8,english,2,1,amazing,5,0,0,0,0.52,1,1,1
37,M,45,8,english,3,4,ok,3,0.5,0.5,0.5,0.79,0.61,0.5,0.2
37,M,45,8,english,4,5,ok,4,0.13,0.13,0.13,0.66,0.87,0.67,0.35
37,M,45,8,english,5,2,amazing,5,0,0,0,0.52,1,1,1
37,M,45,8,english,6,8,terrible,2,0.67,0.52,0.67,0.19,0.37,0.3,0.2
37,M,45,8,english,7,7,terrible,1,0.94,0.94,0.94,0.51,0,0.22,0.31
37,M,45,8,english,8,6,ok,5,0,0,0,0.52,1,1,0.93
37,M,45,8,english,9,9,terrible,1,1,0.93,0.89,0.25,0.06,0.05,0.05
38,M,25,4,English,1,8,terrible,2,0.08,0.06,0.27,0.12,0.09,0.16,0.14
38,M,25,4,English,2,5,ok,4,0.06,0.06,0.07,0.07,0.75,0.74,0.74
38,M,25,4,English,3,2,amazing,5,0.05,0.04,0.02,0.05,0.88,0.94,0.96
38,M,25,4,English,4,1,amazing,5,0.05,0.05,0.01,0.03,0.91,0.95,0.95
38,M,25,4,English,5,3,amazing,5,0.02,0.07,0.04,0.05,0.88,0.96,0.95
38,M,25,4,English,6,7,terrible,1,0.54,0.63,0.52,0.06,0.03,0.06,0.05
38,M,25,4,English,7,6,ok,3,0.08,0.05,0.2,0.47,0.73,0.49,0.47
38,M,25,4,English,8,9,terrible,1,0.39,0.4,0.07,0.19,0.2,0.19,0.19
38,M,25,4,English,9,4,ok,2,0.23,0.18,0.22,0.14,0.16,0.14,0.15
39,F,45,4,English,1,2,amazing,5,0.08,0.11,0.1,0.45,0.59,0.86,0.8
39,F,45,4,English,2,3,amazing,5,0.01,0.02,0.02,0.23,0.88,0.92,0.92
39,F,45,4,English,3,9,terrible,2,0.55,0.48,0.23,0.39,0.41,0.1,0.12
39,F,45,4,English,4,6,ok,4,0.09,0.1,0.1,0.45,0.49,0.47,0.53
39,F,45,4,English,5,1,amazing,5,0.04,0.06,0.05,0.42,0.42,0.82,0.76
39,F,45,4,English,6,5,ok,5,0.02,0.04,0.05,0.13,0.72,0.76,0.77
39,F,45,4,English,7,7,terrible,3,0.18,0.19,0.15,0.43,0.44,0.4,0.37
39,F,45,4,English,8,8,terrible,3,0.25,0.25,0.14,0.48,0.42,0.43,0.38
39,F,45,4,English,9,4,ok,4,0.11,0.21,0.09,0.45,0.54,0.52,0.59
40,M,65,4,english,1,4,ok,3,0.15,0.09,0.08,0.88,0.71,0.52,0.19
40,M,65,4,english,2,3,amazing,5,0.01,0.01,0.09,0.11,0.88,0.82,0.89
40,M,65,4,english,3,6,ok,4,0.01,0.01,0.04,0.24,0.88,0.64,0.54
40,M,65,4,english,4,9,terrible,1,0.75,0.07,0.17,0.1,0.11,0.28,0.1
40,M,65,4,english,5,5,ok,4,0.05,0.05,0.01,0.75,0.52,0.63,0.26
40,M,65,4,english,6,8,terrible,2,0.53,0.06,0.04,0.35,0.17,0.35,0.23
40,M,65,4,english,7,7,terrible,1,0.27,0.48,0.28,0.06,0.13,0.17,0.12
40,M,65,4,english,8,2,amazing,5,0,0,0.02,0.05,0.91,0.82,0.72
40,M,65,4,english,9,1,amazing,4,0.02,0.02,0.01,0.1,0.93,0.78,0.6
41,M,35,8,English,1,6,ok,4,0.04,0,0.01,0.37,0.81,0.65,0.52
41,M,35,8,English,2,1,amazing,5,0.01,0.02,0.01,0.14,0.89,0.8,0.71
41,M,35,8,English,3,9,terrible,1,0.61,0.16,0.32,0.21,0.13,0.04,0.04
41,M,35,8,English,4,3,amazing,5,0.01,0.01,0.02,0.13,0.89,0.83,0.76
41,M,35,8,English,5,5,ok,4,0.13,0.03,0.06,0.39,0.66,0.53,0.36
41,M,35,8,English,6,7,terrible,2,0.19,0.13,0.17,0.24,0.16,0.14,0.08
41,M,35,8,English,7,2,amazing,5,0.03,0.04,0.03,0.11,0.9,0.76,0.65
41,M,35,8,English,8,4,ok,3,0.2,0.1,0.1,0.74,0.47,0.23,0.17
41,M,35,8,English,9,8,terrible,3,0.15,0.06,0.1,0.7,0.54,0.27,0.07
42,F,45,10,english,1,9,terrible,1,0.51,0.85,0.32,0.17,0.02,0.09,0.02
42,F,45,10,english,2,5,ok,4,0.09,0.1,0.04,0.79,0.73,0.81,0.25
42,F,45,10,english,3,4,ok,3,0.11,0.04,0.03,0.87,0.61,0.49,0.07
42,F,45,10,english,4,7,terrible,2,0.34,0.69,0.4,0.16,0.07,0.13,0.21
42,F,45,10,english,5,8,terrible,1,0.45,0.79,0.33,0.14,0.1,0.07,0.08
42,F,45,10,english,6,3,amazing,5,0.03,0.02,0.02,0.04,0.58,0.82,0.66
42,F,45,10,english,7,2,amazing,5,0.04,0.03,0.02,0.3,0.81,0.86,0.76
42,F,45,10,english,8,6,ok,4,0.09,0.09,0.05,0.74,0.82,0.74,0.26
42,F,45,10,english,9,1,amazing,5,0.09,0.05,0.06,0.57,0.82,0.89,0.49
43,F,65,10,English,1,5,ok,4,0.08,0.06,0.15,0.49,0.91,0.77,0.59
43,F,65,10,English,2,1,amazing,5,0.01,0,0.02,0.18,0.68,0.98,0.86
43,F,65,10,English,3,9,terrible,2,0.86,0.48,0.71,0.19,0.2,0.04,0.28
43,F,65,10,English,4,8,terrible,3,0.19,0.19,0.32,0.77,0.65,0.41,0.31
43,F,65,10,English,5,2,amazing,5,0,0.01,0,0.07,0.74,1,0.96
43,F,65,10,English,6,4,ok,2,0.45,0.37,0.52,0.32,0.32,0.25,0.22
43,F,65,10,English,7,3,amazing,5,0,0,0.01,0.15,0.74,0.99,0.92
43,F,65,10,English,8,7,terrible,1,0.85,0.93,0.92,0.17,0.11,0.04,0.07
43,F,65,10,English,9,6,ok,4,0.19,0.15,0.11,0.47,0.49,0.64,0.71
44,M,45,4,English,1,6,ok,4,0.1,0.11,0.11,0.4,0.68,0.72,0.62
44,M,45,4,English,2,5,ok,4,0.11,0.15,0.14,0.29,0.79,0.73,0.63
44,M,45,4,English,3,9,terrible,1,0.8,0.74,0.57,0.08,0.08,0.08,0.11
44,M,45,4,English,4,2,amazing,5,0.03,0.04,0.01,0.23,0.86,0.89,0.9
44,M,45,4,English,5,7,terrible,1,0.72,0.7,0.51,0.2,0.11,0.16,0.23
44,M,45,4,English,6,4,ok,2,0.65,0.47,0.36,0.37,0.24,0.27,0.11
44,M,45,4,English,7,3,amazing,5,0.01,0.02,0.03,0.05,0.9,0.96,0.96
44,M,45,4,English,8,1,amazing,5,0.09,0.03,0.01,0.12,0.92,0.89,0.94
44,M,45,4,English,9,8,terrible,2,0.71,0.68,0.35,0.32,0.33,0.16,0.26
45,M,17,4,English,1,9,terrible,1,0.97,0.01,0.63,0.1,0.01,0.03,0.01
45,M,17,4,English,2,2,amazing,5,0.01,0,0,0,0.98,0.98,0.98
45,M,17,4,English,3,6,ok,3,0.02,0,0.12,0.53,0.96,0.62,0.45
45,M,17,4,English,4,5,ok,4,0.22,0.01,0.03,0.78,0.78,0.45,0.4
45,M,17,4,English,5,4,ok,3,0.07,0.05,0.01,0.66,0.86,0.3,0.01
45,M,17,4,English,6,8,terrible,2,0.38,0.07,0.21,0.01,0.27,0.01,0.01
45,M,17,4,English,7,7,terrible,1,0.98,0.97,0.97,0.01,0.01,0.02,0.02
45,M,17,4,English,8,1,amazing,5,0.01,0.01,0.02,0.46,0.43,0.99,0.98
45,M,17,4,English,9,3,amazing,5,0.01,0.01,0.02,0.47,0.51,0.98,0.97
46,F,35,6,english,1,3,amazing,5,0.05,0.02,0.01,0.33,0.76,0.77,0.55
46,F,35,6,english,2,8,terrible,2,0.63,0.08,0.47,0.58,0.33,0.43,0.32
46,F,35,6,english,3,4,ok,3,0.48,0.02,0.38,0.81,0.17,0.46,0.25
46,F,35,6,english,4,1,amazing,5,0.08,0.09,0.08,0.18,0.77,0.96,0.66
46,F,35,6,english,5,6,ok,4,0.14,0.14,0.13,0.36,0.79,0.75,0.55
46,F,35,6,english,6,7,terrible,1,0.65,0.48,0.84,0.26,0.02,0.01,0.02
46,F,35,6,english,7,2,amazing,5,0.23,0.16,0.16,0.45,0.96,0.83,0.64
46,F,35,6,english,8,9,terrible,1,0.48,0.17,0.69,0.35,0.11,0.02,0.03
46,F,35,6,english,9,5,ok,5,0.12,0.15,0.13,0.61,0.92,0.73,0.69
47,F,55,10,English,1,1,amazing,5,0.02,0.01,0,0.14,0.84,0.95,0.88
47,F,55,10,English,2,4,ok,4,0.4,0.04,0.04,0.3,0.65,0.53,0.28
47,F,55,10,English,3,9,terrible,2,0.36,0.01,0.39,0.34,0.15,0.04,0.03
47,F,55,10,English,4,3,amazing,5,0.01,0.01,0.03,0.16,0.83,0.88,0.89
47,F,55,10,English,5,7,terrible,2,0.2,0,0.28,0.2,0.15,0.16,0.03
47,F,55,10,English,6,2,amazing,5,0.01,0.01,0,0.28,0.83,0.94,0.92
47,F,55,10,English,7,6,ok,4,0.02,0,0.03,0.44,0.65,0.67,0.54
47,F,55,10,English,8,8,terrible,3,0.27,0.01,0.01,0.46,0.43,0.48,0.17
47,F,55,10,English,9,5,ok,4,0.19,0.02,0,0.48,0.62,0.69,0.33
48,M,45,4,English,1,3,amazing,5,0.1,0.02,0.07,0.24,0.86,0.86,0.8
48,M,45,4,English,2,9,terrible,1,0.59,0.52,0.55,0.24,0.31,0.25,0.15
48,M,45,4,English,3,6,ok,4,0.13,0.07,0.35,0.53,0.7,0.63,0.64
48,M,45,4,English,4,7,terrible,2,0.47,0.61,0.58,0.32,0.11,0.16,0.23
48,M,45,4,English,5,1,amazing,5,0.19,0.06,0.18,0.26,0.74,0.7,0.67
48,M,45,4,English,6,5,ok,3,0.09,0.08,0.13,0.51,0.68,0.69,0.57
48,M,45,4,English,7,2,amazing,5,0.09,0.05,0.12,0.32,0.77,0.78,0.67
48,M,45,4,English,8,4,ok,3,0.17,0.04,0.11,0.48,0.62,0.29,0.28
48,M,45,4,English,9,8,terrible,3,0.48,0.49,0.55,0.46,0.27,0.32,0.25
49,F,25,4,English,1,6,ok,5,0.01,0.24,0.01,0.33,0.9,0.99,0.97
49,F,25,4,English,2,3,amazing,5,0.03,0.03,0.03,0.48,0.81,0.98,0.98
49,F,25,4,English,3,1,amazing,4,0.01,0.01,0.04,0.48,0.97,0.96,0.58
49,F,25,4,English,4,5,ok,3,0.04,0.04,0.04,0.95,0.95,0.46,0.1
49,F,25,4,English,5,4,ok,2,0.57,0.02,0.3,0.73,0.4,0.12,0.04
49,F,25,4,English,6,2,amazing,5,0.01,0.04,0.01,0.16,0.83,0.99,0.99
49,F,25,4,English,7,7,terrible,3,0.19,0.09,0.43,0.71,0.59,0.74,0.01
49,F,25,4,English,8,9,terrible,1,0.95,0.4,0.45,0.05,0.08,0.04,0.02
49,F,25,4,English,9,8,terrible,1,0.45,0.54,0.79,0.07,0.18,0.13,0.12
50,M,17,8,English,1,7,terrible,2,0.87,0.71,0.67,0.08,0.14,0.15,0.03
50,M,17,8,English,2,4,ok,4,0.11,0.02,0.03,0.18,0.92,0.86,0.73
50,M,17,8,English,3,3,amazing,5,0,0,0,0,1,1,0.92
50,M,17,8,English,4,8,terrible,2,0.71,0.14,0.27,0.33,0.41,0.18,0.27
50,M,17,8,English,5,5,ok,4,0.08,0,0,0.06,0.84,0.75,0.69
50,M,17,8,English,6,2,amazing,5,0,0,0,0,1,0.93,0.87
50,M,17,8,English,7,1,amazing,5,0,0,0,0,0.93,0.93,0.78
50,M,17,8,English,8,9,terrible,2,0.73,0.64,0.66,0.27,0.08,0.1,0
50,M,17,8,English,9,6,ok,4,0.06,0,0,0.18,0.97,0.87,0.68
