workerID,gender,age,income,language,order,imageID,imageCategory,utterance,stateRating,sad,disgusted,angry,neutral,content,happy,excited
32,M,35,8,English,8,2,amazing,amazing,5,0,0.02,0,0.02,0.95,1,0.96
32,M,35,8,English,9,9,terrible,bad,2,0,0.01,0,1,0,0,0
33,M,45,6,english,1,1,amazing,bad,2,0.73,0.72,0.5,0.07,0.02,0,0.06
33,M,45,6,english,2,8,terrible,terrible,1,0.8,0.93,1,1,0,0.03,0.16
33,M,45,6,english,3,7,terrible,bad,2,0.21,0.23,0.27,0.99,0.07,0.05,0.02
33,M,45,6,english,4,9,terrible,terrible,2,1,1,1,0,0.16,0.1,0.08
33,M,45,6,english,5,3,amazing,bad,2,0.03,0.04,0.03,0.49,0.81,0.93,0.68
33,M,45,6,english,6,6,ok,bad,2,0.62,0.49,0.38,0.21,0.09,0.29,0.28
33,M,45,6,english,7,2,amazing,bad,3,0.46,0.36,0.54,0.18,0.16,0.11,0.31
33,M,45,6,english,8,4,ok,good,4,0.02,0.05,0.04,0.04,0.73,0.94,1
33,M,45,6,english,9,5,ok,terrible,1,0.59,0.51,0.74,0.08,0.06,0.12,0.23
34,F,65,4,English,1,4,ok,terrible,1,0.78,0.89,0.83,0.05,0.04,0.03,0.03
34,F,65,4,English,2,8,terrible,ok,3,0.38,0.05,0.04,0.82,0.38,0.43,0.05
34,F,65,4,English,3,3,amazing,good,4,0.08,0.04,0.02,0.16,0.87,0.86,0.51
34,F,65,4,English,4,7,terrible,bad,2,0.77,0.86,0.49,0.04,0.07,0,0.02
34,F,65,4,English,5,6,ok,ok,3,0.1,0.11,0.02,0.49,0.51,0.49,0.03
34,F,65,4,English,6,1,amazing,terrible,1,0.98,0.92,0.89,0.02,0.02,0.01,0.01
34,F,65,4,English,7,2,amazing,bad,2,0.74,0.74,0.75,0.02,0.01,0.01,0.01
34,F,65,4,English,8,9,terrible,ok,3,0.48,0.49,0.48,0.48,0.48,0.11,0.02
34,F,65,4,English,9,5,ok,good,4,0.09,0.08,0.09,0.02,0.83,0.81,0.67
35,M,35,6,English,1,3,amazing,amazing,5,0,0.01,0.02,0.19,0.98,0.98,0.98
35,M,35,6,English,2,8,terrible,amazing,5,0.21,0.15,0.07,0.22,0.68,0.51,0.46
35,M,35,6,English,3,5,ok,terrible,1,0.47,0.38,0.31,0.44,0.54,0.57,0.49
35,M,35,6,English,4,4,ok,good,4,0.11,0.01,0.08,0.46,0.54,0.48,0.4
35,M,35,6,English,5,2,amazing,ok,4,0.01,0.01,0.06,0.41,0.95,0.53,0.51
35,M,35,6,English,6,1,amazing,ok,3,0.02,0.01,0.12,0.48,0.76,0.54,0.48
35,M,35,6,English,7,6,ok,good,4,0.01,0.01,0.19,0.48,0.77,0.56,0.52
35,M,35,6,English,8,9,terrible,ok,3,0.01,0.01,0.03,0.44,0.68,0.45,0.38
35,M,35,6,English,9,7,terrible,good,4,0.01,0,0.13,0.47,0.72,0.58,0.47
36,M,35,4,english,1,4,ok,good,4,0.02,0.03,0.03,0.21,0.72,0.66,0.47
36,M,35,4,english,2,6,ok,ok,3,0.02,0.04,0.01,0.52,0.51,0.25,0.23
36,M,35,4,english,3,5,ok,good,4,0.02,0.03,0.01,0.02,0.45,0.72,0.7
36,M,35,4,english,4,7,terrible,good,4,0.03,0.03,0.03,0.05,0.48,0.67,0.63
36,M,35,4,english,5,3,amazing,ok,3,0.05,0.04,0.04,0.53,0.44,0.18,0.19
36,M,35,4,english,6,8,terrible,amazing,5,0.02,0.01,0.02,0.02,0.3,0.72,0.85
36,M,35,4,english,7,1,amazing,ok,3,0.02,0.02,0.01,0.51,0.5,0.19,0.2
36,M,35,4,english,8,9,terrible,amazing,5,0.04,0.06,0.03,0.07,0.51,0.63,0.74
36,M,35,4,english,9,2,amazing,bad,2,0.8,0.41,0.35,0.13,0.08,0.04,0.06
37,M,35,8,english,1,2,amazing,good,4,0,0,0,0.48,1,1,1
37,M,35,8,english,2,7,terrible,good,4,0,0.03,0.03,0.49,1,0.98,0.52
37,M,35,8,english,3,3,amazing,ok,4,0.01,0,0.03,0.68,0.99,0.95,0.48
37,M,35,8,english,4,5,ok,bad,2,0.49,0.73,0.48,0,0.13,0,0.01
37,M,35,8,english,5,8,terrible,bad,2,0.48,0.81,0.49,0,0.03,0.04,0.01
37,M,35,8,english,6,4,ok,good,4,0.04,0.04,0.01,0.49,0.98,0.98,0.86
37,M,35,8,english,7,1,amazing,good,4,0.01,0.02,0.02,0.53,0.97,0.98,0.97
37,M,35,8,english,8,6,ok,good,4,0.01,0.02,0.03,0.49,0.97,0.98,0.74
37,M,35,8,english,9,9,terrible,terrible,1,0.83,0.72,0.44,0,0.02,0.01,0.03
38,F,55,4,English,1,8,terrible,bad,2,0.98,0.98,0.01,0.03,0.01,0.01,0.01
38,F,55,4,English,2,7,terrible,bad,2,0.52,0.73,0.48,0.01,0.01,0.01,0
38,F,55,4,English,3,2,amazing,terrible,3,0.02,0.03,0.03,0.72,0.71,0.53,0.7
38,F,55,4,English,4,1,amazing,amazing,5,0.03,0.02,0,0.02,0.98,0.98,0.97
38,F,55,4,English,5,6,ok,ok,3,0.02,0.01,0.01,0.91,0.86,0.49,0.49
38,F,55,4,English,6,4,ok,bad,2,0.03,0.02,0.02,0.01,0.02,0.03,0
38,F,55,4,English,7,3,amazing,terrible,4,0.01,0.01,0.02,0.51,0.4,0.34,0.02
38,F,55,4,English,8,9,terrible,terrible,1,0.22,0.7,0.36,0.01,0.01,0.02,0.02
38,F,55,4,English,9,5,ok,good,4,0.01,0.03,0.01,0.33,0.99,0.42,0.33
39,F,45,4,English,1,2,amazing,terrible,2,0.82,0.86,0.64,0.44,0.1,0.07,0.07
39,F,45,4,English,2,8,terrible,good,4,0.1,0.06,0.12,0.12,0.68,0.77,0.83
39,F,45,4,English,3,6,ok,bad,3,0.38,0.41,0.48,0.53,0.43,0.44,0.44
39,F,45,4,English,4,1,amazing,terrible,3,0.71,0.75,0.64,0.33,0.33,0.27,0.24
39,F,45,4,English,5,4,ok,amazing,5,0.07,0.01,0.45,0.04,0.44,0.47,0.62
39,F,45,4,English,6,7,terrible,ok,3,0.49,0.51,0.4,0.36,0.43,0.55,0.37
39,F,45,4,English,7,9,terrible,bad,2,0.6,0.66,0.52,0.51,0.27,0.28,0.27
39,F,45,4,English,8,3,amazing,ok,3,0.46,0.53,0.45,0.41,0.43,0.31,0.29
39,F,45,4,English,9,5,ok,good,4,0.39,0.39,0.38,0.72,0.44,0.59,0.57
40,F,55,4,English,1,1,amazing,good,5,0,0.01,0.01,0.02,0.99,1,0.99
40,F,55,4,English,2,9,terrible,amazing,5,0.27,0.02,0.48,0.01,0.49,0.74,0.49
40,F,55,4,English,3,3,amazing,terrible,1,0.49,0.49,0.49,0.01,0.49,0.49,0.49
40,F,55,4,English,4,5,ok,bad,2,0.75,0.27,0.51,0.27,0.27,0.26,0.27
40,F,55,4,English,5,4,ok,ok,3,0.23,0.01,0.01,0.49,0.71,0.72,0.71
40,F,55,4,English,6,2,amazing,good,4,0.01,0.01,0.01,0.01,0.78,0.87,0.78
40,F,55,4,English,7,7,terrible,ok,3,0.2,0.45,0.47,0.47,0.67,0.47,0.23
40,F,55,4,English,8,8,terrible,amazing,4,0.22,0,0.11,0.22,0.7,0.68,0.7
40,F,55,4,English,9,6,ok,terrible,2,0.48,0.74,0.74,0.49,0.23,0.29,0.23
