"age","gender","condition","sentenceID","funniness","workerID.anonym","punType"
17,"M",3,68,1.547664429,21,"identical"
17,"M",3,76,-0.559540217,21,"identical"
17,"M",3,84,0.142861332,21,"identical"
17,"M",3,92,0.142861332,21,"identical"
17,"M",3,100,0.142861332,21,"identical"
17,"M",3,106,-0.559540217,21,"identical"
17,"M",3,114,-1.261941765,21,"identical"
17,"M",3,122,-0.559540217,21,"identical"
17,"M",3,130,-1.261941765,21,"identical"
17,"M",3,138,-1.261941765,21,"identical"
17,"M",3,148,-0.559540217,21,"identical"
17,"M",3,156,-0.559540217,21,"identical"
17,"M",3,164,0.142861332,21,"identical"
17,"M",3,178,-0.559540217,21,"identical"
17,"M",3,186,-1.261941765,21,"identical"
17,"M",3,194,0.142861332,21,"identical"
17,"M",3,202,-0.559540217,21,"identical"
17,"M",3,210,-1.261941765,21,"identical"
17,"M",3,212,-0.559540217,21,"identical"
17,"M",3,220,0.142861332,21,"identical"
17,"M",3,228,-0.559540217,21,"identical"
35,"F",3,5,1.868382229,22,"identical"
35,"F",3,13,0.979393911,22,"identical"
35,"F",3,21,2.757370548,22,"identical"
35,"F",3,29,0.979393911,22,"identical"
35,"F",3,37,0.979393911,22,"identical"
35,"F",3,47,0.979393911,22,"identical"
35,"F",3,55,-1.687571046,22,"identical"
35,"F",3,63,0.979393911,22,"identical"
35,"F",3,68,0.090405592,22,"identical"
35,"F",3,76,0.979393911,22,"identical"
35,"F",3,84,-0.798582727,22,"identical"
35,"F",3,92,0.090405592,22,"identical"
35,"F",3,100,-0.798582727,22,"identical"
35,"F",3,106,-0.798582727,22,"identical"
35,"F",3,114,-0.798582727,22,"identical"
35,"F",3,122,-0.798582727,22,"identical"
35,"F",3,130,0.090405592,22,"identical"
35,"F",3,138,-0.798582727,22,"identical"
35,"F",3,148,-0.798582727,22,"identical"
35,"F",3,156,-0.798582727,22,"identical"
35,"F",3,164,-0.798582727,22,"identical"
35,"F",3,178,0.090405592,22,"identical"
35,"F",3,186,-0.798582727,22,"identical"
35,"F",3,194,-0.798582727,22,"identical"
35,"F",3,202,-0.798582727,22,"identical"
35,"F",3,210,-0.798582727,22,"identical"
35,"F",3,212,-0.798582727,22,"identical"
35,"F",3,220,0.979393911,22,"identical"
35,"F",3,228,-0.798582727,22,"identical"
65,"F",3,5,1.21881897,23,"identical"
65,"F",3,13,1.21881897,23,"identical"
65,"F",3,21,1.21881897,23,"identical"
65,"F",3,29,1.21881897,23,"identical"
65,"F",3,37,1.21881897,23,"identical"
65,"F",3,47,0.485040202,23,"identical"
65,"F",3,55,1.21881897,23,"identical"
65,"F",3,63,1.21881897,23,"identical"
65,"F",3,68,1.21881897,23,"identical"
65,"F",3,76,-0.982517333,23,"identical"
65,"F",3,84,1.21881897,23,"identical"
65,"F",3,92,1.21881897,23,"identical"
65,"F",3,100,0.851929586,23,"identical"
65,"F",3,106,-0.982517333,23,"identical"
65,"F",3,114,-0.982517333,23,"identical"
65,"F",3,122,-0.982517333,23,"identical"
65,"F",3,130,-0.982517333,23,"identical"
65,"F",3,138,-0.982517333,23,"identical"
65,"F",3,148,-0.982517333,23,"identical"
65,"F",3,156,-0.982517333,23,"identical"
65,"F",3,164,-0.982517333,23,"identical"
65,"F",3,178,-0.982517333,23,"identical"
65,"F",3,186,-0.982517333,23,"identical"
65,"F",3,194,-0.982517333,23,"identical"
65,"F",3,202,-0.982517333,23,"identical"
65,"F",3,210,-0.982517333,23,"identical"
65,"F",3,212,-0.982517333,23,"identical"
65,"F",3,220,-0.982517333,23,"identical"
65,"F",3,228,-0.982517333,23,"identical"
25,"M",3,5,0.522228709,24,"identical"
25,"M",3,13,-0.471690447,24,"identical"
25,"M",3,21,-0.471690447,24,"identical"
25,"M",3,29,0.522228709,24,"identical"
25,"M",3,37,3.503986177,24,"identical"
25,"M",3,47,-0.471690447,24,"identical"
25,"M",3,55,2.510067021,24,"identical"
25,"M",3,63,2.510067021,24,"identical"
25,"M",3,68,-0.471690447,24,"identical"
25,"M",3,76,-0.471690447,24,"identical"
25,"M",3,84,-0.471690447,24,"identical"
25,"M",3,92,-0.471690447,24,"identical"
25,"M",3,100,-0.471690447,24,"identical"
25,"M",3,106,-0.471690447,24,"identical"
25,"M",3,114,-0.471690447,24,"identical"
25,"M",3,122,-0.471690447,24,"identical"
25,"M",3,130,-0.471690447,24,"identical"
25,"M",3,138,-0.471690447,24,"identical"
25,"M",3,148,-0.471690447,24,"identical"
25,"M",3,156,-0.471690447,24,"identical"
25,"M",3,164,-0.471690447,24,"identical"
25,"M",3,178,-0.471690447,24,"identical"
25,"M",3,186,-0.471690447,24,"identical"
25,"M",3,194,-0.471690447,24,"identical"
25,"M",3,202,-0.471690447,24,"identical"
25,"M",3,210,-0.471690447,24,"identical"
25,"M",3,212,-0.471690447,24,"identical"
25,"M",3,220,-0.471690447,24,"identical"
25,"M",3,228,-0.471690447,24,"identical"
25,"M",3,5,1.612145605,25,"identical"
25,"M",3,13,1.612145605,25,"identical"
25,"M",3,21,0.851212879,25,"identical"
25,"M",3,29,2.37307833,25,"identical"
25,"M",3,37,1.612145605,25,"identical"
25,"M",3,47,0.851212879,25,"identical"
25,"M",3,55,-0.670652572,25,"identical"
25,"M",3,63,3.894943781,25,"identical"
25,"M",3,68,0.851212879,25,"identical"
25,"M",3,76,-0.670652572,25,"identical"
25,"M",3,84,0.851212879,25,"identical"
25,"M",3,92,0.090280154,25,"identical"
25,"M",3,100,-0.670652572,25,"identical"
25,"M",3,106,-0.670652572,25,"identical"
25,"M",3,114,-0.670652572,25,"identical"
25,"M",3,122,-0.670652572,25,"identical"
25,"M",3,130,-0.670652572,25,"identical"
25,"M",3,138,-0.670652572,25,"identical"
25,"M",3,148,-0.670652572,25,"identical"
25,"M",3,156,-0.670652572,25,"identical"
25,"M",3,164,-0.670652572,25,"identical"
25,"M",3,178,-0.670652572,25,"identical"
25,"M",3,186,-0.670652572,25,"identical"
25,"M",3,194,-0.670652572,25,"identical"
25,"M",3,202,-0.670652572,25,"identical"
25,"M",3,210,-0.670652572,25,"identical"
25,"M",3,212,-0.670652572,25,"identical"
25,"M",3,220,-0.670652572,25,"identical"
25,"M",3,228,-0.670652572,25,"identical"
25,"M",3,5,2.060342619,26,"identical"
25,"M",3,13,1.198213438,26,"identical"
25,"M",3,21,2.060342619,26,"identical"
25,"M",3,29,1.198213438,26,"identical"
25,"M",3,37,0.336084257,26,"identical"
25,"M",3,47,0.336084257,26,"identical"
25,"M",3,55,-0.526044924,26,"identical"
25,"M",3,63,1.198213438,26,"identical"
25,"M",3,68,1.198213438,26,"identical"
25,"M",3,76,-0.526044924,26,"identical"
25,"M",3,84,2.060342619,26,"identical"
25,"M",3,92,-0.526044924,26,"identical"
25,"M",3,100,0.336084257,26,"identical"
25,"M",3,106,-0.526044924,26,"identical"
25,"M",3,114,-0.526044924,26,"identical"
25,"M",3,122,-0.526044924,26,"identical"
25,"M",3,130,-0.526044924,26,"identical"
25,"M",3,138,-0.526044924,26,"identical"
25,"M",3,148,-0.526044924,26,"identical"
25,"M",3,156,-0.526044924,26,"identical"
25,"M",3,164,-0.526044924,26,"identical"
25,"M",3,178,-0.526044924,26,"identical"
25,"M",3,186,-0.526044924,26,"identical"
25,"M",3,194,-0.526044924,26,"identical"
25,"M",3,202,-0.526044924,26,"identical"
25,"M",3,210,-0.526044924,26,"identical"
25,"M",3,212,-0.526044924,26,"identical"
25,"M",3,220,-0.526044924,26,"identical"
25,"M",3,228,-0.526044924,26,"identical"
35,"M",3,5,1.178904982,27,"identical"
35,"M",3,13,-0.171685192,27,"identical"
35,"M",3,21,0.503609895,27,"identical"
35,"M",3,29,0.503609895,27,"identical"
35,"M",3,37,1.178904982,27,"identical"
35,"M",3,47,-0.846980278,27,"identical"
35,"M",3,55,0.503609895,27,"identical"
35,"M",3,63,1.178904982,27,"identical"
35,"M",3,68,-0.171685192,27,"identical"
35,"M",3,76,0.503609895,27,"identical"
35,"M",3,84,1.178904982,27,"identical"
35,"M",3,92,1.178904982,27,"identical"
35,"M",3,100,-1.522275365,27,"identical"
35,"M",3,106,-0.171685192,27,"identical"
35,"M",3,114,-1.522275365,27,"identical"
35,"M",3,122,0.503609895,27,"identical"
35,"M",3,130,-0.171685192,27,"identical"
35,"M",3,138,0.503609895,27,"identical"
35,"M",3,148,-0.171685192,27,"identical"
35,"M",3,156,-1.522275365,27,"identical"
35,"M",3,164,-0.846980278,27,"identical"
35,"M",3,178,-0.171685192,27,"identical"
35,"M",3,186,-0.846980278,27,"identical"
35,"M",3,194,-2.872865538,27,"identical"
35,"M",3,202,1.178904982,27,"identical"
35,"M",3,210,0.503609895,27,"identical"
35,"M",3,212,-1.522275365,27,"identical"
35,"M",3,220,-0.171685192,27,"identical"
35,"M",3,228,-2.197570452,27,"identical"
35,"F",3,5,1.34864104,28,"identical"
35,"F",3,13,1.34864104,28,"identical"
35,"F",3,21,0.962379771,28,"identical"
35,"F",3,29,1.34864104,28,"identical"
35,"F",3,37,1.34864104,28,"identical"
35,"F",3,47,1.34864104,28,"identical"
35,"F",3,55,1.34864104,28,"identical"
35,"F",3,63,0.962379771,28,"identical"
35,"F",3,68,0.962379771,28,"identical"
35,"F",3,76,0.962379771,28,"identical"
35,"F",3,84,1.34864104,28,"identical"
35,"F",3,92,0.576118502,28,"identical"
35,"F",3,100,0.962379771,28,"identical"
35,"F",3,106,-0.968926572,28,"identical"
35,"F",3,114,-0.582665304,28,"identical"
35,"F",3,122,-0.968926572,28,"identical"
35,"F",3,130,-0.968926572,28,"identical"
35,"F",3,138,-0.968926572,28,"identical"
35,"F",3,148,-0.968926572,28,"identical"
35,"F",3,156,-0.968926572,28,"identical"
35,"F",3,164,-0.968926572,28,"identical"
35,"F",3,178,-0.582665304,28,"identical"
35,"F",3,186,-0.968926572,28,"identical"
35,"F",3,194,-0.968926572,28,"identical"
35,"F",3,202,-0.968926572,28,"identical"
35,"F",3,210,-0.968926572,28,"identical"
35,"F",3,212,-0.968926572,28,"identical"
35,"F",3,220,0.189857234,28,"identical"
35,"F",3,228,-0.968926572,28,"identical"
25,"F",3,5,2.241138503,29,"identical"
25,"F",3,13,2.241138503,29,"identical"
25,"F",3,21,0.429807384,29,"identical"
25,"F",3,29,3.146804062,29,"identical"
25,"F",3,37,3.146804062,29,"identical"
25,"F",3,47,1.335472944,29,"identical"
25,"F",3,55,-0.475858175,29,"identical"
25,"F",3,63,2.241138503,29,"identical"
25,"F",3,68,0.429807384,29,"identical"
25,"F",3,76,-0.475858175,29,"identical"
25,"F",3,84,0.429807384,29,"identical"
25,"F",3,92,0.429807384,29,"identical"
25,"F",3,100,-0.475858175,29,"identical"
25,"F",3,106,-0.475858175,29,"identical"
25,"F",3,114,-0.475858175,29,"identical"
25,"F",3,122,-0.475858175,29,"identical"
25,"F",3,130,-0.475858175,29,"identical"
25,"F",3,138,-0.475858175,29,"identical"
25,"F",3,148,-0.475858175,29,"identical"
25,"F",3,156,-0.475858175,29,"identical"
25,"F",3,164,-0.475858175,29,"identical"
25,"F",3,178,-0.475858175,29,"identical"
25,"F",3,186,-0.475858175,29,"identical"
25,"F",3,194,-0.475858175,29,"identical"
25,"F",3,202,-0.475858175,29,"identical"
25,"F",3,210,-0.475858175,29,"identical"
25,"F",3,212,-0.475858175,29,"identical"
25,"F",3,220,-0.475858175,29,"identical"
25,"F",3,228,-0.475858175,29,"identical"
35,"M",3,5,1.105730687,30,"identical"
35,"M",3,13,2.750388936,30,"identical"
35,"M",3,21,1.105730687,30,"identical"
35,"M",3,29,-0.538927562,30,"identical"
35,"M",3,37,1.653950103,30,"identical"
35,"M",3,47,0.009291855,30,"identical"
35,"M",3,55,-0.538927562,30,"identical"
35,"M",3,63,1.105730687,30,"identical"
35,"M",3,68,2.20216952,30,"identical"
35,"M",3,76,1.653950103,30,"identical"
35,"M",3,84,2.20216952,30,"identical"
35,"M",3,92,-0.538927562,30,"identical"
35,"M",3,100,-0.538927562,30,"identical"
35,"M",3,106,-0.538927562,30,"identical"
35,"M",3,114,-0.538927562,30,"identical"
35,"M",3,122,-0.538927562,30,"identical"
35,"M",3,130,-0.538927562,30,"identical"
35,"M",3,138,-0.538927562,30,"identical"
35,"M",3,148,-0.538927562,30,"identical"
35,"M",3,156,-0.538927562,30,"identical"
35,"M",3,164,-0.538927562,30,"identical"
35,"M",3,178,-0.538927562,30,"identical"
35,"M",3,186,-0.538927562,30,"identical"
35,"M",3,194,-0.538927562,30,"identical"
35,"M",3,202,-0.538927562,30,"identical"
35,"M",3,210,-0.538927562,30,"identical"
35,"M",3,212,-0.538927562,30,"identical"
35,"M",3,220,1.105730687,30,"identical"
35,"M",3,228,-0.538927562,30,"identical"
45,"F",4,6,0.797832291,31,"identical"
45,"F",4,14,0.797832291,31,"identical"
45,"F",4,22,1.386233605,31,"identical"
45,"F",4,30,1.97463492,31,"identical"
45,"F",4,38,0.797832291,31,"identical"
45,"F",4,48,0.209430976,31,"identical"
45,"F",4,56,1.386233605,31,"identical"
45,"F",4,64,1.97463492,31,"identical"
45,"F",4,69,-0.967371653,31,"identical"
45,"F",4,77,0.209430976,31,"identical"
45,"F",4,85,-0.378970338,31,"identical"
45,"F",4,93,0.797832291,31,"identical"
45,"F",4,101,0.797832291,31,"identical"
45,"F",4,107,-0.967371653,31,"identical"
45,"F",4,115,-0.967371653,31,"identical"
45,"F",4,123,-0.967371653,31,"identical"
45,"F",4,131,-0.967371653,31,"identical"
45,"F",4,139,-0.967371653,31,"identical"
45,"F",4,149,-0.378970338,31,"identical"
45,"F",4,157,-0.378970338,31,"identical"
45,"F",4,165,-0.967371653,31,"identical"
45,"F",4,171,-0.967371653,31,"identical"
45,"F",4,179,-0.967371653,31,"identical"
45,"F",4,187,-0.967371653,31,"identical"
45,"F",4,195,-0.967371653,31,"identical"
45,"F",4,203,0.209430976,31,"identical"
45,"F",4,213,-0.378970338,31,"identical"
45,"F",4,221,-0.967371653,31,"identical"
45,"F",4,229,-0.967371653,31,"identical"
25,"F",4,6,-1.057963933,32,"identical"
25,"F",4,14,1.124549075,32,"identical"
25,"F",4,22,1.124549075,32,"identical"
25,"F",4,30,0.688046474,32,"identical"
25,"F",4,38,1.561051677,32,"identical"
25,"F",4,48,0.251543872,32,"identical"
25,"F",4,56,0.688046474,32,"identical"
25,"F",4,64,1.561051677,32,"identical"
25,"F",4,69,-1.057963933,32,"identical"
25,"F",4,77,0.688046474,32,"identical"
25,"F",4,85,1.561051677,32,"identical"
25,"F",4,93,-0.621461331,32,"identical"
25,"F",4,101,-0.184958729,32,"identical"
25,"F",4,107,-1.057963933,32,"identical"
25,"F",4,115,-1.057963933,32,"identical"
25,"F",4,123,-1.057963933,32,"identical"
25,"F",4,131,-1.057963933,32,"identical"
25,"F",4,139,-1.057963933,32,"identical"
25,"F",4,149,-1.057963933,32,"identical"
25,"F",4,157,-1.057963933,32,"identical"
25,"F",4,165,-1.057963933,32,"identical"
25,"F",4,171,-1.057963933,32,"identical"
25,"F",4,179,-1.057963933,32,"identical"
25,"F",4,187,-1.057963933,32,"identical"
25,"F",4,195,-1.057963933,32,"identical"
25,"F",4,203,-1.057963933,32,"identical"
25,"F",4,213,-1.057963933,32,"identical"
25,"F",4,221,-0.621461331,32,"identical"
25,"F",4,229,-1.057963933,32,"identical"
25,"F",4,6,-0.426653437,33,"identical"
25,"F",4,14,2.155146849,33,"identical"
25,"F",4,22,1.509696778,33,"identical"
25,"F",4,30,0.218796634,33,"identical"
25,"F",4,38,0.864246706,33,"identical"
25,"F",4,48,0.218796634,33,"identical"
25,"F",4,56,1.509696778,33,"identical"
25,"F",4,64,2.155146849,33,"identical"
25,"F",4,69,0.218796634,33,"identical"
25,"F",4,77,0.218796634,33,"identical"
25,"F",4,85,0.218796634,33,"identical"
25,"F",4,93,0.864246706,33,"identical"
25,"F",4,101,1.509696778,33,"identical"
25,"F",4,107,-1.072103509,33,"identical"
25,"F",4,115,-1.072103509,33,"identical"
25,"F",4,123,-1.072103509,33,"identical"
25,"F",4,131,-1.072103509,33,"identical"
25,"F",4,139,-1.072103509,33,"identical"
25,"F",4,149,-1.072103509,33,"identical"
25,"F",4,157,-1.072103509,33,"identical"
25,"F",4,165,-1.072103509,33,"identical"
25,"F",4,171,-1.072103509,33,"identical"
25,"F",4,179,-0.426653437,33,"identical"
25,"F",4,187,-1.072103509,33,"identical"
25,"F",4,195,-1.072103509,33,"identical"
25,"F",4,203,-1.072103509,33,"identical"
25,"F",4,213,-1.072103509,33,"identical"
25,"F",4,221,0.218796634,33,"identical"
25,"F",4,229,-1.072103509,33,"identical"
35,"F",4,6,-0.267384755,34,"identical"
35,"F",4,14,-0.267384755,34,"identical"
35,"F",4,22,-0.267384755,34,"identical"
35,"F",4,30,3.676540378,34,"identical"
35,"F",4,38,3.676540378,34,"identical"
35,"F",4,48,-0.267384755,34,"identical"
35,"F",4,56,3.676540378,34,"identical"
35,"F",4,64,3.676540378,34,"identical"
35,"F",4,69,-0.267384755,34,"identical"
35,"F",4,77,-0.267384755,34,"identical"
35,"F",4,85,-0.267384755,34,"identical"
35,"F",4,93,-0.267384755,34,"identical"
35,"F",4,101,-0.267384755,34,"identical"
35,"F",4,107,-0.267384755,34,"identical"
35,"F",4,115,-0.267384755,34,"identical"
35,"F",4,123,-0.267384755,34,"identical"
35,"F",4,131,-0.267384755,34,"identical"
35,"F",4,139,-0.267384755,34,"identical"
35,"F",4,149,-0.267384755,34,"identical"
35,"F",4,157,-0.267384755,34,"identical"
35,"F",4,165,-0.267384755,34,"identical"
35,"F",4,171,-0.267384755,34,"identical"
35,"F",4,179,-0.267384755,34,"identical"
35,"F",4,187,-0.267384755,34,"identical"
35,"F",4,195,-0.267384755,34,"identical"
35,"F",4,203,-0.267384755,34,"identical"
35,"F",4,213,-0.267384755,34,"identical"
35,"F",4,221,-0.267384755,34,"identical"
35,"F",4,229,-0.267384755,34,"identical"
35,"M",4,6,-0.194891076,35,"identical"
35,"M",4,14,-1.07939673,35,"identical"
35,"M",4,22,-0.194891076,35,"identical"
35,"M",4,30,1.574120231,35,"identical"
35,"M",4,38,-1.07939673,35,"identical"
35,"M",4,48,1.574120231,35,"identical"
35,"M",4,56,-0.194891076,35,"identical"
35,"M",4,64,0.689614577,35,"identical"
35,"M",4,69,-1.07939673,35,"identical"
35,"M",4,77,-0.194891076,35,"identical"
35,"M",4,85,-0.194891076,35,"identical"
35,"M",4,93,1.574120231,35,"identical"
35,"M",4,101,-1.07939673,35,"identical"
35,"M",4,107,-1.07939673,35,"identical"
35,"M",4,115,-1.07939673,35,"identical"
35,"M",4,123,-0.194891076,35,"identical"
35,"M",4,131,0.689614577,35,"identical"
35,"M",4,139,1.574120231,35,"identical"
35,"M",4,149,-0.194891076,35,"identical"
35,"M",4,157,-1.07939673,35,"identical"
35,"M",4,165,0.689614577,35,"identical"
35,"M",4,171,-0.194891076,35,"identical"
35,"M",4,179,0.689614577,35,"identical"
35,"M",4,187,-1.07939673,35,"identical"
35,"M",4,195,-1.07939673,35,"identical"
35,"M",4,203,-1.07939673,35,"identical"
35,"M",4,213,-1.07939673,35,"identical"
35,"M",4,221,0.689614577,35,"identical"
35,"M",4,229,-0.194891076,35,"identical"
35,"F",4,6,-0.314704154,36,"identical"
35,"F",4,14,3.811416981,36,"identical"
35,"F",4,22,-0.314704154,36,"identical"
35,"F",4,30,1.748356413,36,"identical"
35,"F",4,38,1.748356413,36,"identical"
35,"F",4,48,-0.314704154,36,"identical"
35,"F",4,56,-0.314704154,36,"identical"
35,"F",4,64,3.811416981,36,"identical"
35,"F",4,69,-0.314704154,36,"identical"
35,"F",4,77,3.811416981,36,"identical"
35,"F",4,85,-0.314704154,36,"identical"
35,"F",4,93,-0.314704154,36,"identical"
35,"F",4,101,-0.314704154,36,"identical"
35,"F",4,107,-0.314704154,36,"identical"
35,"F",4,115,-0.314704154,36,"identical"
35,"F",4,123,-0.314704154,36,"identical"
35,"F",4,131,-0.314704154,36,"identical"
35,"F",4,139,-0.314704154,36,"identical"
35,"F",4,149,-0.314704154,36,"identical"
35,"F",4,157,-0.314704154,36,"identical"
35,"F",4,165,-0.314704154,36,"identical"
35,"F",4,171,-0.314704154,36,"identical"
35,"F",4,179,-0.314704154,36,"identical"
35,"F",4,187,-0.314704154,36,"identical"
35,"F",4,195,-0.314704154,36,"identical"
35,"F",4,203,-0.314704154,36,"identical"
35,"F",4,213,-0.314704154,36,"identical"
35,"F",4,221,-0.314704154,36,"identical"
35,"F",4,229,-0.314704154,36,"identical"
45,"M",4,6,-0.25901434,37,"identical"
45,"M",4,14,-0.25901434,37,"identical"
45,"M",4,22,4.107227391,37,"identical"
45,"M",4,30,-0.25901434,37,"identical"
45,"M",4,38,4.107227391,37,"identical"
45,"M",4,48,-0.25901434,37,"identical"
45,"M",4,56,-0.25901434,37,"identical"
45,"M",4,64,4.107227391,37,"identical"
45,"M",4,69,-0.25901434,37,"identical"
45,"M",4,77,-0.25901434,37,"identical"
45,"M",4,85,-0.25901434,37,"identical"
45,"M",4,93,-0.25901434,37,"identical"
45,"M",4,101,-0.25901434,37,"identical"
45,"M",4,107,-0.25901434,37,"identical"
45,"M",4,115,-0.25901434,37,"identical"
45,"M",4,123,-0.25901434,37,"identical"
45,"M",4,131,-0.25901434,37,"identical"
45,"M",4,139,-0.25901434,37,"identical"
45,"M",4,149,-0.25901434,37,"identical"
45,"M",4,157,-0.25901434,37,"identical"
45,"M",4,165,-0.25901434,37,"identical"
45,"M",4,171,-0.25901434,37,"identical"
45,"M",4,179,-0.25901434,37,"identical"
45,"M",4,187,-0.25901434,37,"identical"
45,"M",4,195,-0.25901434,37,"identical"
45,"M",4,203,-0.25901434,37,"identical"
45,"M",4,213,-0.25901434,37,"identical"
45,"M",4,221,-0.25901434,37,"identical"
45,"M",4,229,-0.25901434,37,"identical"
25,"F",4,6,-0.543563895,38,"identical"
25,"F",4,14,-0.543563895,38,"identical"
25,"F",4,22,1.174486273,38,"identical"
25,"F",4,30,1.174486273,38,"identical"
25,"F",4,38,1.747169662,38,"identical"
25,"F",4,48,2.89253644,38,"identical"
25,"F",4,56,0.601802883,38,"identical"
25,"F",4,64,2.89253644,38,"identical"
25,"F",4,69,0.601802883,38,"identical"
25,"F",4,77,-0.543563895,38,"identical"
25,"F",4,85,-0.543563895,38,"identical"
25,"F",4,93,-0.543563895,38,"identical"
25,"F",4,101,-0.543563895,38,"identical"
25,"F",4,107,-0.543563895,38,"identical"
25,"F",4,115,-0.543563895,38,"identical"
25,"F",4,123,1.174486273,38,"identical"
25,"F",4,131,-0.543563895,38,"identical"
25,"F",4,139,-0.543563895,38,"identical"
25,"F",4,149,-0.543563895,38,"identical"
25,"F",4,157,-0.543563895,38,"identical"
25,"F",4,165,-0.543563895,38,"identical"
25,"F",4,171,-0.543563895,38,"identical"
25,"F",4,179,-0.543563895,38,"identical"
25,"F",4,187,-0.543563895,38,"identical"
25,"F",4,195,-0.543563895,38,"identical"
25,"F",4,203,-0.543563895,38,"identical"
25,"F",4,213,-0.543563895,38,"identical"
25,"F",4,221,-0.543563895,38,"identical"
25,"F",4,229,-0.543563895,38,"identical"
35,"F",4,6,-0.628174403,39,"identical"
35,"F",4,14,1.393405039,39,"identical"
35,"F",4,22,2.067264853,39,"identical"
35,"F",4,30,2.741124667,39,"identical"
35,"F",4,38,2.067264853,39,"identical"
35,"F",4,48,2.067264853,39,"identical"
35,"F",4,56,2.067264853,39,"identical"
35,"F",4,64,2.067264853,39,"identical"
35,"F",4,69,1.393405039,39,"identical"
35,"F",4,77,0.719545225,39,"identical"
35,"F",4,85,-0.628174403,39,"identical"
35,"F",4,93,-0.628174403,39,"identical"
35,"F",4,101,-0.628174403,39,"identical"
35,"F",4,107,-0.628174403,39,"identical"
35,"F",4,115,-0.628174403,39,"identical"
35,"F",4,123,-0.628174403,39,"identical"
35,"F",4,131,0.045685411,39,"identical"
35,"F",4,139,-0.628174403,39,"identical"
35,"F",4,149,-0.628174403,39,"identical"
35,"F",4,157,-0.628174403,39,"identical"
35,"F",4,165,-0.628174403,39,"identical"
35,"F",4,171,-0.628174403,39,"identical"
35,"F",4,179,-0.628174403,39,"identical"
35,"F",4,187,-0.628174403,39,"identical"
35,"F",4,195,-0.628174403,39,"identical"
35,"F",4,203,-0.628174403,39,"identical"
35,"F",4,213,-0.628174403,39,"identical"
35,"F",4,221,-0.628174403,39,"identical"
35,"F",4,229,-0.628174403,39,"identical"
25,"F",4,6,1.572534567,40,"identical"
25,"F",4,14,2.27012509,40,"identical"
25,"F",4,22,2.27012509,40,"identical"
25,"F",4,30,-0.520237,40,"identical"
25,"F",4,38,2.967715612,40,"identical"
25,"F",4,48,1.572534567,40,"identical"
25,"F",4,56,0.177353523,40,"identical"
25,"F",4,64,0.177353523,40,"identical"
25,"F",4,69,-0.520237,40,"identical"
25,"F",4,77,0.177353523,40,"identical"
25,"F",4,85,0.177353523,40,"identical"
25,"F",4,93,-0.520237,40,"identical"
25,"F",4,101,-0.520237,40,"identical"
25,"F",4,107,-0.520237,40,"identical"
25,"F",4,115,-0.520237,40,"identical"
25,"F",4,123,-0.520237,40,"identical"
25,"F",4,131,-0.520237,40,"identical"
25,"F",4,139,-0.520237,40,"identical"
25,"F",4,149,1.572534567,40,"identical"
25,"F",4,157,-0.520237,40,"identical"
25,"F",4,165,-0.520237,40,"identical"
25,"F",4,171,-0.520237,40,"identical"
25,"F",4,179,-0.520237,40,"identical"
25,"F",4,187,-0.520237,40,"identical"
25,"F",4,195,-0.520237,40,"identical"
25,"F",4,203,-0.520237,40,"identical"
25,"F",4,213,-0.520237,40,"identical"
25,"F",4,221,-0.520237,40,"identical"
25,"F",4,229,-0.520237,40,"identical"
35,"F",4,6,1.39699277,41,"identical"
35,"F",4,14,0.917791761,41,"identical"
35,"F",4,22,1.39699277,41,"identical"
35,"F",4,30,0.917791761,41,"identical"
35,"F",4,38,0.917791761,41,"identical"
35,"F",4,48,1.39699277,41,"identical"
35,"F",4,56,-0.999012271,41,"identical"
35,"F",4,64,1.876193778,41,"identical"
35,"F",4,69,0.917791761,41,"identical"
35,"F",4,77,-0.999012271,41,"identical"
35,"F",4,85,-0.999012271,41,"identical"
35,"F",4,93,0.917791761,41,"identical"
35,"F",4,101,-0.999012271,41,"identical"
35,"F",4,107,-0.999012271,41,"identical"
35,"F",4,115,-0.999012271,41,"identical"
35,"F",4,123,-0.999012271,41,"identical"
35,"F",4,131,0.917791761,41,"identical"
35,"F",4,139,-0.999012271,41,"identical"
35,"F",4,149,-0.999012271,41,"identical"
35,"F",4,157,-0.999012271,41,"identical"
35,"F",4,165,-0.999012271,41,"identical"
35,"F",4,171,-0.999012271,41,"identical"
35,"F",4,179,-0.999012271,41,"identical"
35,"F",4,187,-0.999012271,41,"identical"
35,"F",4,195,-0.999012271,41,"identical"
35,"F",4,203,-0.999012271,41,"identical"
35,"F",4,213,-0.519811263,41,"identical"
35,"F",4,221,0.438590753,41,"identical"
35,"F",4,229,-0.999012271,41,"identical"
45,"F",4,6,-0.564616417,42,"identical"
45,"F",4,14,3.220880016,42,"identical"
45,"F",4,22,3.220880016,42,"identical"
45,"F",4,30,1.706681443,42,"identical"
45,"F",4,38,-0.564616417,42,"identical"
45,"F",4,48,0.19248287,42,"identical"
45,"F",4,56,0.19248287,42,"identical"
45,"F",4,64,0.19248287,42,"identical"
45,"F",4,69,1.706681443,42,"identical"
45,"F",4,77,-0.564616417,42,"identical"
45,"F",4,85,-0.564616417,42,"identical"
45,"F",4,93,0.19248287,42,"identical"
45,"F",4,101,0.949582156,42,"identical"
45,"F",4,107,-0.564616417,42,"identical"
45,"F",4,115,-0.564616417,42,"identical"
45,"F",4,123,-0.564616417,42,"identical"
