"","punType","sentenceID","sentenceType","sum_m1_ngram","sum_m2_ngram","sum_m1_relatedness","sum_m2_relatedness","p_m1_given_w","p_m2_given_w","entropy","m1KL","m2KL","m1Focus","m2Focus","age","gender","condition","funniness","workerID.anonym","uniqueID","KL"
"67","identical","6","pun",-53.669367562,-45.6542754018,14.874043941,0.015508465,0.999574701914,0.000425298085579,0.00372667769774,1.14899138862,6.25845110186,"poll;conduct;decided;flag","flag",25,"F",4,1.572534567,"40","6 identical",7.40744249048
"68","identical","6","pun",-53.669367562,-45.6542754018,14.874043941,0.015508465,0.999574701914,0.000425298085579,0.00372667769774,1.14899138862,6.25845110186,"poll;conduct;decided;flag","flag",35,"F",4,1.39699277,"41","6 identical",7.40744249048
"69","identical","6","pun",-53.669367562,-45.6542754018,14.874043941,0.015508465,0.999574701914,0.000425298085579,0.00372667769774,1.14899138862,6.25845110186,"poll;conduct;decided;flag","flag",45,"F",4,-0.564616417,"42","6 identical",7.40744249048
"70","identical","6","pun",-53.669367562,-45.6542754018,14.874043941,0.015508465,0.999574701914,0.000425298085579,0.00372667769774,1.14899138862,6.25845110186,"poll;conduct;decided;flag","flag",25,"M",4,-0.844901817,"43","6 identical",7.40744249048
"71","identical","7","pun",-37.0015478584,-33.1612244761,12.766698952,4.363772738,0.697955439817,0.302044560183,0.612586713466,1.63041802915,6.57108142511,"bored;meetings","chairman;executive;meetings",35,"F",5,2.244603445,"44","7 identical",8.20149945426
"72","identical","7","pun",-37.0015478584,-33.1612244761,12.766698952,4.363772738,0.697955439817,0.302044560183,0.612586713466,1.63041802915,6.57108142511,"bored;meetings","chairman;executive;meetings",65,"M",5,1.797482565,"45","7 identical",8.20149945426
"73","identical","7","pun",-37.0015478584,-33.1612244761,12.766698952,4.363772738,0.697955439817,0.302044560183,0.612586713466,1.63041802915,6.57108142511,"bored;meetings","chairman;executive;meetings",25,"M",5,-0.45127588,"46","7 identical",8.20149945426
"74","identical","7","pun",-37.0015478584,-33.1612244761,12.766698952,4.363772738,0.697955439817,0.302044560183,0.612586713466,1.63041802915,6.57108142511,"bored;meetings","chairman;executive;meetings",45,"F",5,1.965530549,"47","7 identical",8.20149945426
"75","identical","7","pun",-37.0015478584,-33.1612244761,12.766698952,4.363772738,0.697955439817,0.302044560183,0.612586713466,1.63041802915,6.57108142511,"bored;meetings","chairman;executive;meetings",35,"F",5,4.107227391,"48","7 identical",8.20149945426
"76","identical","7","pun",-37.0015478584,-33.1612244761,12.766698952,4.363772738,0.697955439817,0.302044560183,0.612586713466,1.63041802915,6.57108142511,"bored;meetings","chairman;executive;meetings",25,"M",5,1.011449697,"49","7 identical",8.20149945426
"77","identical","7","pun",-37.0015478584,-33.1612244761,12.766698952,4.363772738,0.697955439817,0.302044560183,0.612586713466,1.63041802915,6.57108142511,"bored;meetings","chairman;executive;meetings",45,"F",5,2.168072483,"50","7 identical",8.20149945426
"78","identical","7","pun",-37.0015478584,-33.1612244761,12.766698952,4.363772738,0.697955439817,0.302044560183,0.612586713466,1.63041802915,6.57108142511,"bored;meetings","chairman;executive;meetings",35,"F",5,-0.471690447,"51","7 identical",8.20149945426
"79","identical","7","pun",-37.0015478584,-33.1612244761,12.766698952,4.363772738,0.697955439817,0.302044560183,0.612586713466,1.63041802915,6.57108142511,"bored;meetings","chairman;executive;meetings",45,"M",5,-0.668713943,"52","7 identical",8.20149945426
"80","identical","8","pun",-31.7233363621,-36.884156223,11.360502071,-0.593560628,0.999999994568,5.4316953655e-09,1.08802368723e-07,0.85857809297,5.96981655909,"greece","donuts",65,"M",6,1.446878904,"53","8 identical",6.82839465206
"81","identical","8","pun",-31.7233363621,-36.884156223,11.360502071,-0.593560628,0.999999994568,5.4316953655e-09,1.08802368723e-07,0.85857809297,5.96981655909,"greece","donuts",35,"M",6,2.001768241,"54","8 identical",6.82839465206
"82","identical","8","pun",-31.7233363621,-36.884156223,11.360502071,-0.593560628,0.999999994568,5.4316953655e-09,1.08802368723e-07,0.85857809297,5.96981655909,"greece","donuts",25,"F",6,-0.420653245,"55","8 identical",6.82839465206
"83","identical","8","pun",-31.7233363621,-36.884156223,11.360502071,-0.593560628,0.999999994568,5.4316953655e-09,1.08802368723e-07,0.85857809297,5.96981655909,"greece","donuts",55,"F",6,-0.271013048,"56","8 identical",6.82839465206
"84","identical","8","pun",-31.7233363621,-36.884156223,11.360502071,-0.593560628,0.999999994568,5.4316953655e-09,1.08802368723e-07,0.85857809297,5.96981655909,"greece","donuts",35,"F",6,-0.543604881,"57","8 identical",6.82839465206
"85","identical","8","pun",-31.7233363621,-36.884156223,11.360502071,-0.593560628,0.999999994568,5.4316953655e-09,1.08802368723e-07,0.85857809297,5.96981655909,"greece","donuts",45,"F",6,-0.471816028,"58","8 identical",6.82839465206
"86","identical","8","pun",-31.7233363621,-36.884156223,11.360502071,-0.593560628,0.999999994568,5.4316953655e-09,1.08802368723e-07,0.85857809297,5.96981655909,"greece","donuts",35,"F",6,1.892761691,"59","8 identical",6.82839465206
"87","identical","8","pun",-31.7233363621,-36.884156223,11.360502071,-0.593560628,0.999999994568,5.4316953655e-09,1.08802368723e-07,0.85857809297,5.96981655909,"greece","donuts",35,"M",6,-1.147450958,"60","8 identical",6.82839465206
"88","identical","8","pun",-31.7233363621,-36.884156223,11.360502071,-0.593560628,0.999999994568,5.4316953655e-09,1.08802368723e-07,0.85857809297,5.96981655909,"greece","donuts",45,"M",6,-0.481398132,"61","8 identical",6.82839465206
"89","identical","8","pun",-31.7233363621,-36.884156223,11.360502071,-0.593560628,0.999999994568,5.4316953655e-09,1.08802368723e-07,0.85857809297,5.96981655909,"greece","donuts",45,"M",6,0.217127922,"62","8 identical",6.82839465206
"90","identical","8","pun",-31.7233363621,-36.884156223,11.360502071,-0.593560628,0.999999994568,5.4316953655e-09,1.08802368723e-07,0.85857809297,5.96981655909,"greece","donuts",25,"F",6,2.009383236,"63","8 identical",6.82839465206
"91","identical","8","pun",-31.7233363621,-36.884156223,11.360502071,-0.593560628,0.999999994568,5.4316953655e-09,1.08802368723e-07,0.85857809297,5.96981655909,"greece","donuts",35,"M",6,-0.532579364,"64","8 identical",6.82839465206
"92","identical","8","pun",-31.7233363621,-36.884156223,11.360502071,-0.593560628,0.999999994568,5.4316953655e-09,1.08802368723e-07,0.85857809297,5.96981655909,"greece","donuts",25,"F",6,-0.798816634,"65","8 identical",6.82839465206
"93","identical","8","pun",-31.7233363621,-36.884156223,11.360502071,-0.593560628,0.999999994568,5.4316953655e-09,1.08802368723e-07,0.85857809297,5.96981655909,"greece","donuts",35,"M",6,1.736788019,"66","8 identical",6.82839465206
"94","identical","9","pun",-65.4671181338,-63.0512938639,12.075129018,0.632681794,0.980317033387,0.0196829666134,0.0968026988977,0.961862675231,6.08846118186,"sine;trigonometry","prayed;trigonometry",25,"F",7,2.240017723,"67","9 identical",7.050323857091
"95","identical","9","pun",-65.4671181338,-63.0512938639,12.075129018,0.632681794,0.980317033387,0.0196829666134,0.0968026988977,0.961862675231,6.08846118186,"sine;trigonometry","prayed;trigonometry",35,"F",7,-0.503797208,"68","9 identical",7.050323857091
"96","identical","9","pun",-65.4671181338,-63.0512938639,12.075129018,0.632681794,0.980317033387,0.0196829666134,0.0968026988977,0.961862675231,6.08846118186,"sine;trigonometry","prayed;trigonometry",35,"M",7,2.70844914,"69","9 identical",7.050323857091
"97","identical","9","pun",-65.4671181338,-63.0512938639,12.075129018,0.632681794,0.980317033387,0.0196829666134,0.0968026988977,0.961862675231,6.08846118186,"sine;trigonometry","prayed;trigonometry",66,"M",7,-0.039278393,"70","9 identical",7.050323857091
"98","identical","9","pun",-65.4671181338,-63.0512938639,12.075129018,0.632681794,0.980317033387,0.0196829666134,0.0968026988977,0.961862675231,6.08846118186,"sine;trigonometry","prayed;trigonometry",25,"F",7,2.389411934,"71","9 identical",7.050323857091
"99","identical","9","pun",-65.4671181338,-63.0512938639,12.075129018,0.632681794,0.980317033387,0.0196829666134,0.0968026988977,0.961862675231,6.08846118186,"sine;trigonometry","prayed;trigonometry",55,"F",7,1.987256328,"72","9 identical",7.050323857091
"100","identical","9","pun",-65.4671181338,-63.0512938639,12.075129018,0.632681794,0.980317033387,0.0196829666134,0.0968026988977,0.961862675231,6.08846118186,"sine;trigonometry","prayed;trigonometry",25,"M",7,2.105275666,"73","9 identical",7.050323857091
"101","identical","9","pun",-65.4671181338,-63.0512938639,12.075129018,0.632681794,0.980317033387,0.0196829666134,0.0968026988977,0.961862675231,6.08846118186,"sine;trigonometry","prayed;trigonometry",35,"F",7,1.021839958,"74","9 identical",7.050323857091
"102","identical","9","pun",-65.4671181338,-63.0512938639,12.075129018,0.632681794,0.980317033387,0.0196829666134,0.0968026988977,0.961862675231,6.08846118186,"sine;trigonometry","prayed;trigonometry",35,"M",7,3.893044515,"75","9 identical",7.050323857091
"103","identical","9","pun",-65.4671181338,-63.0512938639,12.075129018,0.632681794,0.980317033387,0.0196829666134,0.0968026988977,0.961862675231,6.08846118186,"sine;trigonometry","prayed;trigonometry",35,"M",7,1.822262176,"76","9 identical",7.050323857091
"104","identical","9","pun",-65.4671181338,-63.0512938639,12.075129018,0.632681794,0.980317033387,0.0196829666134,0.0968026988977,0.961862675231,6.08846118186,"sine;trigonometry","prayed;trigonometry",35,"M",7,1.790504841,"77","9 identical",7.050323857091
"105","identical","10","pun",-65.3733650373,-60.9916558549,14.418469023,1.185820168,0.999914983163,8.50168374885e-05,0.000881847240334,0.828735530045,5.95107737203,"principal;just;school","disliked;just;school",25,"M",8,1.141470834,"78","10 identical",6.779812902075
"106","identical","10","pun",-65.3733650373,-60.9916558549,14.418469023,1.185820168,0.999914983163,8.50168374885e-05,0.000881847240334,0.828735530045,5.95107737203,"principal;just;school","disliked;just;school",25,"F",8,0.819867522,"79","10 identical",6.779812902075
"107","identical","10","pun",-65.3733650373,-60.9916558549,14.418469023,1.185820168,0.999914983163,8.50168374885e-05,0.000881847240334,0.828735530045,5.95107737203,"principal;just;school","disliked;just;school",35,"M",8,-0.372140242,"80","10 identical",6.779812902075
"108","identical","10","pun",-65.3733650373,-60.9916558549,14.418469023,1.185820168,0.999914983163,8.50168374885e-05,0.000881847240334,0.828735530045,5.95107737203,"principal;just;school","disliked;just;school",25,"F",8,-0.418310172,"81","10 identical",6.779812902075
"109","identical","10","pun",-65.3733650373,-60.9916558549,14.418469023,1.185820168,0.999914983163,8.50168374885e-05,0.000881847240334,0.828735530045,5.95107737203,"principal;just;school","disliked;just;school",55,"F",8,1.981947229,"82","10 identical",6.779812902075
"110","identical","10","pun",-65.3733650373,-60.9916558549,14.418469023,1.185820168,0.999914983163,8.50168374885e-05,0.000881847240334,0.828735530045,5.95107737203,"principal;just;school","disliked;just;school",25,"M",8,1.416839584,"83","10 identical",6.779812902075
"111","identical","10","pun",-65.3733650373,-60.9916558549,14.418469023,1.185820168,0.999914983163,8.50168374885e-05,0.000881847240334,0.828735530045,5.95107737203,"principal;just;school","disliked;just;school",35,"F",8,1.133379081,"84","10 identical",6.779812902075
